IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10031.0,1521760.4237700938,857198.8031038981,2109.0,0.9706044599365646,832000.9813449286
sICX,12206.0,1486572.7246025593,1944033.1782574048,1605.0,0.38002647993972927,738784.0856192058
BST,441.0,11.90166743186488,309.3007590514752,720.0,1.1558943309845495,357.5189939568183
FRMD,979.0,26498.505858727007,22957.085514641087,550.0,0.016990383194353944,390.0496799193043
$unknown,,,171774.60652828147,483.0,,
GBET,2916.0,5658.354139615372,414237.8401165702,248.0,0.002261274242934395,936.7053583043762
BALN,16528.0,366486.3218704082,150593.49023418233,209.0,0.22855632803218356,34419.09515347521
BTCB,165.0,8012.052367409173,0.19390484663716662,186.0,62504.270131414014,12119.880913999868
CROWN,1283.0,6192.152295648267,2224936.7838916807,101.0,0.00233911836697453,5204.390496558271
IUSDC,5614.0,23177.6935739829,4709.822021,53.0,0.6248457606357539,2942.9123231707686
FIN,2278.0,4796.456176387694,3729.489288234966,48.0,0.01751198281508095,65.3107523245992
OMM,13918.0,19325.286806047512,207619.3139090084,43.0,0.005056251895064521,1049.7755494044195
CFT,19453.0,46880.53365873376,5049627.932630916,38.0,0.003236351028180087,16342.368551696953
sARCH,112.0,55463.21126382567,34242.47387631652,34.0,0.17545575652347292,6008.039159204373
USDS,5458.0,2070.317535051447,116.24956031438242,23.0,0.2009315669060401,23.35820630610708
AVAX,13.0,101014.00773343744,683.0,8.0,46.33325837162807,31645.615467821972
ETH,166.0,2785.933421587871,0.09491864249721702,8.0,3169.7156545255602,300.8651070297439
VOID,160.0,1170.9815143980445,2004.8759368532117,7.0,0.034275824118695085,68.71877499138472
XCROWN,1283.0,6192.152295648267,3238.9906701238897,6.0,0.00233911836697453,7.576382566945932
METX,11422.0,1041.1503109079908,543465.9739061819,5.0,6.019350314994131e-05,32.713120812207684
oIUSDC,5614.0,23177.6935739829,1.1060379999999999,4.0,0.6248457606357539,0.6911031554020479
oUSDS,5458.0,2070.317535051447,0.6340666527719571,4.0,0.2009315669060401,0.12740400606433738
archUSDC,22.0,10.651522347251182,0.1,2.0,0.9726872253237291,0.09726872253237291
BNB,16.0,18700.973645729355,0.6,2.0,556.5198956763064,333.9119374057838
finMICX,12206.0,1486572.7246025593,0.0008987814119454501,2.0,0.38002647993972927,0.00034156073621688913
oICX,12206.0,1486572.7246025593,1146.321717087518,2.0,0.38002647993972927,435.63260702323566
ICX,,,,,0.30306666,
