week,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2020-47,hxb0d886f01ca2697ce9961232a754bb3923142128,16002.11170000001,100,10,88.7016,255.08670000000006,157.7947,160.02111700000012,0.55431%,1.59408%,0.98609%,1.00000%
2020-47,hx049eec5560f8518cffce2ab74fce56ad31fc79c6,7323.8802000000005,56,5,1.6433,1071.6487,89.49414999999999,130.783575,0.02244%,14.63225%,1.22195%,1.78571%
2020-47,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,54639.735100000005,47,4,343.533,8685.4724,463.9852,1162.547555319149,0.62872%,15.89589%,0.84917%,2.12766%
2020-47,hx14c5d80083258bca5146f7c1eecb780ad0c0f930,531.7796999999998,43,4,4.5981000000000005,32.9018,9.2263,12.366969767441857,0.86466%,6.18711%,1.73499%,2.32558%
2020-47,hxd7d52c9ad84b08757a1d9a95234d6a62849f103a,2210.8405999999995,42,4,19.9258,131.6602,44.2792,52.639061904761896,0.90128%,5.95521%,2.00282%,2.38095%
2020-47,hxd2fe38548f3f4a8c545112582c668913a85d4b93,82464.40539999999,37,3,750.0,3000.0,3000.0,2228.767713513513,0.90948%,3.63793%,3.63793%,2.70270%
2020-47,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,244413.65509999997,34,3,2325.0738,10793.346599999999,7425.4996,7188.636914705881,0.95129%,4.41602%,3.03809%,2.94118%
2020-47,hx42967fdffaacf8b41362b3574d631a17c320ff49,1142.0895,33,3,34.5,38.0895,34.5,34.60877272727273,3.02078%,3.33507%,3.02078%,3.03030%
2020-47,hxd2b801100a49fb8cdca2df399e14f06b96acafa8,6029.3573,31,3,60.3395,809.1919,120.6791,194.49539677419355,1.00076%,13.42086%,2.00153%,3.22581%
2020-47,hx4238c8c7ff1d53d4f91c9b5460d1ac037f642da4,49644.8834,28,2,562.3577000000001,5166.289400000001,1691.8184500000002,1773.03155,1.13276%,10.40649%,3.40784%,3.57143%
2020-47,hx64adf776e53d0f30d2c4e90461a043fcc58c04bf,1036.7643,26,2,20.7352,82.9412,41.47055,39.875550000000004,1.99999%,8.00001%,4.00000%,3.84615%
2020-47,hx7301714168f31c464fd766bad237b9a99c14824c,3029.9643,25,2,103.9943,134.3819,134.3819,121.198572,3.43220%,4.43510%,4.43510%,4.00000%
2020-47,hxf159b2029f3d6e8823157033ada47b76e8903a4f,630.4624975297266,25,2,1.371961950484824,64.93149732357978,20.76282793422435,25.218499901189066,0.21761%,10.29903%,3.29327%,4.00000%
2020-47,hx00d85a59cfacc2a44e924f4a7892271145747c60,6293.367700000002,24,2,1.8406,3620.0000000000005,62.431349999999995,262.22365416666673,0.02925%,57.52087%,0.99202%,4.16667%
2020-47,hxcaf3a1285478520ad520d34d470aed54d49c4774,23228.851799999997,24,2,301.7483,3567.7801,845.68175,967.8688249999999,1.29902%,15.35926%,3.64065%,4.16667%
2020-47,hx6aee4d81a36e730ef217616542ed7c654829ead2,2999.0093,23,2,59.9801,180.2131,120.1421,130.39170869565217,2.00000%,6.00909%,4.00606%,4.34783%
2020-47,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,10038.521099999998,23,2,196.18959999999998,810.0657,392.2957,436.4574391304347,1.95437%,8.06957%,3.90790%,4.34783%
2020-47,hxece32238259e951b9931aee279d0d81e43a26990,1004.1462,23,2,4.026199999999999,50.0,50.0,43.65853043478261,0.40096%,4.97935%,4.97935%,4.34783%
2020-47,hx6f14ffadd92861068f841977cbff6264e9d5b065,344.81140000000005,23,2,1.0167,64.6715,5.1077,14.991800000000001,0.29486%,18.75562%,1.48130%,4.34783%
2020-47,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%
2020-47,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%
2020-47,hxb812766bc41d782edd84f7b8a36c97fcaf6bfd39,242.211,23,2,2.3361,29.8749,10.0,10.530913043478261,0.96449%,12.33425%,4.12863%,4.34783%
2020-47,hx396b89b9167f5b1ca55e8224fcff78b22677bf1f,7234.626117855351,23,2,201.13477037678447,597.7126056262874,256.08334776000623,314.54896164588484,2.78017%,8.26183%,3.53969%,4.34783%
2020-47,hx2e48a07fc66eb6de9cebb40d6fc3b6407174b92e,1017.9877,22,2,45.9877,49.0,46.0,46.27216818181818,4.51751%,4.81342%,4.51872%,4.54545%
