to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
0,301902,0.0,System,25,301909,System
cx0000000000000000000000000000000000000000,11877,21.074214999999608,governance,4649,0,governance
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,4622,19.543478049999987,Blobble Stake Token,4731,1,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,4030,16.420445049999984,unknown_cx,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,3432,63.99996301249988,FRAMD Token,4094,197,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,2108,8.553753774999999,Relay_4,0,0,Relay
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,1329,6.228062624999972,GangstaBet Crown,1391,0,GangstaBet
cx5a0af85407c69945eb318d4ac18e9e842184163c,818,39.41585911249997,GangWar Simulation,2712,486,GangstaBet
cxba62bb61baf8dd8b6a04633fe33806547785a00c,720,22.005234499999993,MyID_3,676,0,MyID
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,701,163.77855756249997,bnUSD,5768,232,bnUSD
hxb568381d35d3e7a6383200e8a0d30310af20b929,528,0.66,Swyftx,0,0,Swyftx
cx2609b924e33ef00b648a409245c7ea394c467824,492,77.40365113749998,balanced_sicx,2598,44,Balanced
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,435,44.95657507499999,CraftRewards,2546,28,Craft
cx66d4d90f5f113eba575bf793570135f9b10cece1,419,34.24522136249998,balanced_loans,1369,135,Balanced
cx9c4698411c6d9a780f605685153431dcda04609f,418,4.4034318374999915,Auction,1517,2,Craft
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,414,3.902623874999969,MyID_2,414,0,MyID
cx14002628a4599380f391f708843044bc93dce27d,329,161.28500275,iAM Div,30921,30942,iAM 
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,286,4.771177549999993,GangstaVerse LootBox,1443,0,GangstaBet
cx2e6d0fc0eca04965d06038c8406093337f085fcf,256,48.18934297499999,Craft,1935,38,Craft
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,230,23.42662487499999,CROWN,2020,118,GangstaBet
cx2dc662031f3d62bcdba4f63e9bf827767c847565,227,13.560913199999993,SkillScore,1661,1709,SkillScore
