IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9772.0,1401678.0366592945,581058.0059682548,2021.0,0.9968542321557777,579230.1323774519
sICX,12006.0,1491827.2996069104,3317319.994518195,1475.0,0.36877716209437456,1223351.853337346
FRMD,831.0,18499.629688232104,23486.655457230914,870.0,0.027479816502866804,645.4089822307608
USDS,5421.0,64289.702164381546,144419.74779863478,365.0,0.9863008862146991,142441.32524069684
$unknown,,,14863.033278222381,336.0,,
BALN,16356.0,787003.183344745,254800.42327240316,332.0,0.14928503727526654,38037.890685974395
CFT,19012.0,111184.28032756325,6787285.307846655,300.0,0.01001077796384057,67946.00619409015
OMM,13880.0,161961.2288412383,19169267.187653877,296.0,0.006455451320052447,123746.27117097829
IUSDC,5576.0,159438.40572354465,70247.307488,282.0,0.9870720672863069,69339.15502347704
GBET,2793.0,14622.731389858216,320565.15651636745,240.0,0.006075026516701267,1947.441826167424
BTCB,116.0,128653.59699889077,0.33612924837163277,176.0,29141.594537557085,9795.342268259943
CODE,221.0,44.28174215318945,655554.0,131.0,5.522188828841906e-05,36.20092975502627
FIN,2250.0,19250.520805348573,11991.22626763566,103.0,0.09261877319635714,1110.6126660283473
ETH,99.0,46955.5325576888,4.001557710538709,74.0,1988.4687136869925,7956.972313419173
CROWN,1121.0,17223.38201467875,1243591.9186866772,62.0,0.0070177931694535775,8727.270872547033
METX,11414.0,1366.0592164534762,3918727.224827638,24.0,8.073280441938577e-05,316.36983861493206
oICX,12006.0,1491827.2996069104,685233.9015494324,22.0,0.36877716209437456,252698.61358425574
XCROWN,1121.0,17223.38201467875,223597.34211481197,16.0,0.0070177931694535775,1569.1599002013022
obnUSD,9772.0,1401678.0366592945,8362.33347218648,10.0,0.9968542321557777,8336.027512447012
dICX,12006.0,1491827.2996069104,41103.30860111375,8.0,0.36877716209437456,15157.961498608025
finMICX,12006.0,1491827.2996069104,3344.1434567961314,7.0,0.36877716209437456,1233.2437336337491
oUSDS,5421.0,64289.702164381546,5.984884672642631,4.0,0.9863008862146991,5.902897056520196
oIUSDC,5576.0,159438.40572354465,9.207689,4.0,0.9870720672863069,9.088652616159388
dUSDS,5421.0,64289.702164381546,17735.425274504483,4.0,0.9863008862146991,17492.465665638345
dIUSDC,5576.0,159438.40572354465,5465.267683,4.0,0.9870720672863069,5394.613070131854
UP,,,0.14668913946335826,4.0,0.9181581903826839,0.13468383483847016
BUSD,51.0,63.567377010366826,8956.5,4.0,0.9966092878359614,8926.131086502788
TAP,9230.0,11.973107669941463,41630.69403255255,4.0,0.0005632323125721963,23.447752073940105
IUSDT,3477.0,16058.104081372778,1.008538,4.0,0.9925012544575834,1.0009752301681423
IDOGE,1731.0,72.85296669431659,2001050.0,4.0,9.715174150609718e-08,0.19440549234077575
VOID,144.0,509.2739802711269,125.49584739317093,2.0,0.004725805845501083,0.593069009196759
dbnUSD,9772.0,1401678.0366592945,3433.6377780367575,2.0,0.9968542321557777,3422.836350725903
finICX,12006.0,1491827.2996069104,3908.0081724678885,2.0,0.36877716209437456,1441.184163284331
oBALN,16356.0,787003.183344745,1223.1853996655625,2.0,0.14928503727526654,182.6032779836353
IAM,4061.0,11.9714749868938,38.49859591797746,2.0,0.016901562049088468,0.65068640771048
CLAW,531.0,1582.9163731131318,1139742.5973183475,2.0,4.445417498938215e-05,50.666316864042734
NPT,464.0,1.0264054984930757,12.675,1.0,0.0001985468087912083,0.002516580801428565
FinICX,12006.0,1491827.2996069104,7935.153152339934,1.0,0.36877716209437456,2926.303260304151
ICX,,,,,0.31261875,
