IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,434510.877928054,1615.0,0.27181006572523436,118104.43028795364
FRMD,54305.71788400271,1404.0,0.018783539538719637,1020.053599052719
METX,281399.5663567984,746.0,9.054584620968e-05,25.47956185881331
CFT,6587000.459953509,730.0,0.007776911423601537,51226.519124281025
bnUSD,76340.2598565989,697.0,1.0026555292022146,76542.98364595274
GBET,80698.55295575292,610.0,0.009738885813055778,785.9139925149126
OMM,2005351.0549182778,389.0,0.01423849704309574,28553.18506582282
BALN,37788.1597171151,363.0,0.1565143526833016,5914.389357217484
$unknown,6074.1835020111175,320.0,,
FIN,14658.313692551403,198.0,0.2264241481869466,3318.996191693007
CODE,743619.7547466793,188.0,,
IUSDC,19222.226266,121.0,1.0059689284056168,19336.96235837832
CROWN,985345.9180222168,105.0,,
NPT,135.525,79.0,,
USDS,718.8647917765104,54.0,0.9993995316883172,718.4331362486641
oICX,64941.75886825516,38.0,0.27181006572523436,17651.823746292757
XCROWN,136904.66002919507,18.0,,
dICX,6493.457722616534,15.0,0.27181006572523436,1764.9871703684307
oOMM,7153.03,13.0,0.01423849704309574,101.84839650417511
oIUSDC,1327.005392,12.0,1.0059689284056168,1334.9261921787154
FinICX,2154.7715410020323,10.0,0.2264241481869466,487.89231070885944
VOID,3165.833963253554,10.0,,
obnUSD,10975.02015003967,9.0,1.0026555292022146,11004.164636542995
oUSDS,112.8553977944382,8.0,0.9993995316883172,112.78763170426029
CLAW,4098944.4381011142,8.0,,
dIUSDC,117.748809,7.0,1.0059689284056168,118.45164321076764
TAP,20304.347218615207,7.0,0.0008399796754361447,17.05523898663519
UP,0.07738738254275805,6.0,0.7121095298222345,0.055108292596696834
dbnUSD,226.35351307806076,4.0,1.0026555292022146,226.9546014420634
finOMM,2.0013808178051864,3.0,0.01423849704309574,0.02849665485642768
LDX,1817726.0,3.0,,
IUSDT,0.028861,3.0,0.9956226683174679,0.02873466583031044
dUSDS,13.278220011923038,2.0,0.9993995316883172,13.270246861570325
finICX,11390.501129909673,2.0,0.27181006572523436,3096.0528607641045
IDOGE,9970.0,2.0,,
finUSDS,100.51342424802164,1.0,0.2264241481869466,22.75866646671148
ICX,,,0.2397,
