address,block_id,datetime,rewards
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,21370137,2020-07-14 06:59:28,118.280940590317925436
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,21133709,2020-07-08 18:08:07,78.48008056066351141
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,20944698,2020-07-04 08:04:57,101.700937959919255107
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,20741436,2020-06-29 13:56:05,214.845123726233686914
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,20298863,2020-06-19 05:35:31,209.503182398681300641
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,19883433,2020-06-09 12:24:31,353.957813321502358375
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,19409742,2020-05-29 10:08:08,704.385570863171904421
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,18743217,2020-05-13 20:12:20,448.517353289393011315
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,18403194,2020-05-05 21:25:38,461.083464246974503498
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,18059066,2020-04-27 20:09:13,174.063387240870462275
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,17916446,2020-04-24 12:01:19,179.907093325164452718
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,17783396,2020-04-21 09:19:28,172.233624573852153558
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,17662446,2020-04-18 12:59:15,229.336714503232653035
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,17498202,2020-04-14 16:41:51,343.056152834329837322
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,17243130,2020-04-08 17:49:06,283.089382659751341252
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,17018199,2020-04-03 11:40:16,756.79159446409310014
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,16297291,2020-03-17 14:44:50,135.267653136660568098
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,15922266,2020-03-08 20:14:03,20.811388888888888889
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,15620389,2020-03-01 18:57:09,10.28697634114691358
hx11434d1fce3edecf0e84a9c992a712f0cebf6992,15461557,2020-02-27 01:53:23,0.932274022436782407
