IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,163787.7438120761,1275.0,1.015755391222293,166368.28379325205
sICX,608366.107860376,1133.0,0.28843944695176194,175476.7836954428
FRMD,21791.904424842825,867.0,0.020087219441199244,437.73876622345864
GBET,184598.65898289633,332.0,0.004302891811128364,794.308058082782
BALN,165665.95222379605,325.0,0.1546945361781971,25627.617639779488
$unknown,14941.041005905512,227.0,,
CFT,401292.4467985493,168.0,0.005330316767284858,2139.015857755074
FIN,8401.427354683936,150.0,0.0790743644888966,664.3375288712639
CODE,557316.1849249467,142.0,,
BTCB,0.29197908715461784,105.0,,
OMM,1048556.1161531066,77.0,0.007331075215996632,7687.043755711726
ETH,5.366791357645318,75.0,518.6395535820884,2783.430273897378
IUSDC,3333.219995,59.0,1.0188949631001092,3396.201063810071
USDS,1786.0667020765059,51.0,1.0165283123442392,1815.5873703960717
CROWN,347502.49286002485,38.0,,
CLAW,9045906.024012938,16.0,,
TAP,79135.50267425191,15.0,0.0008676636113391298,68.66299603547877
VOID,11051.150529206836,10.0,,
NPT,726.375,8.0,,
XCROWN,19804.545273866595,7.0,,
METX,535165.8521014308,5.0,7.12307329847e-05,38.12025591356647
UP,0.24956495716952412,5.0,0.735579138856843,0.18357477628360347
IUSDT,0.658724,4.0,1.0165524799009278,0.6696275157702587
BUSD,3.0,2.0,1.015755391222293,3.0472661736668787
finICX,398.7984597468559,2.0,0.28843944695176194,115.0292071745976
IDOGE,2600.0,1.0,,
SEED,154.699182,1.0,0.00067304629666428,0.10411971154209346
ICX,,,0.2476,
