IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9945.0,784316.2247974531,85045.18650313921,915.0,0.9707969857331289,82561.61070835932
BST,362.0,583.137879327287,241.814581184091,689.0,1.0654206926488432,257.63425857774416
sICX,12135.0,828025.215421157,289746.3494923338,666.0,0.326947013009295,94731.7034968658
FRMD,943.0,15796.094979869691,25964.408949401644,624.0,0.009573757029910493,248.5769427068049
$unknown,,,875.3753107501303,231.0,,
GBET,2905.0,7917.974499990021,85587.0,164.0,0.0032316376700138867,276.58617326347854
BALN,16432.0,255657.928259793,199785.05981908637,141.0,0.08945139838486826,17871.052977221832
CODE,252.0,8.464722561005075,556022.4034353604,119.0,7.806433977121555e-06,4.340552182218587
BTCB,159.0,16735.91712023795,0.1066226119054774,100.0,42876.372057483524,4571.590777799921
USDS,5449.0,5409.6164731188655,1138.6881296189651,82.0,0.8430276087248454,959.945530996043
FIN,2268.0,10117.243911500122,36025.236488196686,79.0,0.057442807369099284,2069.390720017729
CROWN,1250.0,12317.263408185188,37899.97887406012,68.0,0.0038079560548805445,144.32145403332197
CFT,19419.0,56167.150649479285,909113.5641463909,58.0,0.003437371684567826,3124.9612234533397
ETH,145.0,3775.0252532712198,1.698398320462284,45.0,2471.3211911730436,4197.287760411148
IUSDC,5603.0,41243.546403103384,226.48275800000002,42.0,1.0271245088866978,232.62599158205484
OMM,13902.0,21225.011489091925,129883.89383267413,35.0,0.0030772650286245463,399.6871642728715
VOID,158.0,584.4175983050956,3389.047440524712,9.0,0.014372704434324816,48.709777176566696
IAM,4065.0,12.70627381815315,620.3365059435483,8.0,0.0174587174733813,10.830279795692931
sARCH,6.0,3.0165991402205563,0.06349847535284997,5.0,0.15878592079339302,0.010082663877878853
oIUSDC,5603.0,41243.546403103384,4.334138,4.0,1.0271245088866978,4.451699364697175
oUSDS,5449.0,5409.6164731188655,1.8640820116890044,4.0,0.8430276087248454,1.5714726007811808
XCROWN,1250.0,12317.263408185188,8432.10828510949,3.0,0.0038079560548805445,32.10909779969109
finMICX,12135.0,828025.215421157,0.0018324276308332,2.0,0.326947013009295,0.000599106740456614
dUSDS,5449.0,5409.6164731188655,124.71749580102414,2.0,0.8430276087248454,105.14029225128833
dICX,12135.0,828025.215421157,1.0333531554202378,2.0,0.326947013009295,0.33785172754837656
IUSDT,3481.0,21.918854307666702,0.351968,2.0,0.7961953010725382,0.28023526772789914
NPT,465.0,0.980114880550493,48.75,1.0,0.00018892052015134122,0.009209875357377884
ICX,,,,,0.2661,
