week,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2020-38,hx0f16f2e17ded0a63c9651643cdfdbb609ffda2a2,2019.9360000000004,100,10,9.5978,61.4844,20.244149999999998,20.199360000000002,0.47515%,3.04388%,1.00222%,1.00000%
2020-38,hxb0d886f01ca2697ce9961232a754bb3923142128,15806.84120000001,100,10,39.630399999999966,255.08670000000006,157.7947,158.0684120000001,0.25072%,1.61377%,0.99827%,1.00000%
2020-38,hx6bbfa9feb27746616afecef44b78dcf97566dd24,1649.0646000000013,100,10,16.49059999999986,16.4908,16.4906,16.490646000000012,1.00000%,1.00001%,1.00000%,1.00000%
2020-38,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,53522.8174,47,4,333.3297,8685.4724,419.8426,1138.7833489361701,0.62278%,16.22761%,0.78442%,2.12766%
2020-38,hxc35919c430476b095652bc91056ba1baf0420f9e,4656.6,39,3,0.0,119.4000000000001,119.39999999999999,86.23333333333333,0.00000%,2.56410%,2.56410%,1.85185%
2020-38,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,240063.2381,34,3,2153.4006,10070.255799999999,7212.39985,7060.6834735294115,0.89701%,4.19483%,3.00437%,2.94118%
2020-38,hx463b1ee3016d7244516413acc69de2f1cdb268fd,5355.7545,33,3,123.99109999999999,266.9233,160.24020000000002,162.29559090909092,2.31510%,4.98386%,2.99193%,3.03030%
2020-38,hxd2b801100a49fb8cdca2df399e14f06b96acafa8,6029.3573,31,3,60.3395,809.1919,120.6791,194.49539677419355,1.00076%,13.42086%,2.00153%,3.22581%
2020-38,hx4238c8c7ff1d53d4f91c9b5460d1ac037f642da4,46418.0553,28,2,1379.652799999999,1933.9939,1666.5264000000002,1657.7876892857144,2.97223%,4.16647%,3.59025%,3.57143%
2020-38,hxf159b2029f3d6e8823157033ada47b76e8903a4f,615.5055164379517,25,2,1.371961950484824,64.93149732357978,20.76282793422435,24.620220657518065,0.22290%,10.54930%,3.37330%,4.00000%
2020-38,hx1ef3d6019d3f815e2cfb53dd52fa9a38975c9da0,678.0,24,2,28.249999999999993,28.25,28.249999999999996,28.25,4.16667%,4.16667%,4.16667%,4.16667%
2020-38,hx4c9cc8daac26a7547d378fc9d1960bd9e3187870,478.04330000000004,23,2,6.2176,86.089,20.0,20.784491304347828,1.30064%,18.00862%,4.18372%,4.34783%
2020-38,hxee4ed659a48922c4f5dbe97ab3fcdc35a7010924,9823.564999999997,23,2,196.18959999999998,810.0657,392.2957,427.1115217391303,1.99713%,8.24615%,3.99341%,4.34783%
2020-38,hx171a92e51f8f199d509c61699897bdc93f265761,2529.044,23,2,50.5808,379.3566,75.8713,109.95843478260869,2.00000%,15.00000%,3.00000%,4.34783%
2020-38,hx2e48a07fc66eb6de9cebb40d6fc3b6407174b92e,1017.9877,22,2,45.9877,49.0,46.0,46.27216818181818,4.51751%,4.81342%,4.51872%,4.54545%
2020-38,hxb50bf047dfdce1e3b21ee7cde229a99a29e3569d,37280.0785,22,2,0.0,3728.0078,1864.0039,1553.3366041666668,0.00000%,10.00000%,5.00000%,4.16667%
2020-38,hx9a50175b8990abf883182baf0a97bf28191d6435,25131.397399999998,21,2,503.3545999999999,2017.8633,1010.4797000000001,1196.7332095238094,2.00289%,8.02925%,4.02079%,4.76190%
2020-38,hx284251e89505004dc28771575fd2199281cd3b35,21406.773400000002,21,2,411.2316999999996,2998.8331,423.22450000000003,1019.370161904762,1.92104%,14.00880%,1.97706%,4.76190%
2020-38,hx3c117f6c88806a9a37f5602ab884568d71138239,8664.3614,21,2,350.8427,524.2645000000001,350.8427,412.5886380952381,4.04926%,6.05082%,4.04926%,4.76190%
2020-38,hx7fb6c93dc1f87902b23921b985f57988383846a5,1685.2985,20,2,73.94890000000001,99.4239,82.5226,84.264925,4.38788%,5.89948%,4.89662%,5.00000%
2020-38,hxac10537896b44850e68db5d5ef50d57af82953da,2705.2093,20,2,20.0,300.0,100.0,135.260465,0.73931%,11.08971%,3.69657%,5.00000%
2020-38,hx7f02efbae58798bb1c5b42c16aa85fbbc4c8db41,10347.448400000001,20,2,500.0,847.4484000000001,500.0,517.37242,4.83211%,8.18993%,4.83211%,5.00000%
2020-38,hx857353391e454d7fc60f4879224aade697602877,335.15999999999997,20,2,6.7032,23.4613,16.758,16.758,2.00000%,7.00003%,5.00000%,5.00000%
2020-38,hx99e3d951340ad78f48437eae250cb05f9f4d0284,21617.237999999998,20,2,0.0,2646.6874999999995,433.7619,1029.3922857142857,0.00000%,12.24341%,2.00656%,4.76190%
2020-38,hx6df7bc87eb3a0a7c38ec7edca32d82a3595071d9,1243.3976000000002,20,2,0.0,394.9413,44.6556,59.20940952380953,0.00000%,31.76307%,3.59142%,4.76190%
2020-38,hx44f4a5faccae3e1a109e95c896c13ae234d4d145,2192.7943000000005,20,2,6.5012,542.8826,82.55879999999999,109.63971500000002,0.29648%,24.75757%,3.76500%,5.00000%
2020-38,hxc9838544da5b94cbf33fa4155bcd246d3059a5ac,2885.5668,20,2,115.4226,519.4022,115.4227,144.27834000000001,4.00000%,18.00001%,4.00000%,5.00000%
2020-38,hx6017e7e70f316db3dc5eeeb955fc9fe9713a4bb2,6541.670699999999,20,2,320.0,330.0,330.0,327.0835349999999,4.89172%,5.04458%,5.04458%,5.00000%
2020-38,hxe46fa4aa6d20d1ee400654fd5f328632ed319f0b,465.94500000000005,20,2,8.4001,51.33820000000001,16.0539,23.297250000000002,1.80281%,11.01808%,3.44545%,5.00000%
2020-38,hxe67b818b6ab2967afc6ede848658c66802b8ab9c,460.0,20,2,23.0,23.0,23.0,23.0,5.00000%,5.00000%,5.00000%,5.00000%
2020-38,hxf0fa3e948b05eca500400a88c13808d0797e4850,23221.9206,20,2,4.0,21590.9206,50.0,1161.0960300000002,0.01723%,92.97646%,0.21531%,5.00000%
2020-38,hxc6bdf332de359c46f3bedbb1776ce0f8ce78a1b6,793871.6575,19,1,0.0,55718.623100000004,49325.0712,34516.15902173913,0.00000%,7.01859%,6.21323%,4.34783%
2020-38,hxaa60ebb314e4002f369cb07465712faa91ac112b,10185.759700000002,19,1,308.7678,1202.3863000000001,428.1903,536.0926157894738,3.03137%,11.80458%,4.20381%,5.26316%
2020-38,hx81f933da3f0ef5fe89887e06cb3b2f80aba4010b,5295.977,18,1,200.0,500.0,300.0,294.22094444444446,3.77645%,9.44113%,5.66468%,5.55556%
2020-38,hx5d8f854d72bb8ff9f3f8425f7cd035924b4dedde,18.999999999,18,1,1.0555555554999998,1.0555555555000007,1.0555555555,1.0555555555,5.55556%,5.55556%,5.55556%,5.55556%
2020-38,hx85c203bb27226345baffa75c0d3ef6d0a3132e6b,156275.1699,18,1,1399.2755999999977,26921.625099999997,5676.27905,8681.953883333334,0.89539%,17.22707%,3.63223%,5.55556%
2020-38,hx6c6cbea1f364be1be5a56f9d5b5675a3f9828366,10057.7652,18,1,2.0,2030.5377,500.38385000000005,558.7647333333333,0.01989%,20.18876%,4.97510%,5.55556%
2020-38,hx26907c177186f27613f85431237f3d68cf303528,40936.3254,18,1,1474.4764,3697.2509,2364.66005,2274.2403,3.60188%,9.03171%,5.77643%,5.55556%
2020-38,hx1cd1e371a8f885f68799aa837e287c5c442e9adb,44882.76689999999,18,1,200.0,9221.8106,2222.0705000000003,2493.4870499999993,0.44561%,20.54644%,4.95083%,5.55556%
2020-38,hx179358d62f45c8327fab772dfc3bf08b8d5c1259,1227.5342000000003,18,1,24.3919,126.7698,61.01734999999999,68.19634444444446,1.98706%,10.32719%,4.97073%,5.55556%
2020-38,hx1be8a72295d2a3d802c5dddc153477dafdf966c0,62.308146266033376,18,1,0.4341228560543908,10.682292025518196,1.8420046144680757,3.4615636814462984,0.69674%,17.14429%,2.95628%,5.55556%
2020-38,hx13c863c2f8839574d795c3c6cce1aab0bd4fcae4,101577.5162,17,1,608.5790999999999,16549.084,4772.5541,5975.148011764706,0.59913%,16.29207%,4.69844%,5.88235%
2020-38,hx5203a1c4db4ce125e32d81205a8bff763ff579f1,74337.56756130344,16,1,331.1250163557178,15235.904111088486,3825.9612691723705,4646.097972581465,0.44543%,20.49556%,5.14674%,6.25000%
2020-38,hx1c9c39cc6ab3efd31048ea115119122fbc1d65a5,56.23400000000001,16,1,1.1283,5.7935,3.2239500000000003,3.5146250000000006,2.00644%,10.30249%,5.73310%,6.25000%
2020-38,hxdd3e1988cb579476efba6206819f7cd6af43f38d,62634.9039,15,1,4000.0,5000.0,4000.0,4175.66026,6.38622%,7.98277%,6.38622%,6.66667%
2020-38,hx602d61e653c7bc72581e076ede13a18f5ab2f1b0,13155.135300000002,15,1,102.16489999999999,2370.6985,786.4944,877.0090200000001,0.77662%,18.02109%,5.97861%,6.66667%
2020-38,hx91449e6edfd99af685c9c376024db63fca65e236,10202.700199999997,15,1,138.9139,7691.4551,177.7800999999996,680.1800133333331,1.36154%,75.38647%,1.74248%,6.66667%
2020-38,hx9624f97052215bc50da22b8b0c3d68ddf9acfe34,59617.7186,15,1,3577.4123000000004,4260.1058,4159.541300000001,3974.5145733333334,6.00059%,7.14570%,6.97702%,6.66667%
2020-38,hx250858a62cd9fec535459cd61ca7b1d89984c8a9,537.1549,15,1,4.178999999999999,50.0,50.0,35.81032666666667,0.77799%,9.30830%,9.30830%,6.66667%
2020-38,hxa4223229cf2bacc2fbb861563bb6e2b9cbc56a3e,18860.141599999995,15,1,199.9707000000001,15056.856099999999,278.6524999999999,1257.342773333333,1.06028%,79.83427%,1.47747%,6.66667%
2020-38,hx86224a68a3a332e7f334efa0fe8bd13bbac28d70,6920.181100000001,15,1,333.0958,519.9188,519.9186,461.3454066666667,4.81340%,7.51308%,7.51308%,6.66667%
2020-38,hx8816f9995eb3bba5c93a9f954f36e816b9f1df8f,1294.1159000000002,15,1,5.3816,257.4011,53.534,86.27439333333335,0.41585%,19.89011%,4.13672%,6.66667%
2020-38,hxbcdd18151cbe679fe638e073e4b8aa3d963f9995,10815.9479,14,1,9.0606,1300.7341999999983,1034.18665,772.5677071428571,0.08377%,12.02608%,9.56168%,7.14286%
2020-38,hxb163cdee7a21a16177b9a1b150fc66717320a934,106498.0,14,1,4442.0,20006.0,6320.26585,7607.0,4.17097%,18.78533%,5.93463%,7.14286%
2020-38,hx82a8319354bbdf73087c60a019563c980061f592,30104.204100000006,14,1,825.0978,5152.664100000001,1898.78015,2150.300292857143,2.74081%,17.11609%,6.30736%,7.14286%
2020-38,hx53c974aa02514313dc3e5371d3703051e4825f3b,86300.0923,14,1,1300.0923,10000.000000000002,6250.0,6164.292307142858,1.50648%,11.58747%,7.24217%,7.14286%
2020-38,hxd8586c788a27ae85153bd4f3dbd7dd18e61e4994,4431.0031,14,1,20.5475,835.1339,350.64885000000004,316.5002214285714,0.46372%,18.84751%,7.91353%,7.14286%
2020-38,hxe3dd8785da38941b2d6893b027502a586be5edb1,694.3269,14,1,27.7731,118.0355,45.131299999999996,49.59477857142857,4.00000%,16.99999%,6.50001%,7.14286%
2020-38,hx8e1c9e9a72d54632fb8769bbd9417d1af1be079b,9165.6515,14,1,248.9274,998.8518,656.9276999999998,654.6893928571428,2.71587%,10.89777%,7.16728%,7.14286%
2020-38,hx5b038a80b468ed9b581f666bbcd01316f4782ba3,15720.7036,14,1,396.3133,1601.4508,1269.3025499999999,1122.9074,2.52096%,10.18689%,8.07408%,7.14286%
2020-38,hx5949b6be475b9d1417b1330ad55e9308d5e05bfb,11726.766500000002,14,1,582.9703,1399.1292,641.2674,837.6261785714287,4.97128%,11.93107%,5.46841%,7.14286%
2020-38,hxc884dc0d06b9ede780f563eef6f0a788e831489e,380957.6784918663,14,1,743.4886,57826.10024600222,28698.552793883166,27211.26274941902,0.19516%,15.17914%,7.53327%,7.14286%
2020-38,hxfdb805565bde3986d4ef2ef22ddf1094e4019796,79820.32100000001,14,1,404.6984,7941.5622,5956.17165,5701.451500000001,0.50701%,9.94930%,7.46197%,7.14286%
2020-38,hx23957e7cfd6ad721f240e7fbb395e0d765fb9b36,6870.496999999999,14,1,17.647,1516.8606,457.21315000000004,490.7497857142857,0.25685%,22.07789%,6.65473%,7.14286%
2020-38,hx17de469300d89a6c725084947f753589ca621e87,139670.22389999998,14,1,3214.0501,15320.808799999999,9141.38515,9976.444564285714,2.30117%,10.96927%,6.54498%,7.14286%
2020-38,hx1f8527706896d332d6c8437dff1c51590c72efa7,25034.9253,14,1,601.8645,4000.678,1875.2125,1788.20895,2.40410%,15.98039%,7.49039%,7.14286%
2020-38,hx4816f2d7e86cb5b5d39c6cba12ea549ba2586f00,128338.34259999999,14,1,8163.5226,10196.5815,9253.2459,9167.02447142857,6.36094%,7.94508%,7.21004%,7.14286%
2020-38,hx237f51a6f432458553cc22e5a2b82628aa2c31ab,2420.1577113426024,14,1,100.7238588871643,1009.4043628087019,107.41254875873962,172.86840795304303,4.16187%,41.70821%,4.43825%,7.14286%
2020-38,hx27e593c2c8ff3c162da0c27af2391df2778ce25a,30067.938000000002,14,1,1083.2160000000001,3230.7929,2082.48145,2147.7098571428573,3.60256%,10.74498%,6.92592%,7.14286%
2020-38,hxc1977e22673937ab9ec1c7d48a8d5750f2cde1dc,1430000.0000000002,13,1,25000.0,180000.0,125000.0,110000.00000000001,1.74825%,12.58741%,8.74126%,7.69231%
2020-38,hx1817d865895f7c394891ab0ac15ed3cdb781611d,3429.999999999999,13,1,127.61764062368157,375.05101605876484,283.15327125929326,263.84615384615375,3.72063%,10.93443%,8.25520%,7.69231%
2020-38,hxd7d77e696b745549ff6d904e948dcf4930c7fd76,10923.0,13,1,634.8823529411,1276.7647058834991,809.0,840.2307692307693,5.81234%,11.68877%,7.40639%,7.69231%
2020-38,hxd65454fc832f4257d9a786e41222ed03ae05edc1,2023.1207946286,13,1,105.99050199202529,393.0520838268712,134.833964135194,155.6246765098923,5.23896%,19.42801%,6.66465%,7.69231%
2020-38,hx7616d8e5a76ac50c883393bd158df54578b61e73,23777.0,13,1,100.0,4000.0,2000.0,1829.0,0.42057%,16.82298%,8.41149%,7.69231%
2020-38,hx1858bb7d884b5a6a74ceaa63eca015ce184bc726,3183.5524499692224,13,1,19.8278,814.7835743907547,109.00000000000001,244.88864999763248,0.62282%,25.59353%,3.42385%,7.69231%
2020-38,hx2835a19c583698904afd1c77d99112a5b840e032,4270.6171,13,1,299.1238,341.963,341.5055,328.5090076923077,7.00423%,8.00734%,7.99663%,7.69231%
2020-38,hxce773241e990107283650688785b259ce7afc91a,127544.50039999999,13,1,7544.500399999999,10000.0,10000.0,9811.115415384615,5.91519%,7.84040%,7.84040%,7.69231%
2020-38,hx261bef2e1e9abac57941b8f45541afa25a9eacbb,411.4071,13,1,30.0,51.40710000000001,30.0,31.646700000000003,7.29205%,12.49543%,7.29205%,7.69231%
2020-38,hx864c5eec5eccb203772a322cd711ae7f5c8dec77,9132.230099999999,13,1,9.7193,1052.2355000000002,819.4852999999999,702.4792384615383,0.10643%,11.52222%,8.97355%,7.69231%
2020-38,hxf7680b84aed887350194c26bd98996312020379f,50144.9999999988,13,1,3857.3076923075987,3857.3076923076005,3857.3076923076,3857.3076923076,7.69231%,7.69231%,7.69231%,7.69231%
2020-38,hx58b45678ec9a9087293617d95bc3f69e5b036f59,6809.6665,13,1,330.6422,685.4052,519.4871,523.8205,4.85548%,10.06518%,7.62867%,7.69231%
2020-38,hx6b91200ebf1df682e2ebeb0279b1bdb611d66257,1559.0,13,1,9.9,247.5,89.1,119.92307692307692,0.63502%,15.87556%,5.71520%,7.69231%
2020-38,hx6654384862ba2431c12575fd98e02a1ebe500d31,18469.9168,13,1,41.2648,3805.1473,1462.7254,1420.7628307692307,0.22342%,20.60186%,7.91950%,7.69231%
2020-38,hxb28391ccbbe4922c14614f844059d229c27a4809,885.9932999999999,13,1,0.0,132.4984,28.412999999999997,55.37458124999999,0.00000%,14.95479%,3.20691%,6.25000%
2020-38,hxc503ebb5a1d72d511e8924e9023437c82fee95b2,374000.0,13,1,11500.000000000004,50000.0,25000.0,28769.23076923077,3.07487%,13.36898%,6.68449%,7.69231%
2020-38,hxb819787d46162459576827b474cf816f16d69966,33297.8537,13,1,1664.0008,4992.0027,2329.6011,2561.3733615384617,4.99732%,14.99197%,6.99625%,7.69231%
2020-38,hxc54f2d3584b149ece803993969c73fb31bde304e,5237.5686,12,1,7.6753,4999.98,17.63595,436.46405,0.14654%,95.46376%,0.33672%,8.33333%
2020-38,hxc071ae3c92882a051ab328042e12a666419fe58a,131764.3255,12,1,5038.4007,20817.571299999996,9311.9257,10980.360458333334,3.82380%,15.79910%,7.06711%,8.33333%
2020-38,hxdeb908625fcab32473b9ab4798fb140bdd290324,853.9134,12,1,50.0,203.9134,50.0,71.15945,5.85539%,23.87987%,5.85539%,8.33333%
2020-38,hxb106e5baab67f48c06149832a0a4baee97c9362a,11200.0,12,1,121.56410000000005,2000.0,1050.3485,933.3333333333334,1.08539%,17.85714%,9.37811%,8.33333%
2020-38,hx303aaec9df00dccdca686c9730f7d08453a3025b,181.91059928934777,12,1,4.3525000665571,33.48077118056981,12.154732708668387,15.159216607445648,2.39266%,18.40507%,6.68171%,8.33333%
2020-38,hx9824d726914f87720e579332e0baa24ee1543277,21258.088900000002,12,1,919.1226000000001,3175.2929999999997,1630.1156500000002,1771.5074083333336,4.32364%,14.93687%,7.66821%,8.33333%
2020-38,hx5431f4aa69a654d2d355b4cac7fa1e65865fb1a1,507.3680999999999,12,1,20.3052,76.1154,40.5055,42.280674999999995,4.00206%,15.00201%,7.98345%,8.33333%
2020-38,hx9cc63536e92722dab4c1f8cf146348d76d08acab,26284.4522,12,1,999.9999999999997,4526.2958,2275.2171500000004,2190.3710166666665,3.80453%,17.22043%,8.65613%,8.33333%
2020-38,hxcaf3a1285478520ad520d34d470aed54d49c4774,13392.445899999999,12,1,545.5866,3338.438,956.2682,1116.0371583333333,4.07384%,24.92777%,7.14036%,8.33333%
2020-38,hx36dd546d61fbc6ac7f7b1af2f7b4776eacb0b326,44062.207599999994,12,1,669.7615000000001,9249.046799999996,3012.0251,3671.850633333333,1.52004%,20.99088%,6.83585%,8.33333%
2020-38,hxb38c61724a537235f9ce7b2fa1e498ce6b0bd0f9,18382.147124199073,12,1,256.3724964139816,2959.6704999999993,1807.3246,1531.845593683256,1.39468%,16.10079%,9.83196%,8.33333%
2020-38,hx01aebdc1ef632abc8f6084bd9e2f85304a832cd2,34096.0907,12,1,0.0,3000.000000000004,3000.0,2622.7762076923077,0.00000%,8.79866%,8.79866%,7.69231%
2020-38,hx5e2908097689627b16532de3047fc61bc8ee726c,104332.7197,12,1,840.2307,11145.719899999998,9363.723849999998,8694.393308333334,0.80534%,10.68286%,8.97487%,8.33333%
2020-38,hx460ece412e413fb9a91b80375289153c67b1c41c,8106.410800000001,12,1,346.9088,2064.8396000000007,510.36564999999996,675.5342333333334,4.27944%,25.47169%,6.29583%,8.33333%
2020-38,hx7849e4405707a7ed86a3d24f8ff4cf45cde3587d,31227.388654802384,12,1,513.3023323575981,5743.860867656126,2370.3854975162126,2602.2823879001985,1.64376%,18.39366%,7.59073%,8.33333%
2020-38,hx752ccc6833a07103a76be0cbf434095bc0244759,2382.4345000000003,12,1,114.89380000000001,253.5609,207.82864999999998,198.53620833333335,4.82254%,10.64293%,8.72337%,8.33333%
2020-38,hx62471b4843bea5f543c9895220b8ba99e1c24846,10515.360413245251,12,1,178.06656681303116,2016.3044781077197,726.1205400236421,876.2800344371043,1.69339%,19.17485%,6.90533%,8.33333%
2020-38,hx60f200b8f2855d176ce080f19ec435da821c200c,23257.6935,12,1,1156.2,4699.3568000000005,1503.06,1938.141125,4.97126%,20.20560%,6.46264%,8.33333%
2020-38,hx6e0a36493b252832790bcb9517fefc691a9840c3,7485.597599999999,12,1,3.9261,1957.9279,465.22900000000004,623.7997999999999,0.05245%,26.15593%,6.21499%,8.33333%
