IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,3295254.575904943,3686.0,1.026910568578563,3383931.750153657
sICX,4262049.49086298,3459.0,0.8229856377121609,3507605.51819866
GBET,1458556.0733486344,2201.0,0.1549028289647365,225934.4619654012
BALN,408483.49593009497,2052.0,0.6787056256170411,277240.0466594712
FIN,30808.851654745537,1707.0,9.156728764539281,282108.29814943206
OMM,2144363.221410642,1119.0,0.08962966585723252,192198.55901157454
METX,369866.891998643,895.0,0.001412472763201416,522.426910958043
IUSDC,540634.285624,515.0,1.0043373045751383,542979.1811845136
CFT,2640285.3442943553,453.0,0.13724941870040444,362377.62870759744
USDS,499157.7304396114,383.0,1.0075202053441508,502911.4990716376
obnUSD,576593.730991706,157.0,1.026910568578563,592110.1961315279
oICX,256015.91090481784,124.0,0.8229856377121609,210697.4177004613
TAP,4353570.254353095,115.0,0.0021073116874508555,9174.32947913667
UP,1851.5048574216971,87.0,3.93688405873474,7289.159957853417
oOMM,32884.99227501238,69.0,0.08962966585723252,2947.4708693270322
oIUSDC,127868.40533000001,53.0,1.0043373045751383,128423.00954945345
finICX,579302.0724448636,52.0,9.156728764539281,5304511.950113101
dbnUSD,99474.70808886038,31.0,1.026910568578563,102151.62904271821
oUSDS,125368.08943796813,28.0,1.0075202053441508,126310.8832141455
IUSDT,31706.922315000003,24.0,0.973621052111583,30870.527063550533
dUSDS,3241.3119751182076,11.0,1.0075202053441508,3265.687306755551
dBALN,679.3181978779686,10.0,0.6787056256170411,461.05708248380756
LDX,800.0,6.0,,
oBALN,123.24851072648265,4.0,0.6787056256170411,83.649457578986
HGC,140000.0,3.0,,
MRS,3956.0,2.0,,
LEND5,271.14,2.0,,
IAM,39.21066329946997,2.0,,
dIUSDC,233.347115,2.0,1.0043373045751383,234.35921250948482
ICX,,,0.7625421,
