IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,46407.585252520985,1381.0,0.013987030825177256,649.1043254490525
sICX,1456192.5232760794,1350.0,0.22275388391273002,324372.5402844252
bnUSD,271798.1104404988,1344.0,1.0172110334826476,276476.0368198106
GBET,301554.18039912556,620.0,0.005193385779640612,1566.0871922759984
BALN,368686.7102646528,317.0,0.13148428890467373,48476.509927751344
OMM,1310205.2012597774,275.0,0.007047700537962437,9233.933901759716
$unknown,27942.486496292466,227.0,,
CFT,2349341.763096078,220.0,0.005546505179560726,13030.636257570723
CODE,705223.8260577501,152.0,,
IUSDC,9813.462837,126.0,1.0202082128984904,10011.775383281518
FIN,9140.50189827793,124.0,0.08112541650761532,741.5270235864455
CROWN,140637.88003514268,98.0,,
USDS,12890.529753517601,91.0,1.0039105546387703,12940.938874441426
BTCB,1.2864080582601856,52.0,,
oICX,135968.99072215575,45.0,0.22275388391273002,30287.620775054147
obnUSD,11821.97015259369,39.0,1.0172110334826476,12025.438476720841
NPT,68.25,32.0,,
ETH,1.2920386556650298,25.0,403.2234009069145,520.9802208404511
UP,2.59353334180191,24.0,0.5718860429319156,1.4832055200550818
oIUSDC,1271.668846,22.0,1.0202082128984904,1297.3670007763455
TAP,237504.46810603165,22.0,0.0006745769191550181,160.2150323805181
METX,7913600.1986657735,18.0,7.1738752310044e-05,567.7118045327989
oOMM,16712.402569588507,18.0,0.007047700537962437,117.78400858033373
VOID,3416.215211221214,17.0,,
oUSDS,41.05452833145067,11.0,1.0039105546387703,41.21507430765975
IAM,105.13390498826072,10.0,0.011491620194029111,1.2081589056402349
XCROWN,4199.7926625753535,10.0,,
dICX,8270.767340212731,9.0,0.22275388391273002,1842.3455479709455
dbnUSD,809.6711368444005,7.0,1.0172110334826476,823.6064138905629
USDC,1320.0,3.0,1.0202082128984904,1346.6748410260072
oBALN,1260.6029135517765,3.0,0.13148428890467373,165.74947767951522
dIUSDC,83.02447599999999,3.0,1.0202082128984904,84.7022522867936
dUSDS,9.025288015350792,2.0,1.0039105546387703,9.060581897265461
IUSDT,50.259515,1.0,1.0228943687145418,51.41017486782404
uMETX,25.929323263801628,1.0,7.1738752310044e-05,0.0018601372991889267
uTAP,7.365667189698726,1.0,0.0006745769191550181,0.004968709080348167
ICX,,,0.1925,
