IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10014.0,1228963.0140532455,515091.80927219783,1601.0,1.0098763641084474,520179.043529849
sICX,12183.0,1309960.9118147837,1390718.1617832622,1101.0,0.41050457049295463,570896.1616795894
BST,420.0,12.41679004285998,4393.919954108735,728.0,1.2104121137737776,5318.453939405533
FRMD,968.0,22639.60003227632,47963.24194439681,539.0,0.011481996567839171,550.7137793880039
$unknown,,,39240.34328128237,363.0,,
BALN,16518.0,438267.1628906941,165460.51798155156,212.0,0.3211158967631797,53132.00261054615
CFT,19448.0,56216.47899025016,231528.1102000169,176.0,0.004213978732811304,975.6545324308631
GBET,2914.0,6239.512725481865,119581.31424353959,159.0,0.0022588551776259454,270.1168708263346
CROWN,1280.0,9604.635999478643,47703.05115589134,127.0,0.003136040313873429,149.59869151964173
CODE,256.0,1.7284546176393447,555554.0,107.0,1.1838342961430042e-05,6.576838785594306
FIN,2278.0,6826.377041968406,9069.957438791687,82.0,0.028999736400028328,263.02637488443503
OMM,13915.0,21253.02141165628,1287672.282533167,75.0,0.005376960498934455,6923.762998753606
sARCH,97.0,67876.51855033851,180774.9865021995,68.0,0.20910664387320263,37801.25072369844
IUSDC,5611.0,25000.26538993072,1905.550047,64.0,0.6556469331708883,1249.368044319192
USDS,5455.0,3015.4496296902958,2034.6242056636756,61.0,0.3791775384325336,771.4837979388016
BTCB,163.0,12726.768009230098,0.018823970797182392,43.0,68103.16528357916,1281.97199449378
NPT,466.0,0.6408477517044029,67.275,31.0,7.794303680648966e-05,0.005243617801156592
ETH,161.0,3119.2669809687877,0.34267077150005115,12.0,3821.6661074445974,1309.5732734536375
METX,11420.0,1068.2214837214183,1115138.6202958561,8.0,5.480772182808849e-05,61.118207300933676
archUSDC,18.0,11.105467602921497,26147.137593,7.0,1.006857527281989,26326.442302389918
VOID,160.0,832.101514688143,2602.212767891284,7.0,0.024815170998826245,64.57435481055116
oICX,12183.0,1309960.9118147837,22.862136175244775,6.0,0.41050457049295463,9.385011391170297
XCROWN,1280.0,9604.635999478643,5221.436540395816,5.0,0.003136040313873429,16.374635487013087
obnUSD,10014.0,1228963.0140532455,3150.4875348503206,4.0,1.0098763641084474,3181.6028968636274
dICX,12183.0,1309960.9118147837,3.7942430105467495,2.0,0.41050457049295463,1.5575540973903885
dIUSDC,5611.0,25000.26538993072,0.701039,2.0,0.6556469331708883,0.4596340703831863
hyTB,6.0,0.10147971702644026,24788.0,2.0,1.0098763641084474,25032.815313520194
oIUSDC,5611.0,25000.26538993072,0.644648,2.0,0.6556469331708883,0.4226614841747468
oOMM,13915.0,21253.02141165628,2769.9417226047176,2.0,0.005376960498934455,14.893867226796026
oUSDS,5455.0,3015.4496296902958,0.322604938111098,2.0,0.3791775384325336,0.122324546319146
finICX,12183.0,1309960.9118147837,1900.8234843145929,1.0,0.41050457049295463,780.2967280114834
finMICX,12183.0,1309960.9118147837,1e-05,1.0,0.41050457049295463,4.105045704929547e-06
ICX,,,,,0.3288285,
