Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"247,743,909","560,600,026","851,746,973","6,560,033","323,037,457",37.93%,57.62%,34.83%
,,,,,,,
"218,524,883","559,312,799","850,750,123","6,570,185","321,586,619",37.80%,57.50%,36.33%
,,,,,,,
13.37%,0.23%,0.12%,-0.15%,0.45%,,,
