Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"715,187,313","628,259,945","889,484,654","4,273,513","392,741,540",44.15%,62.51%,40.63%
,,,,,,,
"1,653,997,213","620,543,410","887,652,088","3,569,422","390,845,417",44.03%,62.98%,40.45%
,,,,,,,
-56.76%,1.24%,0.21%,19.73%,0.49%,0.27%,-0.75%,0.44%
