Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"231,656,419","567,949,954","858,615,130","7,333,383","340,678,018",39.68%,59.98%,36.83%
,,,,,,,
"233,503,260","566,990,261","857,647,478","7,402,310","338,070,664",39.42%,59.63%,36.58%
,,,,,,,
,,,,,,,
-0.79%,0.17%,0.11%,-0.93%,0.77%,,,
