Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"271,364,546","564,850,839","855,819,039","6,998,314","335,868,376",39.25%,59.46%,36.34%
,,,,,,,
"264,791,695","563,858,189","854,820,735","6,666,641","333,146,453",38.97%,59.08%,35.93%
,,,,,,,
2.48%,0.18%,0.12%,4.98%,0.82%,,,
