Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"811,345,913 ","655,348,038 ","900,485,987 ","5,270,505 ","423,825,865 ",47.07%,64.67%,44.06%
,,,,,,,
"645,490,099 ","653,483,112 ","898,649,539 ","4,811,307 ","414,252,373 ",46.1%,63.39%,43.04%
,,,,,,,
25.69%,0.29%,0.20%,9.54%,2.31%,,,
