Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"227,158,932","568,909,982","859,583,041","7,460,381","341,819,601",39.77%,60.08%,36.93%
,,,,,,,
"231,656,419","567,949,954","858,615,130","7,333,383","340,678,018",39.68%,59.98%,36.83%
,,,,,,,
,,,,,,,
-1.94%,0.17%,0.11%,1.73%,0.34%,0.23%,0.17%,0.27%
