Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"349,285,910","562,860,692","853,815,508","6,737,680","325,240,121",38.09%,57.78%,35.02%
,,,,,,,
"379,178,622","561,936,783","852,888,618","6,608,895","322,459,004",37.81%,57.38%,34.72%
,,,,,,,
,,,,,,,
-7.88%,0.16%,0.11%,1.95%,0.86%,,,
