Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"236,427,045","575,473,412","867,299,062","6,526,770","349,184,919",40.26%,60.68%,37.66%
,,,,,,,
"206,200,134","573,432,250","865,399,442","6,605,584","350,529,720",40.50%,61.13%,38.10%
,,,,,,,
,,,,,,,
14.66%,0.36%,0.22%,-1.19%,-0.38%,,,
