Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"209,843,186","569,869,647","860,550,044","7,590,906","344,495,529",40.03%,60.45%,36.68%
,,,,,,,
,,,,,,,
"227,158,932","568,909,982","859,583,041","7,460,381","341,819,601",39.77%,60.08%,36.93%
,,,,,,,
-7.62%,0.17%,0.11%,1.75%,0.78%,,,
