Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"264,791,695","563,858,189","854,820,735","6,666,641","333,146,453",38.97%,59.08%,35.93%
,,,,,,,
"349,285,910","562,860,692","853,815,508","6,737,680","325,240,121",38.09%,57.78%,35.02%
,,,,,,,
-24.19%,0.18%,0.12%,-1.05%,2.43%,,,
