Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"233,503,260","566,990,261","857,647,478","7,402,310","338,070,664",39.42%,59.63%,36.58%
,,,,,,,
"262,742,218","565,827,087","856,682,869","7,270,198","337,179,917",39.36%,59.59%,36.53%
,,,,,,,
-11.13%,0.21%,0.11%,1.82%,0.26%,,,
