Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"346,720,406","582,391,049","872,812,159","6,872,726","345,878,914",39.63%,59.39%,36.67%
,,,,,,,
"263,768,900","579,517,899","870,968,761","7,033,272","352,741,351",40.50%,60.87%,37.95%
,,,,,,,
,,,,,,,
31.45%,0.50%,0.21%,-2.28%,-1.95%,,,
