date,Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
2021-05-08,1653997213,620543410,887652088,3569422,390845417,0.4403,0.6297999999999999,0.4045
2021-05-09,1603056182,625494128,887782267,3633440,383323098,0.4318,0.6128,0.3958
2021-05-10,1605245723,624122641,887913714,3635800,382771064,0.4311,0.6133,0.3951
2021-05-11,1556344177,622351465,888044875,3618764,383847705,0.4322,0.6168,0.39630000000000004
2021-05-12,1430583542,622483225,888176635,3694677,386420491,0.4351,0.6208,0.3994
2021-05-13,1273045857,622615554,888308964,3782505,387173206,0.4359,0.6218,0.40009999999999996
2021-05-14,1373438470,622747004,888440414,3807932,387816887,0.4365,0.6228,0.4007
2021-05-15,1239465969,622878884,888572294,3906710,388738510,0.4375,0.6241,0.4017
2021-05-16,1289717812,627770354,888703903,3996009,388642629,0.43729999999999997,0.6191,0.4011
2021-05-17,1129521188,627610944,888835633,4006127,389505232,0.4382,0.6206,0.4023
2021-05-18,1220127596,627740670,888965359,4074128,389770519,0.4385,0.6209,0.40270000000000006
2021-05-19,859053898,627867978,889092667,4091361,391051863,0.43979999999999997,0.6228,0.40399999999999997
2021-05-20,843725123,627997074,889221763,4173730,391422056,0.44020000000000004,0.6233,0.4045
2021-05-21,780477832,628161143,889385839,4214039,392444453,0.4413,0.6248,0.406
2021-05-22,715187313,628259945,889484654,4273513,392741540,0.4415,0.6251,0.40630000000000005
2021-05-23,560279457,627603317,889616143,4271319,389488149,0.4378,0.6206,0.40259999999999996
2021-05-24,696122476,624537799,889747682,3892550,389420856,0.43770000000000003,0.6235,0.40240000000000004
2021-05-25,694594124,623408087,889879661,3906721,389724867,0.43799999999999994,0.6252,0.40270000000000006
2021-05-26,798236340,621921431,890011757,3976895,391413176,0.43979999999999997,0.6294,0.4045
2021-05-27,790425773,621854185,890143724,4005770,391650614,0.44,0.6297999999999999,0.4047
2021-05-28,694312897,621985626,890275207,4093556,392494139,0.4409,0.631,0.40549999999999997
2021-05-29,610121896,622142053,890407135,4125360,392871576,0.4412,0.6315,0.406
2021-05-30,676776051,631955304,890538455,4213337,389315185,0.4372,0.616,0.4021
2021-05-31,693105771,630411595,890669791,4185057,390982590,0.439,0.6202000000000001,0.40380000000000005
2021-06-01,689394695,628534436,890801725,4215602,393125648,0.4413,0.6255,0.40619999999999995
2021-06-02,769035166,627931351,890932376,4216284,393006504,0.4411,0.6259,0.4061
2021-06-03,785215547,628062515,891063773,4282311,394090235,0.44229999999999997,0.6275,0.4072
2021-06-04,730734653,628193657,891194983,4295751,394612705,0.4428,0.6282,0.4077
2021-06-05,690051938,628357818,891359419,4402266,393906715,0.44189999999999996,0.6269,0.4069
2021-06-06,720286076,628456329,891458098,4409691,394119715,0.4421,0.6271,0.4071
2021-06-07,710004046,628587351,891589429,4478096,393657916,0.4415,0.6263000000000001,0.40659999999999996
2021-06-08,587640974,628192320,891720359,3950830,393885296,0.44170000000000004,0.627,0.40759999999999996
2021-06-09,658399430,628323077,891851238,3879242,399749153,0.4482,0.6362,0.41409999999999997
2021-06-10,629943320,628454311,891982472,3896849,399438390,0.44780000000000003,0.6356,0.41369999999999996
2021-06-11,575097067,628584153,892112610,3972047,399962136,0.4483,0.6363,0.4142
2021-06-12,568918425,628714710,892243290,3976590,400366117,0.4487,0.6368,0.4147
2021-06-13,571563164,628845523,892374267,4061633,400178604,0.4484,0.6364,0.4144
2021-06-14,610639493,628976418,892505227,4036716,400542886,0.44880000000000003,0.6368,0.41479999999999995
2021-06-15,712703621,629107590,892636399,4039070,400418997,0.4486,0.6365,0.41450000000000004
2021-06-16,649207247,634238977,892767786,4046145,400794828,0.4489,0.6319,0.41479999999999995
2021-06-17,694256175,634370071,892899183,4135893,401679912,0.4499,0.6332,0.4158
2021-06-18,628177492,634566915,893063325,4109046,402137572,0.45030000000000003,0.6336999999999999,0.41619999999999996
2021-06-19,635574271,634665118,893161794,4181109,401744537,0.4498,0.633,0.4158
2021-06-20,591763357,634763520,893292763,4225097,399717629,0.4475,0.6297,0.41340000000000005
2021-06-21,519852784,634237781,893422887,4270958,401266762,0.44909999999999994,0.6327,0.41509999999999997
2021-06-22,463473901,632171090,893553852,4295692,402712914,0.4507,0.637,0.41659999999999997
2021-06-23,488464873,632301707,893685206,4249697,402950716,0.4509,0.6373,0.4168
2021-06-24,510227685,632432866,893816494,4287901,403708843,0.4517,0.6383,0.4175
2021-06-25,457547323,632563775,893947553,4381435,403667240,0.45159999999999995,0.6381,0.4174
2021-06-26,443294756,632695557,894079393,4411936,404616296,0.4526,0.6395000000000001,0.4183
2021-06-27,446205043,640706342,894211110,4477632,401511449,0.449,0.6267,0.41479999999999995
2021-06-28,481529499,640305655,894342165,3956392,401849813,0.4493,0.6275999999999999,0.4152
2021-06-29,540243837,637861030,894473883,4033247,404819009,0.4526,0.6347,0.4183
2021-06-30,494710284,637689909,894603131,4028840,405317521,0.4531,0.6356,0.4189
2021-07-01,504612581,637573000,894734666,4056184,405530391,0.4532,0.6361,0.419
2021-07-02,512697129,637703417,894865385,4071683,406361563,0.45409999999999995,0.6372,0.41960000000000003
2021-07-03,529039171,637834831,894996890,4154724,405803141,0.4534,0.6362,0.4192
2021-07-04,544448309,637966101,895128347,4169084,406810198,0.4545,0.6377,0.4203
2021-07-05,528389689,638097603,895259848,4232234,407070853,0.4547,0.6379,0.42060000000000003
2021-07-06,557057895,638228746,895391060,4230481,407759386,0.45539999999999997,0.6389,0.42119999999999996
2021-07-07,606802953,638359806,895522261,4273324,408180473,0.4558,0.6394,0.4216
2021-07-08,629055795,638490551,895653348,4270271,408629987,0.4562,0.64,0.42200000000000004
2021-07-09,606088639,638619179,895782049,4276733,408058592,0.45549999999999996,0.639,0.4213
2021-07-10,591506525,638781945,895944967,4326039,408341225,0.4558,0.6392,0.4215
2021-07-11,586785330,638879597,896042687,4394684,408750062,0.4562,0.6397999999999999,0.4219
2021-07-12,577986295,638978327,896170828,4390466,409746637,0.4572,0.6413,0.4255
2021-07-13,555628685,638965174,896301705,4460606,410405473,0.4579,0.6423000000000001,0.42729999999999996
2021-07-14,526228870,639096046,896432576,4471357,410842618,0.4583,0.6428,0.4278
2021-07-15,491767970,639226472,896563002,4566099,411323213,0.45880000000000004,0.6435,0.428
2021-07-16,469609201,639389993,896726524,4625374,411263495,0.4586,0.6431999999999999,0.4277
2021-07-17,503333064,639487946,896824884,4696200,412214665,0.4596,0.6446,0.4288
2021-07-18,491185214,639618697,896955679,4729311,413006448,0.46049999999999996,0.6456999999999999,0.42950000000000005
2021-07-19,468323451,639749514,897086522,4788525,413039569,0.4604,0.6456000000000001,0.4296
2021-07-20,433734942,639879668,897216743,4809845,414677552,0.4622,0.6481,0.4315
2021-07-21,469083044,640009177,897346476,4853224,414481750,0.4619,0.6476000000000001,0.4313
2021-07-22,494821994,640138389,897475979,4878172,414405884,0.4617,0.6474,0.4311
2021-07-23,481386706,640313806,897606396,4957922,415158521,0.4625,0.6484000000000001,0.43189999999999995
2021-07-24,524915209,640444225,897737099,4980896,416802377,0.4643,0.6507999999999999,0.4337
2021-07-25,518545524,646065195,897867448,5067036,411991421,0.45890000000000003,0.6377,0.4282
2021-07-26,565505900,646193522,897996039,4611035,412243408,0.45909999999999995,0.638,0.42840000000000006
2021-07-27,541048071,646323888,898126405,4687395,412789611,0.4596,0.6386999999999999,0.4291
2021-07-28,565936577,648621183,898257034,4722394,412899762,0.45966666666666667,0.6365999999999999,0.4291333333333333
2021-07-29,590825084,650918478,898387663,4757393,413009913,0.4597333333333333,0.6345000000000001,0.4291666666666667
2021-07-30,615713591,653215773,898518292,4792392,413120064,0.4598,0.6324000000000001,0.4292
2021-07-31,645490099,653483112,898649539,4811307,414252373,0.461,0.6339,0.4304
2021-08-01,652521495,653614285,898780772,4823706,414607938,0.4613,0.6343000000000001,0.43074999999999997
2021-08-02,659552892,653745458,898912005,4836105,414963504,0.46159999999999995,0.6347,0.4311
2021-08-03,661259293,653876608,899043207,4850381,415307403,0.4619,0.6351,0.4316
2021-08-04,673440669,654007604,899174321,4913263,415449564,0.462,0.6352,0.4316
2021-08-05,695289587,654138616,899305480,4941459,415616541,0.4622,0.6354,0.4318
2021-08-06,710944379,654269671,899436534,5012824,415872012,0.46240000000000003,0.6356,0.43229999999999996
2021-08-07,714848054,654400832,899567696,5035818,415226509,0.46159999999999995,0.6345000000000001,0.4315
2021-08-08,697995677,654532177,899699201,5097256,414948148,0.4612,0.634,0.43119999999999997
2021-08-09,718493047,654663138,899830339,5093282,417530066,0.46399999999999997,0.6378,0.4339
2021-08-10,716805694,654825060,899962262,5086781,418100207,0.4646,0.6385000000000001,0.43450000000000005
2021-08-11,785791954,654955545,900093047,5108864,418409971,0.46490000000000004,0.6388,0.43479999999999996
2021-08-12,729668353,655086498,900224004,5188735,419157574,0.4656,0.6399,0.43560000000000004
2021-08-13,777542005,655217538,900355325,5221830,422049500,0.46880000000000005,0.6441,0.4387
2021-08-14,811345913,655348038,900485987,5270505,423825865,0.4707,0.6467,0.44060000000000005
2021-08-15,802829548,655478079,900616367,5354199,420788647,0.4672,0.642,0.4372
2021-08-16,886821615,655608707,900747119,5343297,420525745,0.4669,0.6414,0.4368
2021-08-17,827018249,655738644,900877162,5407216,418555811,0.4646,0.6383,0.4346
2021-08-18,786738126,655869411,901008073,5422949,418102868,0.46399999999999997,0.6375,0.434
2021-08-19,795489749,656000287,901139000,5501451,418078505,0.4639,0.6373,0.4339
2021-08-20,843710234,648643938,901270253,5525817,418257565,0.46409999999999996,0.6448,0.434
2021-08-21,915734724,648775134,901401448,5594374,418471994,0.4642,0.645,0.43420000000000003
2021-08-22,970453837,648939114,901565499,5625046,417420839,0.46299999999999997,0.6431999999999999,0.4328
2021-08-23,1008832046,649037353,901663847,5258014,417139864,0.46259999999999996,0.6426999999999999,0.4324
2021-08-24,940007323,649168760,901795263,5154723,422169006,0.4681,0.6503,0.4379
2021-08-25,997706504,659327920,901927697,5228482,434723412,0.48200000000000004,0.6593000000000001,0.4518
2021-08-26,886644392,659456968,902058337,5259007,442260731,0.4903,0.6706,0.46020000000000005
2021-08-27,901551265,659585682,902187179,5328477,443359073,0.4914,0.6722,0.46130000000000004
2021-08-28,925428267,659714434,902316031,5362192,444877037,0.493,0.6743000000000001,0.4629
2021-08-29,922837950,664842919,902444549,5448374,445829184,0.494,0.6706,0.46380000000000005
2021-08-30,913800565,664971418,902573186,5431755,446065378,0.49420000000000003,0.6708,0.46399999999999997
2021-08-31,879298446,665098988,902700756,5463406,448931811,0.49729999999999996,0.675,0.467
2021-09-01,944949025,665225571,902827349,5416497,449749722,0.4982,0.6761,0.46799999999999997
2021-09-02,954584012,665351828,902953605,5491614,450967194,0.49939999999999996,0.6778,0.4693
2021-09-03,1049671329,665478480,903080388,5492849,453105550,0.5017,0.6809000000000001,0.47159999999999996
2021-09-04,1058874673,665605429,903207376,5572082,453208460,0.5018,0.6809000000000001,0.4717
2021-09-05,1145090850,670732331,903334279,5275857,459209183,0.5083,0.6846,0.4783
2021-09-06,1164205115,670858521,903460541,5327181,459962170,0.5091,0.6856,0.47909999999999997
2021-09-07,940268197,670984088,903586109,5338338,461569035,0.5108,0.6879000000000001,0.4808
2021-09-08,909967669,671271968,903711689,5421303,463844647,0.5133,0.691,0.4832
2021-09-09,1071727625,671397679,903837527,5488134,463840802,0.5132,0.6909000000000001,0.4832
2021-09-10,1251949945,671522966,903963058,5506802,460424467,0.5093,0.6856,0.4793
2021-09-11,1216630725,671675352,904089472,5536409,461048759,0.51,0.6864,0.4799
2021-09-12,1141213965,669276735,904215683,5620863,448509969,0.496,0.6701,0.4661
2021-09-13,1221273718,669407718,904342255,5622875,447992239,0.4954,0.6692,0.46549999999999997
2021-09-14,1320363763,669533604,904468243,5621742,447565602,0.49479999999999996,0.6685,0.465
2021-09-15,1452388120,669661564,904596297,5613686,447282948,0.49450000000000005,0.6679,0.4646
2021-09-16,1371099176,669789439,904724221,5648378,446162323,0.49310000000000004,0.6661,0.46340000000000003
2021-09-17,1289408406,669915120,904849945,5653066,446962074,0.494,0.6672,0.4642
2021-09-18,1281154870,670043720,904978564,5640697,448287894,0.4954,0.669,0.4657
2021-09-19,1229113428,670171905,905107020,5668753,449560245,0.49670000000000003,0.6708,0.467
2021-09-20,1133306228,662239384,905234395,5743440,446825064,0.4936,0.6747,0.4639
2021-09-21,1029203657,662367292,905362405,5756735,446923039,0.4936,0.6747,0.46399999999999997
2021-09-22,1049473208,662495055,905490338,5817867,447087243,0.4938,0.6748999999999999,0.46409999999999996
2021-09-23,1118559561,662623355,905618698,5792224,445096830,0.4915,0.6717,0.4617
2021-09-24,1032398105,662751534,905746895,5888893,444734831,0.491,0.6709999999999999,0.46130000000000004
2021-09-25,1026870259,662880340,905875701,5920054,443547519,0.48960000000000004,0.6690999999999999,0.4596
2021-09-26,1110896403,671009351,906004750,5965584,447670625,0.4941,0.6672,0.4642
2021-09-27,1031892226,671138362,906133762,5501019,447162286,0.4935,0.6663,0.4636
2021-09-28,956894556,671266852,906262356,5573474,447834209,0.49420000000000003,0.6670999999999999,0.4642
2021-09-29,967033226,670757968,906391146,4959739,447190050,0.49340000000000006,0.6667000000000001,0.4635
2021-09-30,1020908813,670886588,906519767,5016861,447818508,0.494,0.6675,0.46409999999999996
2021-10-01,1278065176,671015024,906648230,4981640,445698553,0.4916,0.6642,0.4617
2021-10-02,1355972162,671143544,906776749,4944922,445248530,0.491,0.6634,0.4611
2021-10-03,1446549779,671272119,906905324,4926969,443418016,0.4889,0.6606000000000001,0.45890000000000003
2021-10-04,1464815703,671398568,907031773,4955797,444948367,0.49060000000000004,0.6627,0.46049999999999996
2021-10-05,1516703486,671527019,907160225,4952982,443680912,0.4891,0.6607,0.45899999999999996
2021-10-06,1525540439,671654121,907287326,4920052,443005697,0.48829999999999996,0.6596,0.4581
2021-10-07,1420567043,671781385,907414591,4972188,443254592,0.4885,0.6598,0.45840000000000003
2021-10-08,1464853825,671909546,907542751,5006233,443577431,0.4888,0.6602,0.4586
2021-10-09,1442861479,672037625,907671058,5063115,444228192,0.4894,0.6609999999999999,0.45899999999999996
2021-10-10,1452616262,672164781,907798239,5092549,442909843,0.4879,0.6589,0.4586
2021-10-11,1465084146,672291796,907925254,5125785,443343290,0.48829999999999996,0.6595,0.45899999999999996
2021-10-12,1358071610,672418819,908052277,5170866,443409671,0.48829999999999996,0.6594,0.45899999999999996
2021-10-13,1430063528,672545986,908179444,5207235,442998006,0.4878,0.6587000000000001,0.4585
2021-10-14,1412050290,672674228,908307686,5241220,443430311,0.4882,0.6592,0.45899999999999996
2021-10-15,1359990473,672801752,908435371,5271292,444341670,0.4891,0.6604000000000001,0.46
2021-10-16,1363555610,672929157,908562835,5317558,445180308,0.49,0.6616,0.4612
2021-10-17,1334789734,672876032,908690250,5214732,439415404,0.4836,0.653,0.4547
2021-10-18,1355148589,673002229,908816519,5244548,439256903,0.4833,0.6527,0.4545
2021-10-19,1405845214,673128091,908942396,5297877,439137092,0.48310000000000003,0.6524,0.4543
2021-10-20,1410860795,673251374,909065727,5341973,439249615,0.4832,0.6524,0.45439999999999997
2021-10-21,1367148602,673374628,909189025,5394477,439162713,0.483,0.6522,0.4543
2021-10-22,1389791155,673497153,909311550,5430036,438585718,0.48229999999999995,0.6512,0.4532
2021-10-23,1386014717,673620643,909435382,5471097,438170135,0.4818,0.6505,0.45270000000000005
2021-10-24,1348231527,671482589,909559733,5531794,437971377,0.4815,0.6522,0.4524
2021-10-25,1403597409,671609742,909686886,5200603,438501731,0.48200000000000004,0.6529,0.45299999999999996
2021-10-26,1396259039,672082575,909810038,5126516,438600761,0.48210000000000003,0.6526000000000001,0.4531
2021-10-27,1264465770,672206257,909933774,5175274,439560246,0.48310000000000003,0.6539,0.45399999999999996
2021-10-28,1306335184,672332030,910059660,5220767,440061232,0.4836,0.6545000000000001,0.4545
2021-10-29,1402364989,672459768,910187397,5240866,439651195,0.483,0.6537999999999999,0.4542
2021-10-30,1473351711,672588040,910315669,5261596,439733798,0.48310000000000003,0.6537999999999999,0.4542
2021-10-31,1512750969,672713665,910441438,5299100,439452682,0.4827,0.6533,0.45380000000000004
2021-11-01,1545524662,672840839,910568617,5289955,438492714,0.4816,0.6517000000000001,0.45270000000000005
2021-11-02,1654430435,672968106,910695886,5292030,437234933,0.48009999999999997,0.6496999999999999,0.4512
2021-11-03,1509062185,673082445,910810225,5320814,437179310,0.48,0.6495000000000001,0.4512
2021-11-04,1427883370,673212978,910940759,5364950,437677665,0.4805,0.6501,0.45159999999999995
2021-11-05,1428869178,673344390,911072192,5374473,438312654,0.48109999999999997,0.6509,0.4523
2021-11-06,1367365714,673475835,911203782,5423357,438240195,0.48090000000000005,0.6507,0.4525
2021-11-07,1405327320,673606784,911334731,5489333,438218409,0.48090000000000005,0.6506000000000001,0.4524
2021-11-08,1388985521,673737653,911465600,5525823,438651881,0.4813,0.6511,0.45280000000000004
2021-11-09,1455609914,673868422,911596404,5566474,438554621,0.48109999999999997,0.6507999999999999,0.4526
2021-11-10,1495844206,673999109,911727091,5593897,438106763,0.4805,0.65,0.4521
2021-11-11,1398418620,674129952,911858236,5646676,438406383,0.4808,0.6503,0.4522
2021-11-12,1472647760,674261699,911989987,5695242,439331868,0.4817,0.6516,0.4532
2021-11-13,1550267881,674393560,912121848,5737804,438489620,0.4807,0.6502,0.4523
2021-11-14,1609285392,674525177,912253624,5770961,438590550,0.4808,0.6502,0.4522
2021-11-15,1735676980,674656622,912385085,5776097,437547496,0.4796,0.6485,0.451
2021-11-16,1634203133,674787788,912516259,5816557,437091304,0.479,0.6476999999999999,0.45049999999999996
2021-11-17,1526733577,674919488,912647963,5829560,436365709,0.4781,0.6465000000000001,0.4496
2021-11-18,1455687337,675018298,912746782,5864162,436728784,0.47850000000000004,0.647,0.45
2021-11-19,1485257951,675183133,912911618,5947335,435270101,0.4768,0.6446999999999999,0.4483
2021-11-20,1419876318,675315092,913043576,6005756,435336094,0.4768,0.6446,0.4483
2021-11-21,1473701060,675447258,913175860,6047437,435548454,0.47695,0.6448,0.44845
2021-11-22,1527525802,675579425,913308145,6089119,435760814,0.4771,0.645,0.4486
2021-11-23,1410184376,675880051,913440352,6134595,435730174,0.47700000000000004,0.6446999999999999,0.4485
2021-11-24,1306469760,676012407,913572709,6178412,436826375,0.4782,0.6462,0.4497
2021-11-25,1348744813,676144677,913705006,6087850,436083723,0.47729999999999995,0.645,0.44880000000000003
2021-11-26,1175988603,676276355,913836954,5983727,435394124,0.4764,0.6437999999999999,0.44789999999999996
2021-11-27,1205669583,676408608,913969270,6044600,436130891,0.4772,0.6448,0.4486
2021-11-28,1107819863,676540886,914101570,6111546,436047808,0.47700000000000004,0.6445000000000001,0.4484
2021-11-29,1206115802,676672813,914233576,5671044,434406570,0.4752,0.642,0.44659999999999994
2021-11-30,1192217775,676804912,914365692,5709053,433528772,0.47409999999999997,0.6406000000000001,0.4456
2021-12-01,1230907851,676937418,914498216,5509146,433144041,0.4736,0.6399,0.4451
2021-12-02,1149721741,677070009,914630831,5557665,432762628,0.4732,0.6392,0.4446
2021-12-03,1121766708,677202792,914763636,5611610,432466569,0.4728,0.6386,0.4443
2021-12-04,890035780,677334885,914895751,5659772,426828606,0.46649999999999997,0.6302,0.4379
2021-12-05,841206492,677468205,915029072,5712387,427127556,0.4668,0.6305,0.4382
