Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"224,265,019","574,396,217","866,366,129","6,743,939","346,949,639",40.05%,60.40%,37.56%
,,,,,,,
"206,200,134","573,432,250","865,399,442","6,605,584","350,529,720",40.50%,61.13%,38.10%
,,,,,,,
8.76%,0.17%,0.11%,2.09%,-1.02%,,,
