Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"179,647,968","571,928,227","862,450,678","7,981,478","347,169,691",40.25%,60.70%,36.89%
,,,,,,,
"211,451,816","570,832,482","861,521,861","7,851,402","346,495,190",40.22%,60.70%,36.87%
,,,,,,,
,,,,,,,
-15.04%,0.19%,0.11%,1.66%,0.19%,,,
