Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"925,428,267","659,714,434","902,316,031","5,362,192","444,877,037",49.30%,67.43%,46.29%
,,,,,,,
"811,345,913","655,348,038","900,485,987","5,270,505","423,825,865",47.07%,64.67%,44.06%
,,,,,,,
14.06%,0.67%,0.20%,1.74%,4.97%,,,
