Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"1,009,915,643","598,721,506","885,815,460","4,498,462","368,898,640",41.65%,61.61%,37.99%
,,,,,,,
"1,536,500,152","596,878,609","883,970,472","3,889,673","393,723,363",44.54%,65.96%,41.70%
,,,,,,,
-34.27%,0.31%,0.21%,15.65%,-6.31%,,,
