Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"196,686,457","572,932,852","863,466,291","7,868,416","348,311,589",40.34%,60.79%,36.94%
,,,,,,,
"179,647,968","571,928,227","862,450,678","7,981,478","347,169,691",40.25%,60.70%,36.89%
,,,,,,,
9.48%,0.18%,0.12%,-1.42%,0.33%,,,
