Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"263,768,900","579,517,899","870,968,761","7,033,272","352,741,351",40.50%,60.87%,37.95%
,,,,,,,
"241,253,824","577,293,644","869,134,114","7,055,361","353,941,283",40.72%,61.31%,38.15%
,,,,,,,
9.33%,0.39%,0.21%,-0.31%,-0.34%,,,
