Market Cap (USD),Circulating Supply,Total Supply,Public Treasury  ,total_staked_ICX,Total Staked  ,Circulation Staked  ,Total Voted  
"690,051,938","628,357,818","891,359,419","4,402,266","393,906,715",44.19%,62.69%,40.69%
,,,,,,,
"715,187,313","628,259,945","889,484,654","4,273,513","392,741,540",44.15%,62.51%,40.63%
,,,,,,,
-3.51%,0.02%,0.21%,3.01%,0.30%,,,
