,date,Regular Tx,Fees burned,Internal Tx,Internal Event (excluding Tx),Regular & Interal Tx,Regular & Interal Tx (MA7),Regular & Interal Tx (MA30),Fees burned (MA7),Fees burned (MA30)
35,2023-02-26,49458,198.27526993749987,16498,51210,65956,69807.57142857143,67454.16666666667,314.9264613696427,212.14955909374987
36,2023-02-27,51935,211.10271778749984,17600,50964,69535,69686.28571428571,67271.1,289.292573005357,213.6967586154165
37,2023-02-28,52230,283.2538157249998,20067,51562,72297,70143.0,67244.2,295.3086016874999,216.36612370874988
38,2023-03-01,50595,239.62178098749987,15100,49920,65695,70263.42857142857,66970.73333333334,303.37161671428555,215.9574651883332
39,2023-03-02,50347,234.69256993749988,16006,50803,66353,68325.57142857143,66878.66666666667,242.86493670357126,217.18891096624986
40,2023-03-03,49686,210.6000217999999,14979,50225,64665,67450.28571428571,66683.26666666666,233.70321450535698,217.78973951374985
41,2023-03-04,49259,150.8709040124999,13071,49630,62330,66690.14285714286,66538.8,218.34529716964272,214.99867108708318
42,2023-03-05,48950,145.1341349624999,13227,49943,62177,66150.28571428571,66434.13333333333,210.75370645892846,215.0831654545832
43,2023-03-06,51488,217.00511872499985,16729,50750,68217,65962.0,66616.33333333333,211.59690659285704,217.8653055158332
44,2023-03-07,50385,212.4310529749999,15370,50358,65755,65027.42857142857,66516.26666666666,201.47936905714275,217.11795739958322
45,2023-03-08,50457,252.9061073874999,16802,51290,67259,65250.857142857145,66347.6,203.37712997142845,216.62931750416655
46,2023-03-09,50829,205.19000046249985,15890,50388,66719,65303.142857142855,66429.16666666667,199.16247718928557,218.65427490999988
47,2023-03-10,50642,217.8583341749999,16309,50635,66951,65629.71428571429,66531.93333333333,200.19937895714276,220.30341133458322
48,2023-03-11,51589,261.39663843749986,17748,49911,69337,66630.71428571429,66693.16666666667,215.98876958928557,223.4218743670832
49,2023-03-12,49516,191.2848763749999,16407,50066,65923,67165.85714285714,66773.2,222.58173264821417,225.3008191033332
50,2023-03-13,52377,234.31418569999985,19311,51161,71688,67661.71428571429,67171.93333333333,225.05445650178558,229.63243423124987
51,2023-03-14,51395,291.92476382499984,20349,51295,71744,68517.28571428571,67414.2,236.41070090892845,234.22785941624988
52,2023-03-15,50338,233.89142479999987,17209,50782,67547,68558.42857142857,67502.8,233.69431768214275,235.98233931416655
53,2023-03-16,50225,131.08200983749987,8495,44896,58720,67415.71428571429,67254.86666666667,223.10746187857129,233.44768252916654
