IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,2226961.578958952,2247.0,0.3248175924438803,723356.298542469
FRMD,143084.8618525801,1842.0,,
bnUSD,403020.2727460613,1765.0,0.9891447684679979,398645.3943733122
GBET,340086.1556765176,1098.0,0.022825372200040387,7762.593083397392
BALN,167589.20336730639,883.0,0.22775842940868474,38169.85374479036
METX,806927.5001184654,797.0,0.000142715973614504,115.16144381572458
OMM,13286340.429986877,717.0,0.02315734460766339,307676.3639119367
FIN,26467.914598152787,367.0,0.34154483339808683,9039.979481820885
IUSDC,53245.197983,256.0,0.9858220851365276,52490.292099108294
USDS,31594.28004121621,238.0,0.9967258455156898,31490.83548754071
CFT,1505808.7827138663,191.0,0.008572507474092904,12908.557044369356
obnUSD,22755.91923526004,47.0,0.9891447684679979,22508.898463237754
oICX,92391.20572353051,39.0,0.3248175924438803,30010.289006104435
IUSDT,1447.57612,36.0,1.0106515271090184,1462.9950162845475
oUSDS,5882.002457011469,34.0,0.9967258455156898,5862.7438722901215
oOMM,371248.37,23.0,0.02315734460766339,8597.126439123324
dUSDS,390.45840077460366,20.0,0.9967258455156898,389.1799796507709
finOMM,4395.9463449876075,20.0,0.02315734460766339,101.79844438767637
IAM,3002.575964621902,19.0,,
CLAW,3274417.4583916967,14.0,,
oIUSDC,3734.796488,11.0,0.9858220851365276,3681.84486136074
dICX,19683.988267997363,8.0,0.3248175924438803,6393.705678904489
dIUSDC,1486.02705,6.0,0.9858220851365276,1464.9582850002828
dbnUSD,29.358703157858788,4.0,0.9891447684679979,29.04000763760091
finOICX,528.3089969946394,3.0,0.3248175924438803,171.60405647023998
UP,0.03672330519172313,3.0,0.8645134467178567,0.031747791146168325
FinICX,26650.583617944012,3.0,0.34154483339808683,9102.36914175247
finICX,1161.52607027295,2.0,0.3248175924438803,377.28410170686095
TAP,6146.116582310279,2.0,0.0009426387200153057,5.793567468213807
finUSDS,1994.6346612805871,1.0,0.34154483339808683,681.2571630771275
oBALN,6.4,1.0,0.22775842940868474,1.4576539482155824
IDOGE,3340.0,1.0,,
ICXIOU,215.324183,1.0,0.3248175924438803,69.9410827170055
HGC,1000.0,1.0,,
ICX,,,0.291,
