delegator,week,how_many_prep_voted,raffle_tickets
hx284251e89505004dc28771575fd2199281cd3b35,2020-37,21,2
hx1ef3d6019d3f815e2cfb53dd52fa9a38975c9da0,2020-37,21,2
hx1ef3d6019d3f815e2cfb53dd52fa9a38975c9da0,2020-37,21,2
hx9a50175b8990abf883182baf0a97bf28191d6435,2020-37,21,2
hx9a50175b8990abf883182baf0a97bf28191d6435,2020-37,21,2
hx44f4a5faccae3e1a109e95c896c13ae234d4d145,2020-37,20,2
hxac10537896b44850e68db5d5ef50d57af82953da,2020-37,20,2
hxf0fa3e948b05eca500400a88c13808d0797e4850,2020-37,20,2
hxf0fa3e948b05eca500400a88c13808d0797e4850,2020-37,20,2
hx44f4a5faccae3e1a109e95c896c13ae234d4d145,2020-37,20,2
hxa1ea584a586f274dd50c3b656ad098aa80025a0e,2020-37,20,2
hxa1ea584a586f274dd50c3b656ad098aa80025a0e,2020-37,20,2
hx857353391e454d7fc60f4879224aade697602877,2020-37,20,2
hxac10537896b44850e68db5d5ef50d57af82953da,2020-37,20,2
hxe67b818b6ab2967afc6ede848658c66802b8ab9c,2020-37,20,2
hx857353391e454d7fc60f4879224aade697602877,2020-37,20,2
hxc6bdf332de359c46f3bedbb1776ce0f8ce78a1b6,2020-37,20,2
hxc6bdf332de359c46f3bedbb1776ce0f8ce78a1b6,2020-37,20,2
hx7fb6c93dc1f87902b23921b985f57988383846a5,2020-37,20,2
hx7fb6c93dc1f87902b23921b985f57988383846a5,2020-37,20,2
hxe67b818b6ab2967afc6ede848658c66802b8ab9c,2020-37,20,2
hxaa60ebb314e4002f369cb07465712faa91ac112b,2020-37,19,1
hx5d8f854d72bb8ff9f3f8425f7cd035924b4dedde,2020-37,18,1
hx85c203bb27226345baffa75c0d3ef6d0a3132e6b,2020-37,18,1
hx81f933da3f0ef5fe89887e06cb3b2f80aba4010b,2020-37,18,1
hx26907c177186f27613f85431237f3d68cf303528,2020-37,18,1
hx6c6cbea1f364be1be5a56f9d5b5675a3f9828366,2020-37,18,1
hx1be8a72295d2a3d802c5dddc153477dafdf966c0,2020-37,18,1
hx1cd1e371a8f885f68799aa837e287c5c442e9adb,2020-37,18,1
hx13c863c2f8839574d795c3c6cce1aab0bd4fcae4,2020-37,17,1
hx5203a1c4db4ce125e32d81205a8bff763ff579f1,2020-37,16,1
hx1c9c39cc6ab3efd31048ea115119122fbc1d65a5,2020-37,16,1
hx91449e6edfd99af685c9c376024db63fca65e236,2020-37,15,1
hx8816f9995eb3bba5c93a9f954f36e816b9f1df8f,2020-37,15,1
hx86224a68a3a332e7f334efa0fe8bd13bbac28d70,2020-37,15,1
hx250858a62cd9fec535459cd61ca7b1d89984c8a9,2020-37,15,1
hxa4223229cf2bacc2fbb861563bb6e2b9cbc56a3e,2020-37,15,1
hx9624f97052215bc50da22b8b0c3d68ddf9acfe34,2020-37,15,1
hx602d61e653c7bc72581e076ede13a18f5ab2f1b0,2020-37,15,1
hxdd3e1988cb579476efba6206819f7cd6af43f38d,2020-37,15,1
hx8e1c9e9a72d54632fb8769bbd9417d1af1be079b,2020-37,14,1
hxc884dc0d06b9ede780f563eef6f0a788e831489e,2020-37,14,1
hxbcdd18151cbe679fe638e073e4b8aa3d963f9995,2020-37,14,1
hxb163cdee7a21a16177b9a1b150fc66717320a934,2020-37,14,1
hx7f02efbae58798bb1c5b42c16aa85fbbc4c8db41,2020-37,14,1
hxe3dd8785da38941b2d6893b027502a586be5edb1,2020-37,14,1
hxfdb805565bde3986d4ef2ef22ddf1094e4019796,2020-37,14,1
hx1f8527706896d332d6c8437dff1c51590c72efa7,2020-37,14,1
hx27e593c2c8ff3c162da0c27af2391df2778ce25a,2020-37,14,1
hx5b038a80b468ed9b581f666bbcd01316f4782ba3,2020-37,14,1
hx53c974aa02514313dc3e5371d3703051e4825f3b,2020-37,14,1
hx17de469300d89a6c725084947f753589ca621e87,2020-37,14,1
hx4816f2d7e86cb5b5d39c6cba12ea549ba2586f00,2020-37,14,1
hx5949b6be475b9d1417b1330ad55e9308d5e05bfb,2020-37,14,1
hx23957e7cfd6ad721f240e7fbb395e0d765fb9b36,2020-37,14,1
hx237f51a6f432458553cc22e5a2b82628aa2c31ab,2020-37,14,1
hx261bef2e1e9abac57941b8f45541afa25a9eacbb,2020-37,13,1
hx2835a19c583698904afd1c77d99112a5b840e032,2020-37,13,1
hxce773241e990107283650688785b259ce7afc91a,2020-37,13,1
hx58b45678ec9a9087293617d95bc3f69e5b036f59,2020-37,13,1
hxd7d77e696b745549ff6d904e948dcf4930c7fd76,2020-37,13,1
hxd8586c788a27ae85153bd4f3dbd7dd18e61e4994,2020-37,13,1
hxc503ebb5a1d72d511e8924e9023437c82fee95b2,2020-37,13,1
hx1817d865895f7c394891ab0ac15ed3cdb781611d,2020-37,13,1
hxb819787d46162459576827b474cf816f16d69966,2020-37,13,1
hxc1977e22673937ab9ec1c7d48a8d5750f2cde1dc,2020-37,13,1
hxd65454fc832f4257d9a786e41222ed03ae05edc1,2020-37,13,1
hx1858bb7d884b5a6a74ceaa63eca015ce184bc726,2020-37,13,1
hx7616d8e5a76ac50c883393bd158df54578b61e73,2020-37,13,1
hxf7680b84aed887350194c26bd98996312020379f,2020-37,13,1
hx6b91200ebf1df682e2ebeb0279b1bdb611d66257,2020-37,13,1
hx6654384862ba2431c12575fd98e02a1ebe500d31,2020-37,13,1
hx82a8319354bbdf73087c60a019563c980061f592,2020-37,13,1
hx3ee1c2d14a10919cdda370504dfd95758135e1c1,2020-37,12,1
hxdeb908625fcab32473b9ab4798fb140bdd290324,2020-37,12,1
hx752ccc6833a07103a76be0cbf434095bc0244759,2020-37,12,1
hx3fe703490d6f0b30bf1e0aaf96bc7050597a943b,2020-37,12,1
hxb106e5baab67f48c06149832a0a4baee97c9362a,2020-37,12,1
hx5431f4aa69a654d2d355b4cac7fa1e65865fb1a1,2020-37,12,1
hxf819c5e1cc4b3e48aab63cacf87b2f723d01ec7d,2020-37,12,1
hx460ece412e413fb9a91b80375289153c67b1c41c,2020-37,12,1
hxcaf3a1285478520ad520d34d470aed54d49c4774,2020-37,12,1
hx75f6fa7af0f4fe03813399399996fedb050b243e,2020-37,12,1
hx303aaec9df00dccdca686c9730f7d08453a3025b,2020-37,12,1
hx864c5eec5eccb203772a322cd711ae7f5c8dec77,2020-37,12,1
hx7849e4405707a7ed86a3d24f8ff4cf45cde3587d,2020-37,12,1
hxb38c61724a537235f9ce7b2fa1e498ce6b0bd0f9,2020-37,12,1
hx60f200b8f2855d176ce080f19ec435da821c200c,2020-37,12,1
hx5e2908097689627b16532de3047fc61bc8ee726c,2020-37,12,1
hx9824d726914f87720e579332e0baa24ee1543277,2020-37,12,1
hxe79696489e108bc2a0b2f9253a241815179193e9,2020-37,12,1
hx7161b1f236e9f8541c00b8b79d8b549cbe2f29be,2020-37,12,1
hxc54f2d3584b149ece803993969c73fb31bde304e,2020-37,12,1
hxc071ae3c92882a051ab328042e12a666419fe58a,2020-37,12,1
hx1ce6488ac66bf734e178eef733f2432682b532d8,2020-37,11,1
hx1cc7b5fb2ddeb78cbac7e839837daf4e9fdc1009,2020-37,11,1
hx1d5f9d9ba461557f371e349854de83b66a4101c0,2020-37,11,1
hxfc7e2968bdb38ddfea72701660f981868cb1c614,2020-37,11,1
hxc662c03f4bdd3e0eac3782ee0f6ec9f545a2c5d3,2020-37,11,1
hxfcfa8585fe2e5a7d96b154b54b697bb477b4fe30,2020-37,11,1
hxc80f843578020a39efd76c89d4c49efc43526cd3,2020-37,11,1
hxda2f396c8f1a50df62b23c1c3d88342ce6939140,2020-37,11,1
hxd5629fb8fe7a0aeb703abb336002b09461f1341d,2020-37,11,1
hxeca3e5e67128f9c15bc59b7b6b6687c1ef19ef55,2020-37,11,1
hx159190b9a5d7adf7dc438d991be9f981f0f3fd32,2020-37,11,1
hx149d3879d24e7fe5820b590f72fcae78ffbb0042,2020-37,11,1
hx16db7e5e3ad6bed68ccec9c0da3c477d8acb67e9,2020-37,11,1
hx16efd676ccb794e3fe399c45abcba85df88f31d2,2020-37,11,1
hx179358d62f45c8327fab772dfc3bf08b8d5c1259,2020-37,11,1
hxee289e9b7f9dae26ee3cdebd8e7a2468ec89dffa,2020-37,11,1
hxe6e6004acb4997c5897ceb0dc42f0cdd95c95737,2020-37,11,1
hxd6065022196e9be0026baa4b6ebed925102fa170,2020-37,11,1
hx13561355865e509e32f7a27786a6763ba6b1c489,2020-37,11,1
hxe274e9b3202dc7548e068e57e040047e2b69e041,2020-37,11,1
hxdd6b499ebf126dd89f89f32179cd879fee310eda,2020-37,11,1
hx1a6fd1e633dcb583de2422bdbf3480d4208f1e40,2020-37,11,1
hxdc8c68c62b0af5cbd78e2e718d09d1d804e22cb6,2020-37,11,1
hxdb4cecb5d86ca0cadbcbe6adad83eb5cd28154a3,2020-37,11,1
hx6d6adbb8dccbbae2c98b9710fc4c2d1caea65dbb,2020-37,11,1
hx26bd88215e9e5c09ccdde038d316bcad5095b30d,2020-37,11,1
hx1d86a35e84216a1eb0724a9209b7dfae1a98fc0a,2020-37,11,1
hx53c38abe38df03116f426ea55d973d77aeb71de6,2020-37,11,1
hx4b1f64fbf1522016e402a392628aa3b1c6bae0e5,2020-37,11,1
hx4f726993a6cfabc87b3efc2949dac6fad761fca5,2020-37,11,1
hx9617803890b0c6909ca34e07c7a4b5acd4514e51,2020-37,11,1
hx930a0c5a56ee3cfb3139a440b6fd29a029aefba8,2020-37,11,1
hx9213dfd0eba46fefff91b5ddc0ccb105a10c0f70,2020-37,11,1
hx9149c2de46219ca2ed05cfdca5eff35fb9725319,2020-37,11,1
hx502d1ba22f1da5745830bb71b7dcb68e77a9c3a7,2020-37,11,1
hx8c66e93216fa30a0e89e3678996fc7ea42576d34,2020-37,11,1
hx9e42d3a0d46a37e52dbcc20fc9080307336750ba,2020-37,11,1
hx8713d9bd5e394bf4a5392a8f0edc48d34506aac0,2020-37,11,1
hx83c4477baf682ecfeef54f99a7bc2908c38fbdfa,2020-37,11,1
hx62471b4843bea5f543c9895220b8ba99e1c24846,2020-37,11,1
hx7b940c6efec34d3991c9b917362bb1515fe46d4b,2020-37,11,1
hx75b0ddef1b30693a4805e129c447cb23b6593102,2020-37,11,1
hx7218420a922b7c23dd029b0f4655586cab81c3cf,2020-37,11,1
hx70fe8cd0e21a0a0c75dd9d0b6bc806cd26f4e55a,2020-37,11,1
hx9b783c5ac6e4d62bf5b948e47ba424266085ad3d,2020-37,11,1
hx4593742e7e6e1b6680cd8796acc2774c0263236e,2020-37,11,1
hxbdfff8dc23130ebb5cfde1d2899416b7b5c317b5,2020-37,11,1
hx304793fef6c301c7b01c4d6918b60aaae6c3ee19,2020-37,11,1
hxbc6d22592d5e18ae00f2e64c7e541317889bf69b,2020-37,11,1
hxb79fbcc271c215638ed8f4bf8cf9e9cfa74433c5,2020-37,11,1
hxb74fd8df615edb4894923e72ac0e1468497e0c30,2020-37,11,1
hxb2fa9acc7862ddc717f7e1b6c8ef9f168e81e060,2020-37,11,1
hx23e23494609de5cc1b6b65ff8d94b365eccda8af,2020-37,11,1
hx6e0a36493b252832790bcb9517fefc691a9840c3,2020-37,11,1
hx2c3587cf4b4e35346708d3f2ea2abea567f6d77f,2020-37,11,1
hx311d3b806221a6764f93dbc3030bf48ea26bb7e9,2020-37,11,1
hx446fe84cf9e0775cf4f6156f2679c70de2d7ae06,2020-37,11,1
hx337d62d8d2a433f24f6f1688648aed101ba9f686,2020-37,11,1
hxb09866aadc6d5b5e9c2c222f4419fa02e34939a9,2020-37,11,1
hx36dd546d61fbc6ac7f7b1af2f7b4776eacb0b326,2020-37,11,1
hx39333860042722e6531ac90b6a279ea70de09eb1,2020-37,11,1
hxab84e5c20bdde1ce5636b8c323a08057c3eeb377,2020-37,11,1
hx3db63f567c2515eef3e739ca9d85f93115d11c49,2020-37,11,1
hx3f58bdb18ffe94f86dd6619b301519219dd01fb9,2020-37,11,1
hx7e6a0d2acd3677cb45f30ccf31f31fe2a5eb344f,2020-37,11,1
