to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
0,1274764,0.0,System,100,1274793,System
cx0000000000000000000000000000000000000000,49536,270.54519689999836,governance,32690,0,governance
cxee7a00755a757e3c519a0616456030e33dc9d47f,23015,14754.614437925,BTP_2,0,23013,BTP
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,20528,94.15492521249993,Blobble Stake Token,21442,34,Blobble
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,17880,72.86698312499914,Blobble,0,0,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,13220,183.96282904999993,FRAMD Token,15440,557,FRAMD
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,9041,172.7229548374998,CROWN,21912,275,GangstaBet
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,8782,35.81065267499999,Relay_4,0,0,Relay
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,4869,22.983097737499907,GangstaBet Crown,5046,0,GangstaBet
cxb6be11a27f21ad82c7475aa215e3635fafd7f186,4613,53.56948362499985,gangstabet_game,20586,0,GangstaBet
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,2488,499.70577404999995,bnUSD,21376,1264,bnUSD
cxba62bb61baf8dd8b6a04633fe33806547785a00c,2395,74.25866543749999,MyID_3,2344,0,MyID
cx69bcdf1753472c1444188ec3f5188657e30c8322,2099,6.3578408124999655,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cx5a0af85407c69945eb318d4ac18e9e842184163c,1958,106.76554833749995,GangWar Simulation,5488,1595,GangWar Simulation
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,1797,16.94470368749989,MyID_2,1797,0,MyID
cx2609b924e33ef00b648a409245c7ea394c467824,1683,246.68266679999994,sICX,10549,554,sICX
cx66d4d90f5f113eba575bf793570135f9b10cece1,1450,115.07037711249995,balanced_loans,4284,1815,Balanced
hxb568381d35d3e7a6383200e8a0d30310af20b929,1415,1.76875,binance_hot,0,0,binance
hx3b7ec435da0ce79d6f61091dea59c6b7e985ed98,1342,1.6775,unknown_hx,0,0,unknown_hx
