IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,226642.23042392463,1655.0,1.0246327472788739,232225.05120867747
METX,21131886.103753954,1579.0,0.000257305229929314,5437.344812766487
GBET,272178.2223637461,1233.0,0.04007164733962051,10906.629740084845
sICX,554479.3581654466,1197.0,0.3938999550639634,218409.39426526468
USDS,47868.30815241402,828.0,1.0065194832565596,48180.38478593352
BALN,92984.85565072075,629.0,0.2792073712549736,25962.05711276092
FIN,27400.178305564827,440.0,0.6466197774998979,17717.497199401856
OMM,898166.4184195535,425.0,0.029793284634219985,26759.327752871683
CFT,473233.0838152341,124.0,0.01872834560493019,8862.8727453786
finOMM,3242.001539191848,93.0,0.6466197774998979,2096.342313926559
IUSDC,5117.829211,75.0,1.0146076801510309,5192.588823181891
IAM,9996.320761888996,32.0,,
oICX,25686.9194650275,22.0,0.3938999550639634,10118.07642300598
obnUSD,37454.14596885092,20.0,1.0246327472788739,38376.74448104768
oOMM,3900.11,16.0,0.029793284634219985,116.19708733476772
IUSDT,2004.764815,9.0,1.0200592758556966,2044.9789454498796
finICX,123488.59166133277,7.0,0.6466197774998979,79850.16566382675
dbnUSD,1107.8209660177888,4.0,1.0246327472788739,1135.109639903943
oUSDS,19014.39856064802,4.0,1.0065194832565596,19138.362613697715
finOICX,10362.933547176568,4.0,0.6466197774998979,6700.87778452154
oIUSDC,36.250657000000004,4.0,1.0146076801510309,36.78019500272073
IDOGE,2357234.052480306,3.0,,
HGC,12000.0,3.0,,
TAP,9341.847537823207,3.0,0.0008769643215795542,8.192466988306757
NOTMIRAI,1858.0580992,3.0,0.029793284634219985,55.357653816383355
UP,0.0405805190929512,3.0,1.0601787780745109,0.04302260514559436
oBALN,0.9504066063273486,2.0,0.2792073712549736,0.26536053017601957
ICX,,,0.35685003,
