IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,1786266.213445398,1710.0,0.3172311021950809,566659.1997051173
bnUSD,652825.3715697272,1384.0,0.9878518209049931,644894.7320381338
FRMD,77428.50828067568,1225.0,,
GBET,505566.3956695028,999.0,0.023749584593448,12006.991881557458
METX,866861.5075552606,795.0,0.000139422202947565,120.85974103380168
OMM,2311508.433940026,709.0,0.02352950784071105,54388.65582026156
BALN,215163.91989059467,587.0,0.22472064862265037,48351.77563800642
FIN,28898.920909272678,337.0,0.3380538890688856,9769.392603273765
IUSDC,174597.295533,190.0,0.9873962428672055,172396.7136240593
USDS,10707.161023834668,177.0,0.9950270543020446,10653.914893483874
CFT,1015094.1550406796,102.0,0.008878460980140898,9012.473846697769
finOMM,39375.893235262694,55.0,0.02352950784071105,926.4953886141147
oICX,130158.53258448139,52.0,0.3172311021950809,41290.334751869384
obnUSD,44789.24365808936,49.0,0.9878518209049931,44245.13590460099
oUSDS,696.1779173797551,21.0,0.9950270543020446,692.7158624005099
dbnUSD,16612.386684908994,19.0,0.9878518209049931,16410.57643626521
oIUSDC,46554.783827,19.0,0.9873962428672055,45968.01863827474
oOMM,8986.0,12.0,0.02352950784071105,211.4361574566295
IAM,1729.189654427636,11.0,,
UP,0.3341006953302929,10.0,0.8439694581370585,0.28197078280112176
TAP,49657.089781979266,8.0,0.0009123424510328128,45.30427100284741
IUSDT,336.372344,7.0,0.9994541086455667,336.18872124553997
dICX,31121.61384471198,5.0,0.3172311021950809,9872.743862047671
dUSDS,56.300498275792265,4.0,0.9950270543020446,56.02051895509892
dIUSDC,14807.181847,4.0,0.9873962428672055,14620.555723179288
finUSDS,498.9892824668571,2.0,0.3380538890688856,168.68526754161374
finOICX,110.64913539961908,2.0,0.3172311021950809,35.1013471797539
finIUSDC,20.353574,2.0,0.3380538890688856,6.8806048471513535
CLAW,41517.20028504352,2.0,,
FinICX,1327.169062119452,1.0,0.3380538890688856,448.6546629013862
ICX,,,0.28408478,
