IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,643250.3616511051,914.0,0.1898805564445732,122140.73660348478
FRMD,80687.7810325004,856.0,0.011223990640179605,905.6388990856459
GBET,185371.98569228503,508.0,0.006948640917536166,1288.0833647463405
bnUSD,96095.8255510363,482.0,1.0198080418387387,97999.29568407936
$unknown,11181.67432022991,358.0,,
BALN,174884.36405409625,343.0,0.11552593830708573,20203.680252587445
CFT,3939149.5476474455,281.0,0.004403750069321184,17347.030093518948
OMM,936716.4258883198,245.0,0.009949742619681224,9320.087345216485
CODE,690029.0807321791,166.0,,
FIN,24888.9183469093,154.0,0.08713143519823657,2168.607176097929
IUSDC,6059.278824,77.0,1.0115277765880406,6129.128836567717
CROWN,418438.4354095083,73.0,,
USDS,2340.0702763200547,62.0,1.0019789064117828,2344.7010563938866
NPT,2173.275,60.0,,
oICX,87619.85151731658,27.0,0.1898805564445732,16637.306161698954
VOID,2535.4642508602356,15.0,,
XCROWN,94496.76384026352,15.0,,
dICX,39089.415978248115,13.0,0.1898805564445732,7422.320057043143
METX,234549.3915621455,11.0,6.7850910334534e-05,15.91438973590264
oIUSDC,859.482531,7.0,1.0115277765880406,869.3904535986917
oOMM,438.0430049689593,6.0,0.009949742619681224,4.358415155792889
oUSDS,13.211687505941084,5.0,1.0019789064117828,13.237832199057062
obnUSD,12603.414353932261,5.0,1.0198080418387387,12853.063312765911
dIUSDC,1050.48092,4.0,1.0115277765880406,1062.5906293557593
IUSDT,0.099852,3.0,1.0237826191837958,0.10222674209074037
UP,0.06572702202113992,3.0,0.4920707153604825,0.032342342744456506
oBALN,14.167874147140694,2.0,0.11552593830708573,1.6367569546651306
dOMM,201.0635432772739,2.0,0.009949742619681224,2.0005305058100125
VELT,1801936.71272325,1.0,,
IDOGE,3640.0,1.0,,
finMICX,0.09988788198513553,1.0,0.1898805564445732,0.01896676661340739
ICX,,,0.16563372,
