to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,1288422,System,134,1289420,System
hxc80b59718ee86d01dc5c60de0c38df2a93cf4ae1,710.66625,568533,unknown_hx,0,0,unknown_hx
cx0000000000000000000000000000000000000000,173.2454005874982,53424,governance,20291,0,governance
cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,74.99093913749981,16532,Blobble Stake Token,17216,8,Blobble
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,462.7292334124995,15124,FRAMD Token,20454,1571,FRAMD
hx11de4e28be4845de3ea392fd8d758655bf766ca7,17.915,14332,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cxf2ca3b655a782f39227934d37ff3b77f9b1ebcf9,49.476370424999914,12021,unknown_cx,0,0,Blobble
hxb2909c4ff4a720978d1b64b851c3d083d8f21c7a,14.605,11684,unknown_hx,0,0,unknown_hx
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,36.8908558375,9131,Relay_4,0,0,Relay
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,1064.6287940124998,6052,bnUSD,36457,1273,bnUSD
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,26.627026149999892,5664,GangstaBet Crown,5950,0,GangstaBet
hxd5ace539bf910635c2fa0e9c185d2d3c8d52c4cc,6.73125,5385,binance.us,0,0,binance
cx2609b924e33ef00b648a409245c7ea394c467824,431.6574872249999,3613,balanced_sicx,14315,197,Balanced
cx5a0af85407c69945eb318d4ac18e9e842184163c,97.4393389749999,3283,GangWar Simulation,13450,1430,GangWar Simulation
cx9c4698411c6d9a780f605685153431dcda04609f,29.81045488749996,2443,Auction,10462,0,Craft
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,172.41770491249994,2358,CraftRewards,12681,115,Craft
cx66d4d90f5f113eba575bf793570135f9b10cece1,138.50476001249993,2044,balanced_loans,5892,549,Balanced
cxba62bb61baf8dd8b6a04633fe33806547785a00c,58.432269062499984,1886,MyID_3,1876,0,MyID
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,15.52506399999994,1648,MyID_2,1652,0,MyID
cx69bcdf1753472c1444188ec3f5188657e30c8322,3.8727207499999423,1468,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cxbb2871f468a3008f80b08fdde5b8b951583acf06,85.84104112499992,1381,Stably_USD,3377,8,Stably_USD
cx2dc662031f3d62bcdba4f63e9bf827767c847565,72.85944503749997,1365,GangstaBet Skill,9082,9444,GangstaBet
hxb568381d35d3e7a6383200e8a0d30310af20b929,1.6875,1350,Swyftx,0,0,Swyftx
cx2e6d0fc0eca04965d06038c8406093337f085fcf,163.93105343749994,1314,Craft,7015,152,Craft
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,77.91762536249996,1284,CROWN,8308,656,GangstaBet
cx14002628a4599380f391f708843044bc93dce27d,662.6483384874999,1228,iAM Div,152552,152972,iAM 
cxd17316e24ee40f2ef8ed6f3a497311db1b35206d,21.367270599999966,1208,GangstaVerse LootBox,6459,0,GangstaVerse LootBox
cxa0af3165c08318e988cb30993b3048335b94af6c,42.40417607499997,1011,balanced_dex,2841,0,Balanced
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,40.84231412499997,1006,balanced_rewards,2716,0,Balanced
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,202.80957404999998,879,Balanced Router,9569,444,Balanced
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,115.72021712499998,842,balanced_baln,4627,414,Balanced
cxaa99a164586883eed0322d62a31946dfa9491fa6,73.37880868749997,783,optimus_rewards,2106,57,Optimus
cxcc711062b732ed14954008da8a5b5193b4d48618,1.3245999999999283,716,peek_1,0,0,peek
hxa390d24fdcba68515b492ffc553192802706a121,0.85875,687,bitvavo_hot,0,0,bitvavo
cx28497aef34ec44ad2be9249daddfbe34b54f309a,11.181666399999983,662,Balanced Bribe,648,0,Balanced
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,316.2210348625,642,Yetis,19517,19753,FRAMD
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,138.3379781375,584,omm_lending,10798,0,Omm
cx203d9cd2a669be67177e997b8948ce2c35caffae,100.55215464999999,572,balanced_dividends,5831,134,Balanced
cx8683d50b9f53275081e13b64fba9d6a56b7c575d,349.94059757499997,555,gangstabet_trade,330,21,GangstaBet
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,90.35557906249998,554,omm_token,3673,264,Omm
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,3.2527702999999835,514,NebulaMultiToken,704,0,Nebula
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,129.08355742499998,510,gangstabet_token,6087,203,GangstaBet
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,100.98047897499998,498,Inanis Treasury,907,92,Inanis
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,0.9366525,456,MyID_1,0,460,MyID
hx49b1556654e51f52d59a8222b4737ee7dccc6d1b,0.5525,442,upbit_cold_02,0,0,upbit
cxae3034235540b924dfcc1b45836c293dcc82bfb7,61.42552951249999,431,ICON USD Coin,2692,11,ICON USD Coin
hxbb984f278abd66ae2155edbd91f8c87ce98411c8,0.53625,429,kucoin,0,0,kucoin
cx7b1843b7ef5368a080ccf59c0a9d1bdec474f9f6,20.10628901249999,423,optimus_dividends,3818,0,Optimus
cx384018e03aa8b739472c7a0645b70df97550e2c2,44.83675984999999,359,GangstaBet,329,0,GangstaBet
cx5b5a03cb525a1845d0af3a872d525b18a810acb0,15.118432437499987,341,btp-0x38.bsc-BTCB,1425,11,BTP
cx334db6519871cb2bfd154cec0905ced4ea142de1,1.0392419999999924,313,unknown_cx,0,0,unknown_cx
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.39125,313,kraken_hot,0,0,kraken
cx44250a12074799e26fdeee75648ae47e2cc84219,76.20450431249999,301,balanced_governance,16,0,Balanced
cx785d504f44b5d2c8dac04c5a1ecd75f18ee57d16,19.70428373749999,301,Finance Token,809,13,Optimus
hx6b91c8dea3114de74ecfa85908b875778c2b599c,0.3,240,bybit,0,0,bybit
hx85532472e789802a943bd34a8aeb86668bc23265,0.28500000000000003,228,okx.com_01,0,0,okx.com_01
cx43e2eec79eb76293c298f2b17aec06097be606e0,8.750963624999995,213,balanced_staking,512,0,Balanced
cx82c8c091b41413423579445032281bca5ac14fc0,1.3251482499999954,189,Craft,188,76,Craft
hx133323c2e990994816b548a9e7eb080a5eac8031,0.23625000000000002,189,unknown_hx,0,0,unknown_hx
cx841f29ec6ce98b527d49a275e87d427627f1afe5,18.178189787499996,161,OMM Delegation,2,2,Omm
cx8dc674ce709c518bf1a6058a2722a59f94b6fb7f,5.427877149999997,139,Balanced StakedLP,388,0,Balanced
cx2d86ce51600803e187ce769129d1f6442bcefb5b,1.2481703874999972,139,CraftStaked,230,0,Craft
cx0916ca4f6bf685f3c7f391565a16c07e4b576da9,13.622694124999995,136,unknown_cx,790,6,unknown_cx
cx53f8ccd5426534f82cf10cb742de033e51da72fc,0.4994957249999921,134,GangWar Equipments,134,0,GangWar Equipments
cx288d13e1b63563459a2ac6179f237711f6851cb5,7.215560124999997,127,btp-0x38.bsc-ETH,651,5,BTP
cx9f4ab72f854d3ccdc59aa6f2c3e2215dd62e879f,13.581909774999996,126,CPS Score,280,14,CPS Score
cxc83f6eaf7e123f656657ebac3b09bc7a38e32314,14.842814824999994,120,Code Metal Rewards Distribution,3948,0,Code Metal Rewards Distribution
cxd77007090899311f1afbcae86b49cfe817fc6810,1.1467038124999973,117,xCROWN,342,0,GangstaBet
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,9.239522562499998,112,Metanyx,880,3,Metanyx
hx9028d6d15952b33c8c2c5b5fd35aeb877e366525,0.13625,109,unknown_hx,0,0,unknown_hx
hx294c5d0699615fc8d92abfe464a2601612d11bf7,0.135,108,crypto.com_hot_02,0,0,crypto.com_hot_02
hx5f75e7ea5a055f6700716a2487b44261ed02dd72,0.135,108,unknown_hx,0,0,unknown_hx
cxc2f3ea1c84cac895b3ab05681705d472002bfb1f,42.00890275,108,Mojos,48,0,Mojos
hx4a01996877ac535a63e0107c926fb60f1d33c532,0.1225,98,upbit_hot_03,0,0,upbit
cx7baf94bd53b505353285ee4c4c050f9703581703,0.32498933749999537,95,GangWar Items,94,0,GangWar Items
cx7b4472ca8408eca00a8b483c7151b11ae735988b,0.5565502749999995,91,unknown_cx,0,0,Blobble
hx6332c8a8ce376a5fc7f976d1bc4805a5d8bf1310,0.11375,91,upbit_hot_01,0,0,upbit
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,0.9302442999999985,90,NebulaPlanetToken,97,0,Nebula
cxe0252e6c1fe4040412811d83d13979e335287e45,5.297578912499997,87,Boosted Baln,252,79,Balanced
hxfdb57e23c32f9273639d6dda45068d85ee43fe08,0.10625,85,upbit_hot_02,0,0,upbit
hx5cb84c5948a03d8aa1b2abc475fb42fcc1bd72c9,0.10625,85,unknown_hx,0,0,unknown_hx
cxe7c05b43b3832c04735e7f109409ebcb9c19e664,3.0429101749999967,84,iAM ,192,2,iAM 
cx18403e24f5f5f7cf7a7bae8885d3e1d27ce5fd10,61.4269255125,84,OptimusStrategyICXMining,102,37,Optimus
hxb6ff13c0753f52ea84b1d3abfe3203871c0fcb88,0.10250000000000001,82,unknown_hx,0,0,unknown_hx
hxd9fb974459fe46eb9d5a7c438f17ae6e75c0f2d1,0.10250000000000001,82,huobi,0,0,huobi
hx8d28bc4d785d331eb4e577135701eb388e9a469d,0.1,80,upbit_hot_04,0,0,upbit
hx8e957dff0fe7ec7464742f9b3e7b7be5db33a0ff,0.095,76,unknown_hx,0,0,unknown_hx
hx0cdf40498ef03e6a48329836c604aa4cea48c454,0.09375,75,bithumb_02,0,0,bithumb
hx81d4f834b91569b43cde903ec241eb1fce64a171,0.0925,74,unknown_hx,0,0,unknown_hx
hxa10445db0a8bf2fbd80111248f42d82fe4e39319,0.0925,74,unknown_hx,0,0,unknown_hx
cxed0f02a1a61b483bd366021d68af8469414b7be8,25.514503575,73,unknown_cx,1062,12,unknown_cx
hxf1fe3f33f8ae89b11de7067a0066085b1ccfe9ed,0.09125,73,unknown_hx,0,0,unknown_hx
hx0c65769342c65e2206893f855793d33d0732c5fa,0.09125,73,unknown_hx,0,0,unknown_hx
hxc147caa988765c13eaa6ca43400c27a0372b9436,0.09125,73,unknown_hx,0,0,unknown_hx
hx64adf776e53d0f30d2c4e90461a043fcc58c04bf,0.08875,71,unknown_hx,0,0,unknown_hx
hxafe78a5786c8a6f39af2de6027125476e30d2b22,0.08875,71,unknown_hx,0,0,unknown_hx
hx538c18d6bad4291713739afdc8a57ce850dcde48,0.08875,71,unknown_hx,0,0,unknown_hx
hx1f378d31025968d5da6f1ba56852de71e3adee2f,0.08875,71,unknown_hx,0,0,unknown_hx
hxb17745d715f488307816fb9d2861bc2d08c39e5c,0.08875,71,unknown_hx,0,0,unknown_hx
hxf2b4e7eab4f14f49e5dce378c2a0389c379ac628,0.08875,71,upbit_hot_05,0,0,upbit
hxb33cf56ecd2e6ed4a615e17014a1161613b87670,0.08875,71,unknown_hx,0,0,unknown_hx
hxb70e481ee4806d83ff2e068a937b4e964417c50d,0.08875,71,unknown_hx,0,0,unknown_hx
hxc0a2c4b422657ff499640f07606b1516e9935b9b,0.08875,71,unknown_hx,0,0,unknown_hx
cx27eae7726c18d6cdfffa071e01d1f3a0950d7c3f,4.128796237499998,70,OptimusStrategyLP,258,31,Optimus
cxee1fa51a14783577bc4b900c13579b9bcb0b55f5,60.198405075,69,OptimusStrategyBorrower,236,31,Optimus
hx4b986bda2c90fb74ee76ced3e092f4f7cb91eccb,0.08625000000000001,69,unknown_hx,0,0,unknown_hx
hx6ded5ac881e581e301dc14dafcf9c726a8a5304f,0.085,68,unknown_hx,0,0,unknown_hx
hxba44340c3418f502904edeab57d5ddbf0f5bf986,0.085,68,unknown_hx,0,0,unknown_hx
cx5f1cc357f2304fb2646e20211adbe137ab5852dd,0.19576776249999708,64,GangstaBet Golden Key,64,0,GangstaBet
cx23a91ee3dd290486a9113a6a42429825d813de53,1.9366538124999988,63,BTP Message Center,160,74,BTP
cxcaef4255ec5cb784594655fa5ff62ce09a4f8dfa,0.49716449999999995,63,peek_3,63,0,peek
hx5af8bd1b5cdc321a53ead7a836601ce8e2c938c9,0.0775,62,unknown_hx,0,0,unknown_hx
hxb953647cfa94aba28fc229fed184175d5eee24d1,0.07625,61,unknown_hx,0,0,unknown_hx
hxd2ab70a9d09d60aabec1b6c3dadc35e4bf33b6f1,0.075,60,unknown_hx,0,0,unknown_hx
hxf39ec72347977b0d0b313eb067353ba32927f51d,0.075,60,unknown_hx,0,0,unknown_hx
hxaf4ee010dd42b50ef3ed79cdb37e491bac53bbc5,0.075,60,unknown_hx,0,0,unknown_hx
hx50e8e51177e5d291334be0b376a9c157e8cdf6c0,0.0725,58,unknown_hx,0,0,unknown_hx
hx66f6d913c7cefca07409348cc29a7820b154b34b,0.0725,58,unknown_hx,0,0,unknown_hx
cxfd6f9f61aabc0b8e72f272542711d740fe468819,1.5930889624999982,57,OptimusEarn,270,21,Optimus
hxb2bdf1e828e138ea7bf0788c64c357e5bbb8e58c,0.07,56,unknown_hx,0,0,unknown_hx
hx4940a1cb76cfa37e393434bceb4223a943cfe851,0.07,56,unknown_hx,0,0,unknown_hx
hx70d76177c22a0bdd030fb377e166a212977113f4,0.07,56,unknown_hx,0,0,unknown_hx
hxf560270f1dab0050997d6fbeedd75a2a276fef8f,0.07,56,unknown_hx,0,0,unknown_hx
hxc675d8c973cc8e44664deabc218c6a65ba257915,0.07,56,unknown_hx,0,0,unknown_hx
hx24598bfeb0a38e74579ed7eef13a67166f57990c,0.07,56,unknown_hx,0,0,unknown_hx
hxb8a0a894f86e94c3f90aafff45e9a1b5cf3726d4,0.07,56,unknown_hx,0,0,unknown_hx
hx25e6a3134e2848cc8fce9fcf531ef767649240b6,0.07,56,unknown_hx,0,0,unknown_hx
hx2cad461278a0918f09a43bd8e2cfff9280f792aa,0.07,56,unknown_hx,0,0,unknown_hx
hx76948ccd4e07437bf7073b395b8109e0c8c162c4,0.0675,54,unknown_hx,0,0,unknown_hx
cx883042c10602b50defe69dd8c44acb21e999ada2,0.9860266624999995,54,iDoge Meme Collection,698,56,iDoge Meme Collection
hx9dffde8442c8edad4ab47b18c650b750bf7fc400,0.0675,54,unknown_hx,0,0,unknown_hx
hx2d80a2205feef0920e080b9fb539ee3505ddaa5d,0.06625,53,unknown_hx,0,0,unknown_hx
cx96f98f59f1dc144709fd294d4b906c74f5d709b1,0.1155316874999982,52,EURD_Token_V2,52,0,EURD_Token_V2
hxa9ebee56a07790b3bc222a85d097eba61ea17f7d,0.06375,51,unknown_hx,0,0,unknown_hx
hx1bc3a76124aa63197d67a3bc91d8933a5902b760,0.06375,51,unknown_hx,0,0,unknown_hx
hxed5e0d1bade8dc01084d0a68e0d370c41c69465d,0.06125,49,unknown_hx,0,0,unknown_hx
hx2fd1142c56ba15bcd5ffc3521a4af6790cf5d227,0.06125,49,unknown_hx,0,0,unknown_hx
cxb49d82c46be6b61cab62aaf9824b597c6cf8a25d,1.3177648249999985,48,btp-0x38.bsc-BUSD,177,1,BTP
hxc9c523b47e0c82441e0274a89838a6c2d546724d,0.06,48,unknown_hx,0,0,unknown_hx
hx6b0f294bded619aeaf81ea19edc76dc09663ab0c,0.06,48,unknown_hx,0,0,unknown_hx
hx05d0dd049dff3baf33320efd3aefe0c21e573a66,0.06,48,unknown_hx,0,0,unknown_hx
hxe54895cf1d063141ead704ce68ccd5e4dc0c12c6,0.06,48,unknown_hx,0,0,unknown_hx
cxa6e4587bad1d2bb4e9098ea9c19b8781b70c2ad5,10.972819924999996,48,OptimusStrategyAutoStakeOmm,847,0,Optimus
hx3498b9539ee69807b9bfe5dfa011de525316fd91,0.06,48,unknown_hx,0,0,unknown_hx
hxbda9ea6ce93b75cc2f3234fe2d3c84fa8083a420,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hx39769786f467e354b797c72313c1890858f7827c,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hx38cff5daf620ad1d727662ffa52c534ae7e3fcde,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hx6a7c99794e15a4ee03557887f11a98b0d4adbedc,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hxa0503b1b453bfd1e8b582e6ee6f973f09152a6d0,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hxff77a2bea7686e34a8cb3c1360894af72b3337f4,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hx1a4c9e9c8c866a961e5c88c18c0f019aa97f33db,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hxf270f35cbdacd1964e1a8366b65cd508a2ff105c,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hx148782df8c375cc2f647308cf319705736e4b9e7,0.0575,46,unknown_hx,0,0,unknown_hx
hx00d85a59cfacc2a44e924f4a7892271145747c60,0.0575,46,unknown_hx,0,0,unknown_hx
hx29eb841f8c659af8e4788eac63e343fb22006aaa,0.0575,46,unknown_hx,0,0,unknown_hx
hx87b19d20a762d2e82ad727a30871818875f0ee5f,0.0575,46,unknown_hx,0,0,unknown_hx
hxdf16b4fdc5bead8f77cee0225d9c75dc87e2b8ed,0.0575,46,unknown_hx,0,0,unknown_hx
hx62207d1640bf8e1fefe9bcfe64366cbbd7ce3330,0.0575,46,unknown_hx,0,0,unknown_hx
hxab5df692abc89645d517619ec2324e659f810f46,0.0575,46,unknown_hx,0,0,unknown_hx
hx25ee33bbaf76616b432dfb4b785beb1f92db07c9,0.05625,45,unknown_hx,0,0,unknown_hx
hx3547884cc5401581af2edc79ba927a43d0c8f366,0.05625,45,unknown_hx,0,0,unknown_hx
hx1601f1a830044eb3de13bd22b5ad643adf8975fa,0.05625,45,unknown_hx,0,0,unknown_hx
hx77ac9e96953f31f7c0c56e97b55d9f1784f10ed4,0.05625,45,unknown_hx,0,0,unknown_hx
hx9092a3fc19763f078f069b5406c4433f37b7ea56,0.05625,45,unknown_hx,0,0,unknown_hx
hxc0723d6d8da3baf116c45fa0fd4087a0ccc5183e,0.05625,45,unknown_hx,0,0,unknown_hx
hxdcfe54451c017ecd3efe4becd11bcc7ea1cf252e,0.05625,45,unknown_hx,0,0,unknown_hx
hxf75d5bfe3c3b2bca17f4caee92bfe217788809e5,0.05625,45,unknown_hx,0,0,unknown_hx
hx421f624fd856517b4478b169c8849d087110ce93,0.05625,45,unknown_hx,0,0,unknown_hx
hx909b0fed3d39deace53ce175f92dc153b68bcf6c,0.05625,45,unknown_hx,0,0,unknown_hx
hx98d5590ff946c46597c563a3e4abbfa09a8ed420,0.05625,45,unknown_hx,0,0,unknown_hx
hx37e22dcf5ccff0e83c335c417e7559efefa7c2b8,0.05625,45,unknown_hx,0,0,unknown_hx
hxf0fa3e948b05eca500400a88c13808d0797e4850,0.05625,45,unknown_hx,0,0,unknown_hx
hx856ee6ee02c7abc38b7fbd67875fc08c2d29c3d2,0.05625,45,unknown_hx,0,0,unknown_hx
hxa7890ee9b71c2a9c8f438aba863bd2aec0d6f8de,0.05625,45,unknown_hx,0,0,unknown_hx
hxe76a8703a40e86a119a1e1e5a392afa628d94923,0.05625,45,unknown_hx,0,0,unknown_hx
hx75b616e7ae60f93cd36fa3e876c79c1ecad068df,0.055,44,unknown_hx,0,0,unknown_hx
hx0f413d0a9957df6818780e0b8a5d51d7ca40d3b0,0.055,44,unknown_hx,0,0,unknown_hx
hx2b1bb83fa296ea36b7b96110d60364102d11a42e,0.055,44,unknown_hx,0,0,unknown_hx
hx8ac037ad14449b686777b60e84adb2780a69f365,0.055,44,unknown_hx,0,0,unknown_hx
hxa2f8f89af5b180281b3d8cc5f4b7add364be3b2d,0.055,44,unknown_hx,0,0,unknown_hx
hx9303ad305fa3f55f6555ece02867e1e7a9a86ae2,0.055,44,unknown_hx,0,0,unknown_hx
hx6f354ab6966c9f3cf7a0a166a2d2f264f37f7408,0.055,44,unknown_hx,0,0,unknown_hx
hx93cfc7df38662ee1a8bea185275290a042146955,0.055,44,unknown_hx,0,0,unknown_hx
hx904631ee1f8bdbac314e763e62ce20f58b053f9f,0.055,44,unknown_hx,0,0,unknown_hx
hx35a5e8565b07923caef79e99c8656bfd299fb8d5,0.055,44,unknown_hx,0,0,unknown_hx
