IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9990.0,841685.278767065,141732.8746638487,877.0,1.0080300969765024,142871.00339215784
sICX,12170.0,877816.9786998882,551627.3633256914,741.0,0.31654991756098927,174617.5963851335
BST,411.0,10.883148265463987,167.17562640651641,708.0,0.9453777333955109,158.04411477116722
FRMD,962.0,17598.116951079388,23204.246620692913,539.0,0.009402439151456459,218.17651690645428
CROWN,1278.0,8141.511432543478,25651.368045898962,353.0,0.0021091529358483858,54.10265822253527
$unknown,,,427.22103251606035,244.0,,
BALN,16509.0,359299.16356287315,519545.0215895642,207.0,0.19112030380256384,99295.6023653071
GBET,2911.0,5550.893178689088,99500.56807718154,156.0,0.001814514598545627,180.5452333396289
CODE,255.0,1.4978466699932256,555554.0,108.0,1.1976066513603856e-05,6.6533516558986765
USDS,5454.0,6206.961702529753,2401.705876857071,87.0,1.1297974248941711,2713.441115026316
OMM,13908.0,19503.741652161218,608900.0223640518,82.0,0.004334871271930049,2639.5032144234924
FIN,2276.0,5289.839447137014,12751.899701996535,70.0,0.019074376334652737,243.234533897628
CFT,19438.0,57365.001751866715,1673738.5687223764,62.0,0.0043114668782099335,7216.2684018290265
IUSDC,5611.0,19714.25654848371,1077.056801,51.0,0.40067208355024025,431.54659255862646
BTCB,161.0,10479.02601009952,0.03778796913105657,46.0,52280.1657816815,1975.5612907247007
METX,11420.0,1044.598326529987,743779.521752222,17.0,5.068350382353214e-05,37.697352234593644
IDOGE,1785.0,79.12472334144542,80.0,14.0,2.927681378221778e-07,2.3421451025774222e-05
sARCH,88.0,65681.06840031542,16783.93732371607,9.0,0.23289904239836307,3908.962930367617
ETH,159.0,2957.1764088859254,0.0035692143942793256,6.0,2879.268585797744,10.276726881425585
NPT,466.0,0.637792950544427,0.0,4.0,7.780054048502476e-05,0.0
dUSDS,5454.0,6206.961702529753,440.929068557719,4.0,1.1297974248941711,498.16052621749634
oIUSDC,5611.0,19714.25654848371,2.4826040000000003,4.0,0.40067208355024025,0.9947101173101608
oUSDS,5454.0,6206.961702529753,0.7766067173436066,4.0,1.1297974248941711,0.8774082694103222
finMICX,12170.0,877816.9786998882,42.19110871385118,3.0,0.31654991756098927,13.355591985176327
CLAW,542.0,1054.4279911231044,409398.66277004406,2.0,2.306130306927075e-05,9.441266638294158
XCROWN,1278.0,8141.511432543478,22.088169899211938,1.0,0.0021091529358483858,0.0465873283904408
finICX,12170.0,877816.9786998882,771.4885760928402,1.0,0.31654991756098927,244.21464516143354
ICX,,,,,0.254082213,
