to,Regular Tx,Fees burned,to_def,Internal Tx,Internal Event (excluding Tx),group
0,43152,0.0,System,5,43153,System
cx0000000000000000000000000000000000000000,2072,3.6890499999999284,governance,762,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,522,1.072220625,MyID_1,0,522,MyID
hx11de4e28be4845de3ea392fd8d758655bf766ca7,480,0.6,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,457,5.751218862499998,FRAMD Token,559,27,FRAMD
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,288,1.1868846999999998,Relay_4,0,0,Relay
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,221,2.0761739374999992,MyID_2,221,0,MyID
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,59,0.4663849624999984,NebulaPlanetToken,57,0,Nebula
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,49,1.550747074999998,balanced_rewards,167,0,Balanced
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,46,5.886934224999998,bnUSD,400,7,bnUSD
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,45,6.943072799999999,balanced_baln,325,29,Balanced
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,45,8.2591630875,CraftRewards,440,9,Craft
cxaa99a164586883eed0322d62a31946dfa9491fa6,44,5.715633174999997,optimus_rewards,149,2,Optimus
cx14002628a4599380f391f708843044bc93dce27d,42,22.92898185,iAM Div,5270,5284,iAM 
hxc4193cda4a75526bf50896ec242d6713bb6b02a3,41,0.051250000000000004,binance_hot,0,0,binance
cx2dc662031f3d62bcdba4f63e9bf827767c847565,40,0.5317850624999987,GangstaBet Skill,232,244,GangstaBet
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,40,0.2288078374999992,NebulaMultiToken,43,0,Nebula
cxa0af3165c08318e988cb30993b3048335b94af6c,36,0.922979787499999,balanced_dex,88,0,Balanced
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,34,4.375678799999998,Inanis Treasury,36,6,Inanis
cx44250a12074799e26fdeee75648ae47e2cc84219,33,0.5153636249999985,balanced_governance,0,0,Balanced
cx203d9cd2a669be67177e997b8948ce2c35caffae,26,3.4212865374999986,balanced_dividends,246,5,Balanced
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,25,0.8258076374999995,omm_lending,0,0,Omm
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,24,5.072970562499999,Balanced Router,285,19,Balanced
cxcc711062b732ed14954008da8a5b5193b4d48618,24,0.044399999999997594,peek_1,0,0,peek
cx9c4698411c6d9a780f605685153431dcda04609f,23,0.2044994999999988,Auction,86,0,Craft
cx66d4d90f5f113eba575bf793570135f9b10cece1,23,1.3514640124999997,balanced_loans,79,9,Balanced
cxba62bb61baf8dd8b6a04633fe33806547785a00c,22,0.6929151249999999,MyID_3,22,0,MyID
cx2609b924e33ef00b648a409245c7ea394c467824,22,2.3290053874999996,balanced_sicx,109,4,Balanced
cx43e2eec79eb76293c298f2b17aec06097be606e0,17,0.0882136999999992,balanced_staking,51,0,Balanced
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,14,2.5559558874999997,gangstabet_token,182,4,GangstaBet
cx23a91ee3dd290486a9113a6a42429825d813de53,13,0.3999376624999997,BTP Message Center,24,16,BTP
cxcaef4255ec5cb784594655fa5ff62ce09a4f8dfa,12,0.09469799999999999,peek_3,12,0,peek
cx785d504f44b5d2c8dac04c5a1ecd75f18ee57d16,10,1.4844968999999997,Finance Token,65,4,Optimus
cx2e6d0fc0eca04965d06038c8406093337f085fcf,9,1.4527924499999998,Craft,66,0,Craft
cx943cf4a4e4e281d82b15ae0564bbdcbf8114b3ec,9,0.056500575,NebulaSpaceshipToken,9,0,Nebula
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,9,2.15853205,Yetis,258,258,FRAMD
hx0693176ac311db62ea27da7ea036cb27c1413b97,8,0.01,unknown_hx,0,0,unknown_hx
