IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,10071.0,2166867.8387912572,202690.44806878193,1108.0,1.0100684884136468,204731.23449671935
BST,460.0,83.12287255907813,204.4887181121297,742.0,1.1963861536533913,244.64747092768343
FRMD,990.0,16615.598317600376,78689.9508256715,692.0,0.009188322461560861,723.0286426706372
sICX,12241.0,1695919.405678557,557318.0887793194,367.0,0.27589620901497347,153761.94790968465
$unknown,,,86189.60932273392,273.0,,
INJ,26.0,175097.69184163242,783.2788474128148,118.0,27.08354122624609,21213.96495555149
CODE,258.0,0.9132168817078414,555554.0,98.0,5.2566433386770394e-06,2.9203492333753838
BALN,16573.0,485403.4176497551,31085.062795139936,91.0,0.2148131243684659,6677.479460213967
GBET,2927.0,3425.8435936335495,57403.0,85.0,0.0010112289606375331,58.04757602747632
CROWN,1297.0,5042.0985784572,26878.056942814208,73.0,0.0011907619837169664,32.00536840368303
AVAX,48.0,210357.1091178123,217.30090422739718,69.0,36.86066954803407,8009.8568232150865
ETH,174.0,143660.40114006825,3.4771309319343846,54.0,3899.7741428684985,13560.025299725958
BNB,33.0,153632.25095104758,21.442896179078456,51.0,705.3174546457403,15124.048953260488
CFT,19460.0,36651.328480047916,42131.50011110086,49.0,0.002344202182322649,98.76475450496956
FIN,2281.0,4138.296346150342,810.1457905014348,48.0,0.014671997224071703,11.886456789330428
BTCB,165.0,6952.112297203435,0.002417725676070712,21.0,71432.43672834983,172.70403638242794
IUSDC,5615.0,22997.59760287703,80.549757,15.0,0.6425765080188489,51.75938157482683
archUSDC,52.0,0.980074833319232,27430.264186,14.0,0.9383555457549662,25739.34052045693
USDS,5459.0,1374.3154239055677,0.1854845451819967,9.0,0.11604583210301297,0.021524708387893714
oIUSDC,5615.0,22997.59760287703,1.117507,4.0,0.6425765080188489,0.7180837457466198
oUSDS,5459.0,1374.3154239055677,0.6383572251413855,4.0,0.11604583210301297,0.07407869537050248
sARCH,137.0,37433.80675755782,8810.57218,4.0,0.09605793314999693,846.3253534796627
XCROWN,1297.0,5042.0985784572,1683.6262020749564,3.0,0.0011907619837169664,2.0047980762206374
finMICX,12241.0,1695919.405678557,12502.042243236012,3.0,0.27589620901497347,3449.2660598538705
BTC,3.0,49.4933559322687,0.00137792,3.0,71837.77858260088,98.9867118645374
OMM,13922.0,14278.008639469545,1315.0098961648912,2.0,0.003518748957911217,4.6271897017731485
ICX,,,,,0.217534,
