to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,301920,System,68,301927,System
cx0000000000000000000000000000000000000000,25.936597499999507,14613,governance,5564,0,governance
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,10.713989999999999,5216,MyID_1,0,5216,MyID
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,368.62601671249996,3533,bnUSD,13289,144,bnUSD
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,105.74951646249998,3385,FRAMD Token,5532,579,FRAMD
hx11de4e28be4845de3ea392fd8d758655bf766ca7,4.19875,3359,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,21.931458374999984,2334,MyID_2,2334,0,MyID
cxca5faa5a71d986a2e84dd7e6f5ff791d29901ebe,9.096430137499997,2302,Relay_4,0,0,Relay
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,6.871524774999952,1462,GangstaBet Crown,1539,0,GangstaBet
cx2609b924e33ef00b648a409245c7ea394c467824,96.65436806249998,718,balanced_sicx,4048,57,Balanced
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,4.676756524999983,684,NebulaMultiToken,808,0,Nebula
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,89.26745812499998,623,CraftRewards,4778,36,Craft
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,5.011696174999985,590,NebulaPlanetToken,831,0,Nebula
hxb568381d35d3e7a6383200e8a0d30310af20b929,0.65375,523,unknown_hx,0,0,unknown_hx
cx66d4d90f5f113eba575bf793570135f9b10cece1,35.052079824999986,461,balanced_loans,1438,143,Balanced
cxba62bb61baf8dd8b6a04633fe33806547785a00c,12.860467499999997,414,MyID_3,413,0,MyID
cx2dc662031f3d62bcdba4f63e9bf827767c847565,6.890717812499989,394,GangstaBet Skill,3114,3255,GangstaBet
cx9c4698411c6d9a780f605685153431dcda04609f,3.5914932249999842,382,Auction,1903,6,Craft
cxa0af3165c08318e988cb30993b3048335b94af6c,15.755107274999988,369,balanced_dex,1125,0,Balanced
cx69bcdf1753472c1444188ec3f5188657e30c8322,1.0973824374999985,347,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,44.56828309999999,344,balanced_baln,1757,126,Balanced
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,77.43052513749998,304,omm_lending,10353,0,Omm
cxaa99a164586883eed0322d62a31946dfa9491fa6,34.74970634999999,280,optimus_rewards,877,14,Optimus
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,13.02139464999999,264,balanced_rewards,924,0,Balanced
cx14002628a4599380f391f708843044bc93dce27d,141.68246779999998,258,iAM Div,31526,31616,iAM 
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,54.25948891249999,231,Balanced Router,2491,80,Balanced
cx203d9cd2a669be67177e997b8948ce2c35caffae,44.361022212499996,222,balanced_dividends,2841,71,Balanced
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,33.59185126249999,219,Inanis Treasury,338,59,Inanis
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,45.400822624999996,217,omm_token,1838,91,Omm
cx2e6d0fc0eca04965d06038c8406093337f085fcf,41.38976309999999,208,Craft,1594,25,Craft
cx32743b6f4588f5c1b025c5bb732ac62349365417,0.9561839749999896,204,Craft,97,15,Craft
hx49b1556654e51f52d59a8222b4737ee7dccc6d1b,0.2325,186,upbit_cold_02,0,0,upbit
cxae3034235540b924dfcc1b45836c293dcc82bfb7,20.351788449999994,176,ICON USD Coin,1405,11,ICON USD Coin
cxcc711062b732ed14954008da8a5b5193b4d48618,0.3089499999999833,167,peek_1,0,0,peek
cxbb2871f468a3008f80b08fdde5b8b951583acf06,31.272781612499994,152,Stably_USD,837,6,Stably_USD
cx30f18d26f45d990112a4cd4825c0b79af73aac7c,37.667103575,152,Yetis,4379,4366,FRAMD
cx334db6519871cb2bfd154cec0905ced4ea142de1,0.5175161249999962,134,unknown_cx,0,0,unknown_cx
cx6139a27c15f1653471ffba0b4b88dc15de7e3267,25.663264062499994,129,gangstabet_token,1469,33,GangstaBet
cx7b1843b7ef5368a080ccf59c0a9d1bdec474f9f6,8.505189537499996,118,optimus_dividends,910,0,Optimus
cx44250a12074799e26fdeee75648ae47e2cc84219,1.882468699999998,112,balanced_governance,1,0,Balanced
cx28b2ec885b50c8a93da752f2d0467a67127a70e8,7.9114519499999965,110,CROWN,609,10,GangstaBet
cx943cf4a4e4e281d82b15ae0564bbdcbf8114b3ec,0.6483551874999968,91,NebulaSpaceshipToken,111,0,Nebula
cx785d504f44b5d2c8dac04c5a1ecd75f18ee57d16,11.480407574999997,90,Finance Token,422,5,Optimus
cx23a91ee3dd290486a9113a6a42429825d813de53,2.1820487999999973,81,BTP Message Center,169,51,BTP
hxbb984f278abd66ae2155edbd91f8c87ce98411c8,0.09125,73,kucoin,0,0,kucoin
cx5b5a03cb525a1845d0af3a872d525b18a810acb0,5.2124679874999975,62,btp-0x38.bsc-BTCB,364,8,BTP
hxa390d24fdcba68515b492ffc553192802706a121,0.07125000000000001,57,bitvavo_hot,0,0,bitvavo
hx8e7185061e1578659e245e1ed8c2b7526d7ff205,0.06875,55,unknown_hx,0,0,unknown_hx
cx82c8c091b41413423579445032281bca5ac14fc0,0.2775080624999998,55,Craft,55,13,Craft
hxfcd94d14f47b8fea18baabbb07baaa6f9a1320b6,0.06625,53,unknown_hx,0,0,unknown_hx
cx8683d50b9f53275081e13b64fba9d6a56b7c575d,0.192806562499997,53,gangstabet_trade,55,0,GangstaBet
hx85532472e789802a943bd34a8aeb86668bc23265,0.0625,50,unkEx_c_01,0,0,unkEx_c
hx8d28bc4d785d331eb4e577135701eb388e9a469d,0.06125,49,upbit_hot_04,0,0,upbit
hx078d81cce09024f96fd6d358ad1668d55a2ff926,0.058750000000000004,47,unknown_hx,0,0,unknown_hx
hx0cdf40498ef03e6a48329836c604aa4cea48c454,0.058750000000000004,47,bithumb_02,0,0,bithumb
hx0c65769342c65e2206893f855793d33d0732c5fa,0.0575,46,unknown_hx,0,0,unknown_hx
cxcef70e92b89f2d8191a0582de966280358713c32,1.0681959374999985,44,BTP Token Service,103,43,BTP
hx6b91c8dea3114de74ecfa85908b875778c2b599c,0.055,44,bybit,0,0,bybit
hx6332c8a8ce376a5fc7f976d1bc4805a5d8bf1310,0.05375,43,upbit_hot_01,0,0,upbit
hx133323c2e990994816b548a9e7eb080a5eac8031,0.0525,42,unknown_hx,0,0,unknown_hx
cx8dc674ce709c518bf1a6058a2722a59f94b6fb7f,1.612283899999999,41,Balanced StakedLP,123,0,Balanced
cx43e2eec79eb76293c298f2b17aec06097be606e0,0.6621351999999986,41,balanced_staking,118,0,Balanced
cx288d13e1b63563459a2ac6179f237711f6851cb5,2.2065697874999985,40,btp-0x38.bsc-ETH,181,1,BTP
hx4a01996877ac535a63e0107c926fb60f1d33c532,0.04625,37,upbit_hot_03,0,0,upbit
cxd0d93ab058d3706d3365ae455497f3cdd5bfae51,0.4449665999999996,36,Inanis MultiToken,36,0,Inanis
cx841f29ec6ce98b527d49a275e87d427627f1afe5,4.024376324999999,35,OMM Delegation,0,0,Omm
cxb49d82c46be6b61cab62aaf9824b597c6cf8a25d,0.1017824999999978,35,btp-0x38.bsc-BUSD,35,0,BTP
hxf2b4e7eab4f14f49e5dce378c2a0389c379ac628,0.04,32,upbit_hot_05,0,0,upbit
cxcaef4255ec5cb784594655fa5ff62ce09a4f8dfa,0.23674499999999998,30,peek_3,30,0,peek
hx68646780e14ee9097085f7280ab137c3633b4b5f,0.03625,29,kraken_hot,0,0,kraken
hxba44340c3418f502904edeab57d5ddbf0f5bf986,0.03625,29,unknown_hx,0,0,unknown_hx
hx792bf39913a49c0a020edabf499bb41477703b96,0.035,28,unknown_hx,0,0,unknown_hx
cxc83f6eaf7e123f656657ebac3b09bc7a38e32314,3.619686574999999,28,Code Metal Rewards Distribution,988,0,Code Metal Rewards Distribution
hx197f1280c480a060183cccdf19d9d27c1a0344b6,0.035,28,unknown_hx,0,0,unknown_hx
cx0eb215b6303142e37c0c9123abd1377feb423f0e,1.2785117499999994,27,Bridge,62,35,Bridge
