IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,872.0,14611.458028287274,116088.62820450246,1659.0,0.018329976241123678,2127.9017968531703
bnUSD,9851.0,721098.3806039458,304941.4442664879,1224.0,0.9999188308775292,304916.6924370518
sICX,12073.0,649940.634554904,1544919.8894987006,1200.0,0.26600676028146036,410959.1346999411
BST,275.0,4.143750517751278,391.54515107744385,591.0,1.2995414397547622,508.82914936017727
$unknown,,,26816.068968856678,510.0,,
CFT,19156.0,62301.40941269288,5950875.521444094,495.0,0.005163740374110344,30728.77619138582
GBET,2845.0,12093.390012412217,145047.28484331994,407.0,0.0052661644847536064,763.8428600518315
CROWN,1183.0,21571.44361215307,61660.79026616798,316.0,0.009865061544538043,608.2874908605994
BALN,16384.0,305692.15095739806,253152.38553982752,310.0,0.08868055172019473,22449.69321895535
CODE,244.0,16.231043009834185,869904.9363797595,135.0,8.299316206408645e-06,7.219616136531419
OMM,13887.0,22430.684143336148,1032248.8729999978,121.0,0.0029990192149294405,3095.7342047162533
FIN,2258.0,18360.386166471988,14662.998680997684,97.0,0.09857393107728173,1445.3894213669384
IUSDC,5583.0,121917.10931422975,1209.405055,80.0,0.9881447166159606,1195.0672153468852
USDS,5432.0,11428.722524272249,325.5462525464174,54.0,0.9887403212759022,321.88070633291073
BTCB,141.0,53346.37995207111,0.04379291441224379,50.0,31298.502823255767,1370.6526553702104
XCROWN,1183.0,21571.44361215307,4813.392842423493,7.0,0.009865061544538043,47.48441662854666
VOID,153.0,887.8611443097789,1224.2695296869547,7.0,0.01663350297257442,20.36389086128025
oICX,12073.0,649940.634554904,6582.672967259607,6.0,0.26600676028146036,1751.0355100130755
ETH,113.0,7981.114448644209,0.001787372984757192,6.0,1905.7727267709972,3.40632668691753
BUSD,65.0,4.666585969432327,5971.0,4.0,1.3644916065018788,8147.379382422719
finMICX,12073.0,649940.634554904,71.92930844034818,3.0,0.26600676028146036,19.133682307502923
oIUSDC,5583.0,121917.10931422975,5.058156,2.0,0.9881447166159606,4.998190127219321
oUSDS,5432.0,11428.722524272249,1.4950654602786224,2.0,0.9887403212759022,1.4782315035243896
obnUSD,9851.0,721098.3806039458,3797.5513878951206,2.0,0.9999188308775292,3797.2431439814272
oOMM,13887.0,22430.684143336148,235.19110198063674,2.0,0.0029990192149294405,0.7053426340203591
NPT,464.0,1.032987481149848,38.025,2.0,0.00019915719522164307,0.007572952348302978
IUSDT,3480.0,723.4932735304698,0.002068,2.0,0.9647684934923858,0.001995141244542254
IDOGE,1745.0,49.11676614099789,20090.0,2.0,1.155971433086524e-07,0.0023223466090708266
finICX,12073.0,649940.634554904,0.08567888973420229,1.0,0.26600676028146036,0.022791163882707625
UP,,,0.023942376662560085,1.0,0.6528929110044442,0.015631807995583724
FinICX,12073.0,649940.634554904,111.20212824947184,1.0,0.26600676028146036,29.58051787204547
TAP,9232.0,7.435941904538573,10000.0,1.0,0.0002976605881044759,2.976605881044759
ICX,,,,,0.2223,
