IRC Token,Amount,No. of Transactions
BALN,708652.0080179358,7836
LDX,424467.296875,3359
sICX,3266647.830555344,3352
bnUSD,1333410.06548424,2544
IWIN,2257.9375999999065,2526
IAM,10373.91822083658,2024
PGT,2999.999999999998,1662
METX,490974.0614463109,845
UP,12.925656150094277,228
TAP,1568321.3727294137,79
EPX,2587.8,67
SEED,1114.889821,64
ACT,1464.0,32
ICXIOU,8550.2475,5
HGC,1500.0,2
SPORTS,84975.0,1
uTAP,0.15252587549659916,1
