IRC Token,Amount,No. of Transactions
BALN,674874.7446656376,4984
sICX,7910309.255057174,4086
bnUSD,3414889.884530099,3463
IAM,6451.620816129028,2014
METX,781048.0483432498,846
PGT,3000.0000000000005,528
IWIN,295.30319999999983,289
UP,7.6285979517527425,204
TAP,835068.0252238655,101
EPX,25953.9426,98
ACT,2029.0,56
SEED,555.9804220000001,52
LDX,3800.25,42
HGC,11750.0,4
SPORTS,20000003.36,4
ICXIOU,272.0,1
