IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
BST,455.0,88.26515786290015,129.8162969499042,711.0,1.2363348244034753,160.4964086942692
FRMD,989.0,17233.46043144128,27369.864212635588,641.0,0.010132786333572627,277.33298604553244
bnUSD,10062.0,1843416.9729118606,261614.32798882615,587.0,1.0000854586393668,261636.68519333494
sICX,12232.0,1616155.2247717348,337650.0679197951,372.0,0.26854834852707626,90675.36811991611
GBET,2923.0,3828.0466462975533,245166.75560781537,116.0,0.0012721152387875812,311.8803658528126
$unknown,,,85086.61275775831,102.0,,
CODE,258.0,0.8900508919483776,555554.0,98.0,5.116644742737155e-06,2.8425724534065977
BALN,16566.0,488774.1432795343,20058.06811718291,54.0,0.20635594962797488,4139.101694023885
CROWN,1294.0,5616.900393184528,1280392.4372592368,45.0,0.001498663887963649,1918.8779081421803
FIN,2279.0,4384.774403206063,1464.1134035935531,44.0,0.015543825388736832,22.757923094767367
ETH,170.0,58484.3200747236,6.97525569817493,30.0,2931.0336262417363,20444.709002985
CFT,19458.0,36343.76686309776,7304.914343725352,30.0,0.0026024586001111728,19.010737156903506
IUSDC,5615.0,22323.76218882526,63.874362999999995,8.0,0.6133428556896615,39.17688420777805
INJ,16.0,113698.60025613342,127.14637522133455,8.0,24.109642837536498,3065.4536946737767
OMM,13921.0,14546.258863729732,23199.222862731902,7.0,0.0037217644483248657,86.34204287928101
IAM,4068.0,10.894889453085977,5633.3363256154535,7.0,0.007775007347295142,43.79923132144477
archUSDC,42.0,11.123186918194875,53197.57,7.0,1.0214303052113092,54337.61016159999
XCROWN,1294.0,5616.900393184528,287480.44472988666,6.0,0.001498663887963649,430.8365610124108
USDS,5459.0,1484.7273590113707,0.17519593346074405,6.0,0.13176091715549224,0.023083976874700228
VOID,160.0,783.939455832319,235.85560200452778,4.0,0.014498684414318622,3.419595940812783
oIUSDC,5615.0,22323.76218882526,1.111235,4.0,0.6133428556896615,0.681568048242301
oUSDS,5459.0,1484.7273590113707,0.638282632906124,4.0,0.13176091715549224,0.08410070511613327
BTCB,165.0,6271.430880695876,0.002001488671516202,3.0,59704.643321125535,119.49816724414823
AVAX,34.0,168127.73055295885,4.611814815054109,2.0,33.63376219919708,155.11268279626398
finMICX,12232.0,1616155.2247717348,0.000892867437446175,2.0,0.26854834852707626,0.00023977807577977287
sARCH,137.0,43210.6357539178,26.490215403122523,2.0,0.1289907584983522,3.416992977633507
ICX,,,,,0.212623619,
