IRC Token,Amount,No. of Transactions
BALN,535529.3791214629,4110
IWIN,160056.71549999516,3271
sICX,3827416.3426743164,2320
bnUSD,2125901.0635676933,2027
IAM,16137.889825805114,1957
METX,358129.2891219852,830
PGT,2999.9999999999995,602
UP,18.45294300822418,209
TAP,3264728.100777549,81
SEED,141.33806700000002,53
EPX,269.4770000000001,41
ACT,3363.0,38
ICXIOU,9058.819150000001,18
LDX,2000.0,10
HGC,16750.0,5
