IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9930.0,798209.5750140926,377747.40976582,1620.0,1.014518945503164,383231.9038221713
sICX,12124.0,846213.0963275344,2710753.3721998823,1325.0,0.3144170425601026,852307.0583969121
BST,342.0,620.6112453418563,343.29863870768617,701.0,1.1612580164639978,398.65829624047825
$unknown,,,7532.351812393582,665.0,,
FRMD,938.0,16886.98862066353,25459.25819401542,634.0,0.012609134301384918,321.01920578197485
CFT,19416.0,54892.894424754406,12390182.994409923,396.0,0.0036931588321108236,45758.913757274335
GBET,2899.0,8417.296872037654,1762505.7261482268,389.0,0.0035291135173796573,6220.082782608755
BALN,16424.0,268449.06861705,545458.3195537536,250.0,0.08888241515275416,48481.65280710037
CROWN,1245.0,13720.135969492621,200113.89484820422,138.0,0.004446859618858594,889.8783981729941
CODE,252.0,8.834761690032426,3357400.2758123567,128.0,8.899200276312931e-06,29.878177462202437
BTCB,158.0,18897.482380403773,0.19072960838243477,117.0,36610.036077334924,6982.617843896898
FIN,2264.0,13308.54210088057,9167.177174023773,66.0,0.08841385650466736,810.5054872169999
IUSDC,5598.0,41849.150362054635,944.872357,61.0,1.038461334048032,981.2134083553283
OMM,13900.0,20248.65486344645,388440.74490855425,57.0,0.002779960991246582,1079.850118256545
USDS,5446.0,5313.078577342298,483.15437694746487,51.0,0.8801624691883294,425.25434941322953
NPT,465.0,1.0215100558866892,452.4,33.0,0.0001974289678527453,0.08931686505658197
ETH,141.0,5281.605064155759,0.7623678892435731,16.0,2090.2216564750847,1593.5178722981154
METX,11418.0,1077.3141421305506,935903.0360374107,8.0,5.1018166161861693e-05,47.748056603947454
VOID,158.0,449.3231692476438,2149.8007313183334,7.0,0.01074343062888983,23.09623502285514
IAM,4064.0,11.022377433182765,359.39147530608983,6.0,0.014868687019078012,5.343679363650954
CLAW,539.0,1351.0329917305148,4987719.595559553,6.0,3.8126863284747535e-05,190.16610312255534
XCROWN,1245.0,13720.135969492621,46049.5135339406,6.0,0.004446859618858594,204.77572220216274
finMICX,12124.0,846213.0963275344,284.79345002624564,4.0,0.3144170425601026,89.54391429774053
oOMM,13900.0,20248.65486344645,217.99510039352063,4.0,0.002779960991246582,0.6060178753768698
UP,,,0.07921642611189653,2.0,0.747443158793773,0.05920977576142946
dUSDS,5446.0,5313.078577342298,76.77599636856898,2.0,0.8801624691883294,67.57535053815388
finICX,12124.0,846213.0963275344,14258.554731086939,2.0,0.3144170425601026,4483.132609729714
oIUSDC,5598.0,41849.150362054635,2.242868,2.0,1.038461334048032,2.3291316953736416
oUSDS,5446.0,5313.078577342298,1.144647882500611,2.0,0.8801624691883294,1.0074761066129305
IDOGE,1764.0,46.28629662682653,353320.0,1.0,1.0142249253631579e-07,0.035834595062931095
FinICX,12124.0,846213.0963275344,3.375978308452438,1.0,0.3144170425601026,1.0614651154906736
ICX,,,,,0.256925689,
