IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
sICX,4272595.721384523,5364.0,0.9774839215999863,4176393.6211502664
bnUSD,2678798.9017248754,4631.0,1.0571415192970899,2831869.540860811
BALN,946712.9515458856,2954.0,0.7867231837431018,744801.027331008
CFT,8591564.904012432,2186.0,0.1484496546077795,1275414.8425409659
FIN,40157.13906749915,1984.0,11.749096528674368,471810.1032194481
GBET,561148.6025153492,1827.0,0.1355987911457388,76091.07215420203
OMM,2078669.2946264117,1472.0,0.10171684236804997,211435.67697682034
METX,675260.2286555956,980.0,0.001566474305393509,1057.7777976431362
IUSDC,535435.865609,716.0,1.0335848616376289,553418.4050713023
USDS,295048.7205598104,481.0,1.016829635443123,300014.28296479187
IWIN,120.2533,212.0,,
obnUSD,215834.76265188635,102.0,1.0571415192970899,228167.88890694192
finICX,316506.75925331336,92.0,11.749096528674368,3718668.4664450777
oICX,98356.87693137513,88.0,0.9774839215999863,96142.26577920778
oOMM,81811.27078557132,78.0,0.10171684236804997,8321.58413442581
oIUSDC,111527.78229799999,74.0,1.0335848616376289,115273.42743522991
TAP,980344.9240543724,69.0,0.002518768127291554,2469.261548460212
oUSDS,81455.79046892883,52.0,1.016829635443123,82826.66172725231
IUSDT,3355.628511,50.0,1.0070517149030433,3379.291446580096
UP,2.3513826771529884,27.0,2.5541232463684147,6.005721156824444
dbnUSD,67728.00551347542,24.0,1.0571415192970899,71598.08664747709
dUSDS,30309.850247479404,20.0,1.016829635443123,30819.953977480134
LDX,2742.055,18.0,,
dIUSDC,5106.031660000001,17.0,1.0335848616376289,5277.517026818453
oBALN,79425.9567889581,17.0,0.7867231837431018,62486.24159685114
dBALN,32798.530650162174,15.0,0.7867231837431018,25803.36445519129
IAM,218.58369057433896,13.0,,
HGC,13500.0,3.0,,
IETH,0.09604799,1.0,1898.7127261323708,182.36754093243468
ICX,,,0.906453,
