to,Fees burned,Regular Tx,to_def,Internal Tx,Internal Event (excluding Tx),group
0,0.0,302046,System,30,302053,System
cx0000000000000000000000000000000000000000,111.52415344999945,16915,governance,6661,0,governance
cx14002628a4599380f391f708843044bc93dce27d,85.5104871375,5684,iAM Div,37326,37424,iAM 
cx369a5f4ce4f4648dfc96ba0c8229be0693b4eca2,17.61056256249993,5227,Metanyx,5598,1,Metanyx
hx92b7608c53825241069a280982c4d92e1b228c84,8.010419999999497,5038,MyID_related_2,0,0,MyID
cx9e3cadcc1a4be3323ea23371b84575abb32703ae,9.115929375,4438,MyID_1,0,4438,MyID
hx11de4e28be4845de3ea392fd8d758655bf766ca7,4.2,3360,3-min_tx_bot_in,0,0,3-min_tx_bot_in
cx2aa9b28a657e3121b75d3d4fe65e569398645d56,71.15539993749998,3018,FRAMD Token,5640,722,FRAMD
cx694e8c9f1a05c8c3719f30d46b97697960e4289e,20.612135749999954,2192,MyID_2,2192,0,MyID
cx087b4164a87fdfb7b714f3bafe9dfb050fd6b132,25.166707499999955,2169,Relay_1,0,10301,Relay
cx69bcdf1753472c1444188ec3f5188657e30c8322,4.085848874999868,1726,"broof - we prove, verify and love you.",0,0,"broof - we prove, verify and love you."
cxd47f7d943ad76a0403210501dab03d4daf1f6864,17.34685956249995,1668,"ICONbet
 Blackjack",2542,4243,ICONbet
cxe5c2c460364acc5f8c1d5ca925930043d8d9c9dd,7.4904988249999365,1593,GangstaBet Crown,1751,0,GangstaBet
cx85954d0dae92b63bf5cba03a59ca4ffe687bad0a,7.663882037499973,1104,NebulaMultiToken,1161,0,Nebula
cx38fd2687b202caf4bd1bda55223578f39dbb6561,27.32974084999996,1069,"ICONbet
 Mini Roulette(new)",3810,2164,ICONbet
cx88fd7df7ddff82f7cc735c871dc519838cb235bb,189.95790142499996,1020,bnUSD,8748,185,bnUSD
cxcb455f26a2c01c686fa7f30e1e3661642dd53c0d,262.06169084999993,941,omm_lending,30206,0,Omm
cx7ecb16e4c143b95e01d05933c17cb986cfe618e6,89.14096256249998,795,CraftRewards,5278,57,Craft
cx57d7acf8b5114b787ecdd99ca460c2272e4d9135,6.164669112499981,774,NebulaPlanetToken,1057,0,Nebula
cx2609b924e33ef00b648a409245c7ea394c467824,87.55577967499998,675,balanced_sicx,3742,47,Balanced
cxaa99a164586883eed0322d62a31946dfa9491fa6,60.39395389999998,659,optimus_rewards,2384,14,Optimus
cx1a29259a59f463a67bb2ef84398b30ca56b5830a,89.64358692499998,653,omm_token,4447,236,Omm
cx2dc662031f3d62bcdba4f63e9bf827767c847565,12.13895712499998,650,GangstaBet Skill,5589,5728,GangstaBet
cx9c4698411c6d9a780f605685153431dcda04609f,19.696996187499973,628,Auction,1901,8,Craft
cxa0af3165c08318e988cb30993b3048335b94af6c,71.41076081249999,596,optimus_baln,1923,234,Optimus
cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,60.22975148749998,572,balanced_baln,3219,160,Balanced
cx10d59e8103ab44635190bd4139dbfd682fa2d07e,33.441262087499986,495,balanced_rewards,1729,0,Balanced
cx21e94c08c03daee80c25d8ee3ea22a20786ec231,105.47791918749998,466,Balanced Router,4454,174,Balanced
cxba62bb61baf8dd8b6a04633fe33806547785a00c,13.809091124999998,450,MyID_3,450,0,MyID
cx66d4d90f5f113eba575bf793570135f9b10cece1,21.988532949999986,433,balanced_loans,1281,60,Balanced
hxc4193cda4a75526bf50896ec242d6713bb6b02a3,0.51125,409,binance_hot,0,0,binance
cxe971c0a92c58db502e4a224efc6ba311eb1c173d,52.769359512499996,384,Inanis Treasury,234,45,Inanis
cx203d9cd2a669be67177e997b8948ce2c35caffae,26.652681262499993,353,balanced_dividends,2060,0,Balanced
