delegator,week,how_many_prep_voted,raffle_tickets
hxa000265b6f0ba5bb9bb0fc1cf1e1d8f19b112005,2021-07,77,7
hxa000265b6f0ba5bb9bb0fc1cf1e1d8f19b112005,2021-07,77,7
hx8cd42bdd4d43f0df5c652ae6c15d695a39e059b7,2021-07,77,7
hx8cd42bdd4d43f0df5c652ae6c15d695a39e059b7,2021-07,77,7
hx9c57fef4b5282df2897381f41385a4b011d994c8,2021-07,77,7
hx9c57fef4b5282df2897381f41385a4b011d994c8,2021-07,77,7
hx8e668003439f2c9cb6a0bea0964b6f7caaf45738,2021-07,77,7
hx8e668003439f2c9cb6a0bea0964b6f7caaf45738,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hxa000265b6f0ba5bb9bb0fc1cf1e1d8f19b112005,2021-07,77,7
hxa000265b6f0ba5bb9bb0fc1cf1e1d8f19b112005,2021-07,77,7
hxa000265b6f0ba5bb9bb0fc1cf1e1d8f19b112005,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx89544de3be6943239dbeaa9f02f93c081d2c8262,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hxa000265b6f0ba5bb9bb0fc1cf1e1d8f19b112005,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx8e668003439f2c9cb6a0bea0964b6f7caaf45738,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,2021-07,77,7
hx9c57fef4b5282df2897381f41385a4b011d994c8,2021-07,77,7
hx8e668003439f2c9cb6a0bea0964b6f7caaf45738,2021-07,77,7
hx8e668003439f2c9cb6a0bea0964b6f7caaf45738,2021-07,77,7
hx8cd42bdd4d43f0df5c652ae6c15d695a39e059b7,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hxa27e0324a109159acc918c845e792f1ca58a13e9,2021-07,77,7
hxa27e0324a109159acc918c845e792f1ca58a13e9,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hxa27e0324a109159acc918c845e792f1ca58a13e9,2021-07,77,7
hxa27e0324a109159acc918c845e792f1ca58a13e9,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hxa27e0324a109159acc918c845e792f1ca58a13e9,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hx575b4f31e40cb4399ccbd8f69a7cd55d0f22e8ed,2021-07,77,7
hxa27e0324a109159acc918c845e792f1ca58a13e9,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hxa2d94ca5821a2d9d006d3d677c4b1ade8d23d697,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hxed2a995afbd2f2845b7a293d24b4896f92a861c7,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hx8c2b14be00d9f4fbe45a4d3e9182ba6fdf17b773,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hx5b342404d31847992c2f2abbf8d7fb409e16f0d8,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hx29c25b866304b8dcf430ef721913d8d82375006b,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hx46587fb61613835e91713daf2e472672d4677598,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2021-07,77,7
hx695b282775671ce523762ddba3c4318219bf14fa,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hx3162ddabdd7a774e7fa3366fb64e228da2609f10,2021-07,77,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxbb822ec30a0840b068a5b8faabe8f1de2ba0c3af,2021-07,76,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hx91a96b35dc34010c9c732c0cfb3b1c44167ebfb2,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx459d651268a86458665641753d1eed6d845394ea,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx023308aeb078c8e8ab8519689cc19a59e93974be,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hxa8460d783bab1321378963d1a0da7a89617b99f9,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hxa24bf1e97a8cc716d95581b915dbc30675ff9bdd,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,2021-07,75,7
hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,2021-07,75,7
hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,2021-07,75,7
hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx91a96b35dc34010c9c732c0cfb3b1c44167ebfb2,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx5e221d7dad8bf894898b7153bb78ec137452b469,2021-07,75,7
hx5e221d7dad8bf894898b7153bb78ec137452b469,2021-07,75,7
hx5e221d7dad8bf894898b7153bb78ec137452b469,2021-07,75,7
hx5e221d7dad8bf894898b7153bb78ec137452b469,2021-07,75,7
hx5e221d7dad8bf894898b7153bb78ec137452b469,2021-07,75,7
hx5e221d7dad8bf894898b7153bb78ec137452b469,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hx381931bf1ee5eaf0e67663f94d9a719baf81a405,2021-07,75,7
hx7718e35cf0bdfafb23247237ddf9dfe07a74bcc1,2021-07,75,7
hx91a96b35dc34010c9c732c0cfb3b1c44167ebfb2,2021-07,75,7
hx91a96b35dc34010c9c732c0cfb3b1c44167ebfb2,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hx4982952652ba7353836dcb218e8e9b97b06f2783,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hx87ba3eb23afc92db4ab4f3ba57cbff1ec8469805,2021-07,75,7
hx91a96b35dc34010c9c732c0cfb3b1c44167ebfb2,2021-07,75,7
hx37b6e32abe4ae18bc1998db5395148d4cb1fc9cf,2021-07,75,7
