IRC Token,Amount,No. of Transactions
BALN,636646.4317533427,3671
sICX,2661598.047533212,2740
IWIN,157619.51119999503,2682
bnUSD,1819565.3429308888,2659
PGT,3034.5699038103803,1940
METX,363438.3087855783,462
UP,4.639499614907887,122
TAP,712363.9395398326,46
ACT,2826.0,34
SEED,223.21175899999997,32
LDX,3068.75,23
EPX,9.166,8
HGC,11000.0,3
IAM,403192.0,3
IUSDC,1008.99,1
USDS,72.29,1
