date,delegator,sum_votes,how_many_prep_voted,raffle_tickets,total_votes,total_votes,total_votes,total_votes,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep,vote_percentages_per_prep
,,,,,min,max,median,mean,min,max,median,mean
2021-02-17,hxb09866aadc6d5b5e9c2c222f4419fa02e34939a9,5102.000000000001,100,10,8.999999999999943,2015.000000000001,9.0,51.02000000000001,0.17640%,39.49432%,0.17640%,1.00000%
2021-02-17,hxb0d886f01ca2697ce9961232a754bb3923142128,17380.8269,100,10,20.677799999999984,2708.8506999999995,157.7947,173.808269,0.11897%,15.58528%,0.90787%,1.00000%
2021-02-17,hxc505466cc0a61e6e7ec7fb0a0dc0316d606ff63f,401394.41679999995,100,10,833.3333000000002,225522.4094,1500.0,4013.9441679999995,0.20761%,56.18474%,0.37370%,1.00000%
2021-02-17,hx93f780635e8eceb569c8ac44cdcb88eb4c5c39b3,8409.3494,100,10,9.999999999999545,4429.3494,9.999999999999996,84.09349399999999,0.11892%,52.67173%,0.11892%,1.00000%
2021-02-17,hx2be8c1cf96fa6685d848d7798408a3e5941a8d82,15.149799999999981,100,10,0.0001,10.0,0.0001,0.1514979999999998,0.00066%,66.00747%,0.00066%,1.00000%
2021-02-17,hxa16dc10855a6a7d1c455d324f9c7776ae1290133,247020.8932,100,10,1000.0,52139.877400000005,2000.0,2470.208932,0.40482%,21.10748%,0.80965%,1.00000%
2021-02-17,hx1b4e0df6efc52a2b567f6b254353e14c7a2b479f,56267.196915396344,100,10,47.8926,3912.2277077999365,409.6999113671302,562.6719691539635,0.08512%,6.95295%,0.72813%,1.00000%
2021-02-17,hx5ca7bf0204fe5a074ee9fc8eef5f1379f4ba2ca5,53513.86159999999,99,9,0.999999999996362,53390.9024,1.0,540.5440565656564,0.00187%,99.77023%,0.00187%,1.01010%
2021-02-17,hxfba1d468956f06d3bd09b05762c374a88f8b4d5c,5219.000000000002,99,9,1.0,5121.0,1.0,52.71717171717174,0.01916%,98.12225%,0.01916%,1.01010%
2021-02-17,hx14c5d80083258bca5146f7c1eecb780ad0c0f930,1724.3979,96,9,1.0,417.7802,5.0,17.962478125,0.05799%,24.22760%,0.28996%,1.04167%
2021-02-17,hx114049660809114582bfc83f66833560544bf877,1229.708700000001,88,8,10.000000000000002,19.1711,10.312800000000001,13.973962500000011,0.81320%,1.55900%,0.83864%,1.13636%
2021-02-17,hx1d72eebfdf8fdc6be8592c88b519b4a84563c224,11.921705000000001,77,7,0.15482733766233764,0.1548273376623377,0.15482733766233764,0.15482733766233767,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx0beb6f60a1c3132c207fc7eab28f0ea46a6ebd08,479.99999999999994,77,7,6.233766233766234,6.233766233766234,6.233766233766234,6.233766233766233,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx46587fb61613835e91713daf2e472672d4677598,109.28385917999985,77,7,1.4192708984415583,1.4192708984415585,1.4192708984415583,1.4192708984415565,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx1fa5780ca6fc49bfb409b8daf2dd4e18eb3eaf53,790.9410849999988,77,7,10.271962142857141,10.271962142857143,10.271962142857141,10.271962142857127,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx218e2fbff7d2fc40deee8355f8a1dfbcaf2a8f1e,199.98000000000033,77,7,2.597142857142857,2.597142857142857,2.597142857142857,2.5971428571428614,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx3162ddabdd7a774e7fa3366fb64e228da2609f10,20.80511999999999,77,7,0.2701963636363636,0.2701963636363637,0.2701963636363636,0.2701963636363635,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx31a511abea00e27919311a1c8278dae39d0443b5,213.13178605999772,77,7,2.7679452735064514,2.767945273506493,2.7679452735064656,2.767945273506464,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx29c25b866304b8dcf430ef721913d8d82375006b,21.510849999999998,77,7,0.2793616883116883,0.2793616883116884,0.2793616883116883,0.2793616883116883,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx2a391d3ff0f463ff889a7a7bc939d429ff192b24,301.5858489400001,77,7,3.916699336883117,3.916699336883124,3.916699336883119,3.916699336883118,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx2bde42f320f95ff3fb2bbe767dbf4df26c0a3f2c,19.000000000000025,77,7,0.24675324675324675,0.2467532467532468,0.24675324675324675,0.24675324675324709,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hxed2a995afbd2f2845b7a293d24b4896f92a861c7,4995.0,77,7,64.87012987012987,64.87012987012987,64.87012987012987,64.87012987012987,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hxebacc23476668842b8e5c1b6a0ea6e529d9062f0,29.000000000000046,77,7,0.37662337662337664,0.37662337662337664,0.37662337662337664,0.37662337662337725,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hxd39271b3413f225d1e83e33c29b5c6afb6165050,245.99999999999972,77,7,3.1948051948051948,3.1948051948051948,3.1948051948051948,3.194805194805191,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hxac52af2aed0ee49d9ca63d78b8f9d868da26fb5b,112.99999999999984,77,7,1.4675324675324675,1.4675324675324675,1.4675324675324675,1.4675324675324655,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx695b282775671ce523762ddba3c4318219bf14fa,29592.49644278002,77,7,384.31813562051946,384.31813562051946,384.31813562051946,384.31813562051974,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hx6d90c9f5dcb32b6d85cc80931b49dd6c0d475505,2674.9600000000023,77,7,34.73974025974026,34.73974025974026,34.73974025974026,34.73974025974029,1.29870%,1.29870%,1.29870%,1.29870%
2021-02-17,hxdde56c760ce0e6de37d436cac9a1ea3058c13f12,75.36811200000001,77,7,0.9788066493506493,0.9788066493506494,0.9788066493506493,0.9788066493506495,1.29870%,1.29870%,1.29870%,1.29870%
