,date,Transactions (fees-incurring),other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,Active wallet count,cx_address_count,tx_fees_L1,tx_fees_DEX,Fees burned,Transactions (MA7),Transactions (MA30),Fees burned (MA7),Fees burned (MA30),Active wallet count (MA7),Active wallet count (MA30)
0,2023-11-22,56682.0,52429.0,43082.0,44062.0,6159.0,1292.0,5169.0,5890.0,110.0,228.28275709999988,0.0,228.28275709999988,,,,,,
1,2023-11-23,39666.0,35380.0,43149.0,27741.0,5456.0,1191.0,5278.0,5192.0,108.0,212.16044188749984,0.0,212.16044188749984,,,,,,
2,2023-11-24,13683.0,9772.0,43133.0,2541.0,4839.0,1159.0,5144.0,5065.0,102.0,166.8317464874999,0.0,166.8317464874999,,,,,,
3,2023-11-25,13124.0,9406.0,43125.0,2471.0,4769.0,821.0,5063.0,5043.0,105.0,118.92425121249988,0.0,118.92425121249988,,,,,,
4,2023-11-26,14503.0,10183.0,43163.0,2465.0,5184.0,1410.0,5444.0,5026.0,103.0,137.9186725124999,0.0,137.9186725124999,,,,,,
5,2023-11-27,13681.0,9723.0,43120.0,2359.0,5146.0,1082.0,5094.0,5077.0,108.0,254.2661235374999,0.0,254.2661235374999,,,,,,
6,2023-11-28,13243.0,9545.0,43136.0,2296.0,5057.0,930.0,4960.0,4961.0,104.0,135.05487267499984,0.0,135.05487267499984,23511.714285714286,,179.06269505892845,,5179.142857142857,
7,2023-11-29,11552.0,7086.0,43120.0,2463.0,6745.0,1250.0,1094.0,2889.0,115.0,161.70306017499985,0.0,161.70306017499985,17064.571428571428,,169.55130978392845,,4750.428571428572,
8,2023-11-30,14265.0,9743.0,43119.0,2545.0,5152.0,1297.0,5271.0,5003.0,104.0,127.58313808749988,0.0,127.58313808749988,13435.857142857143,,157.46883781249988,,4723.428571428572,
9,2023-12-01,19426.0,14893.0,43135.0,3011.0,5672.0,1164.0,9579.0,5255.0,109.0,220.05339936249987,0.0,220.05339936249987,14256.285714285714,,165.07193108035702,,4750.571428571428,
10,2023-12-02,13521.0,9451.0,43131.0,2300.0,4971.0,1188.0,5062.0,5003.0,104.0,121.4486613374999,0.0,121.4486613374999,14313.0,,165.43256109821417,,4744.857142857143,
11,2023-12-03,15163.0,10116.0,43106.0,2480.0,5370.0,1522.0,5791.0,5044.0,100.0,140.2812478374999,0.0,140.2812478374999,14407.285714285714,,165.77007185892847,,4747.428571428572,
12,2023-12-04,34409.0,29269.0,43153.0,21165.0,5809.0,1981.0,5454.0,5116.0,108.0,194.58226661249984,0.0,194.58226661249984,17368.428571428572,,157.24380658392846,,4753.0,
13,2023-12-05,42034.0,37078.0,43115.0,33469.0,5657.0,1923.0,985.0,2071.0,108.0,168.03275368749988,0.0,168.03275368749988,21481.428571428572,,161.95493244285703,,4340.142857142857,
14,2023-12-06,62468.0,57785.0,43127.0,45674.0,5388.0,1689.0,9717.0,5096.0,111.0,326.45302791249986,0.0,326.45302791249986,28755.14285714286,,185.49064211964273,,4655.428571428572,
15,2023-12-07,59512.0,54438.0,43156.0,45520.0,6871.0,1776.0,5345.0,5790.0,112.0,203.05185586249985,0.0,203.05185586249985,35219.0,,196.2718875160713,,4767.857142857143,
16,2023-12-08,57899.0,53486.0,43138.0,45951.0,5204.0,1320.0,5424.0,5114.0,114.0,175.2954305749999,0.0,175.2954305749999,40715.142857142855,,189.87789197499993,,4747.714285714285,
17,2023-12-09,17270.0,12537.0,43122.0,5094.0,5459.0,1429.0,5288.0,5203.0,104.0,149.4213361374999,0.0,149.4213361374999,41250.71428571428,,193.8739883749999,,4776.285714285715,
18,2023-12-10,14030.0,9690.0,43158.0,2525.0,4859.0,1453.0,5193.0,5011.0,104.0,125.1789682749999,0.0,125.1789682749999,41088.857142857145,,191.71651986607134,,4771.571428571428,
19,2023-12-11,14877.0,10084.0,43152.0,2514.0,5426.0,1635.0,5302.0,5182.0,111.0,230.92534348749987,0.0,230.92534348749987,38298.57142857143,,196.9083879910713,,4781.0,
20,2023-12-12,14286.0,10643.0,43157.0,2316.0,5941.0,999.0,5030.0,5755.0,102.0,118.11004547499988,0.0,118.11004547499988,34334.57142857143,,189.77657253214275,,5307.285714285715,
21,2023-12-13,10619.0,6533.0,43123.0,2196.0,6680.0,1109.0,634.0,1853.0,109.0,175.42387494999986,0.0,175.42387494999986,26927.571428571428,,168.2009792517856,,4844.0,
22,2023-12-14,18483.0,14048.0,43086.0,2254.0,5138.0,1478.0,9613.0,5015.0,110.0,159.92701587499988,0.0,159.92701587499988,21066.285714285714,,162.0402878249999,,4733.285714285715,
23,2023-12-15,13641.0,9919.0,43125.0,2526.0,4884.0,1064.0,5167.0,5004.0,102.0,109.90401404999992,0.0,109.90401404999992,14743.714285714286,,152.69865689285703,,4717.571428571428,
24,2023-12-16,13095.0,9195.0,43128.0,2572.0,4437.0,1080.0,5006.0,4912.0,102.0,107.2275758374999,0.0,107.2275758374999,14147.285714285714,,146.6709768499999,,4676.0,
25,2023-12-17,12704.0,10020.0,43171.0,1967.0,4428.0,1181.0,5128.0,4961.0,107.0,119.3494187249999,0.0,119.3494187249999,13957.857142857143,,145.83818405714274,,4668.857142857143,
26,2023-12-18,16443.0,10624.0,43159.0,2526.0,5609.0,2559.0,5749.0,5097.0,101.0,216.84011293749987,0.0,216.84011293749987,14181.57142857143,,143.8260082642856,,4656.714285714285,
27,2023-12-19,13972.0,9672.0,43161.0,2197.0,5198.0,1460.0,5117.0,5097.0,105.0,159.1562249249999,0.0,159.1562249249999,14136.714285714286,,149.6897481857142,,4562.714285714285,
28,2023-12-20,17840.0,11988.0,43089.0,2551.0,6804.0,3026.0,5459.0,5819.0,120.0,218.03965957499983,0.0,218.03965957499983,15168.285714285714,,155.77771741785702,,5129.285714285715,
29,2023-12-21,14941.0,10139.0,43122.0,2276.0,5401.0,1813.0,5451.0,5138.0,108.0,143.81301002499987,0.0,143.81301002499987,14662.285714285714,22901.066666666666,153.47571658214275,170.8413435712499,5146.857142857143,4889.4
30,2023-12-22,13920.0,9694.0,43028.0,2625.0,4901.0,1265.0,5129.0,5064.0,102.0,164.8581197874999,0.0,164.8581197874999,14702.142857142857,21475.666666666668,161.3263031160713,168.72718899416657,5155.428571428572,4861.866666666667
31,2023-12-23,13596.0,9478.0,43144.0,2427.0,5039.0,993.0,5137.0,5092.0,100.0,107.35106653749992,0.0,107.35106653749992,14773.714285714286,20606.666666666668,161.34394464464273,165.23354314916656,5181.142857142857,4858.533333333334
32,2023-12-24,13622.0,9343.0,43113.0,2295.0,4740.0,1444.0,5143.0,4976.0,100.0,120.5952377374999,0.0,120.5952377374999,14904.857142857143,20604.633333333335,161.5219187892856,163.69232619083323,5183.285714285715,4855.566666666667
33,2023-12-25,13072.0,9230.0,43152.0,2252.0,4744.0,1142.0,4934.0,4985.0,103.0,119.4787148749999,0.0,119.4787148749999,14423.285714285714,20602.9,147.61314763749988,163.71080831291655,5167.285714285715,4853.633333333333
34,2023-12-26,13802.0,9570.0,43158.0,2352.0,4972.0,1510.0,4968.0,5065.0,106.0,148.2681332124999,0.0,148.2681332124999,14399.0,20579.533333333333,146.0577059642856,164.05579033624988,5162.714285714285,4854.933333333333
35,2023-12-27,17815.0,12266.0,43121.0,3504.0,7406.0,1118.0,5787.0,5674.0,97.0,115.58036033749984,0.0,115.58036033749984,14395.42857142857,20717.333333333332,131.42066321607132,159.43293156291656,5142.0,4874.833333333333
36,2023-12-28,16610.0,10596.0,43123.0,3051.0,6283.0,1363.0,5913.0,5146.0,102.0,142.71522566249985,0.0,142.71522566249985,14633.857142857143,20829.566666666666,131.2638368785713,159.68827666249987,5143.142857142857,4881.0
37,2023-12-29,14955.0,10331.0,42746.0,2471.0,6148.0,1084.0,5252.0,5147.0,110.0,411.2273494874999,0.0,411.2273494874999,14781.714285714286,20943.0,166.45944112142845,168.00575297291655,5155.0,4956.266666666666
38,2023-12-30,14373.0,10720.0,42451.0,1937.0,6098.0,962.0,5376.0,4865.0,104.0,461.04778848749993,0.0,461.04778848749993,14892.714285714286,20946.6,216.98754425714273,179.12124131958322,5122.571428571428,4951.666666666667
39,2023-12-31,14599.0,11060.0,42434.0,1964.0,6122.0,1242.0,5271.0,4887.0,94.0,475.7646128249999,0.0,475.7646128249999,15032.285714285714,20785.7,267.7260264124999,187.6449484349999,5109.857142857143,4939.4
40,2024-01-01,8693.0,6490.0,42513.0,2030.0,6192.0,74.0,397.0,1715.0,85.0,399.34938509999984,0.0,399.34938509999984,14406.714285714286,20624.766666666666,307.707550730357,196.90830589374988,4642.714285714285,4829.8
41,2024-01-02,14867.0,12599.0,42760.0,2556.0,7130.0,101.0,5080.0,5921.0,92.0,235.93394093749984,0.0,235.93394093749984,14558.857142857143,20614.9,320.23123754821415,200.09672899708323,4765.0,4859.033333333334
42,2024-01-03,26867.0,23061.0,43030.0,14703.0,5738.0,1144.0,5282.0,4889.0,110.0,161.45378577499986,0.0,161.45378577499986,15852.0,20363.5,326.7845840392856,198.99244630249987,4652.857142857143,4851.466666666666
43,2024-01-04,60175.0,54497.0,42989.0,45006.0,6850.0,2731.0,5588.0,5045.0,117.0,301.93492469999984,0.0,301.93492469999984,22075.571428571428,20968.2,349.53025533035697,203.45585200291654,4638.428571428572,4950.6
44,2024-01-05,54490.0,50163.0,43002.0,41495.0,5908.0,1598.0,5489.0,4851.0,112.0,225.86581019999983,0.0,225.86581019999983,27723.428571428572,20702.266666666666,323.0500354321427,200.1029447458332,4596.142857142857,4942.433333333333
45,2024-01-06,29211.0,25159.0,43008.0,17017.0,5466.0,1740.0,4988.0,4942.0,109.0,179.41264472499986,0.0,179.41264472499986,29843.14285714286,19692.233333333334,282.8164434660713,199.3149710412499,4607.142857142857,4914.166666666667
46,2024-01-07,12983.0,9207.0,43019.0,2183.0,4898.0,976.0,4926.0,5003.0,97.0,134.15239738749992,0.0,134.15239738749992,29612.285714285714,18195.033333333333,234.01469840357126,197.94353660166655,4623.714285714285,4910.466666666666
47,2024-01-08,53536.0,40385.0,42584.0,34115.0,11030.0,2913.0,5478.0,5829.0,112.0,618.9689133499998,0.0,618.9689133499998,36018.42857142857,19403.9,265.38891672499983,213.59512250874988,5211.428571428572,4931.333333333333
48,2024-01-09,57668.0,52872.0,42444.0,44972.0,6023.0,1436.0,5237.0,5063.0,112.0,570.4730221124998,0.0,570.4730221124998,42132.857142857145,20858.5,313.18021403571413,228.43825763666652,5088.857142857143,4933.066666666667
49,2024-01-10,52658.0,47305.0,42499.0,38500.0,7080.0,1451.0,5627.0,5358.0,120.0,539.1187656874997,0.0,539.1187656874997,45817.28571428572,22117.866666666665,367.13235402321413,238.71137170999984,5155.857142857143,4938.933333333333
