,date,Transactions (fees-incurring),other_msg_count,system_count,p2p_count,p2c_count,c2c_count,c2p_count,Active wallet count,cx_address_count,tx_fees_L1,tx_fees_DEX,Fees burned,Transactions (MA7),Transactions (MA30),Fees burned (MA7),Fees burned (MA30),Active wallet count (MA7),Active wallet count (MA30)
0,2023-09-20,17174.0,12035.0,43116.0,3412.0,5646.0,1844.0,6272.0,5758.0,103.0,151.2483415374999,0.0,151.2483415374999,,,,,,
1,2023-09-21,16514.0,11834.0,43130.0,3026.0,5445.0,1582.0,6461.0,5636.0,108.0,160.17779562499987,0.0,160.17779562499987,,,,,,
2,2023-09-22,15978.0,11640.0,43155.0,3378.0,5069.0,1319.0,6212.0,5696.0,100.0,120.0536134249999,0.0,120.0536134249999,,,,,,
3,2023-09-23,15085.0,11028.0,43159.0,3139.0,4852.0,1007.0,6087.0,5588.0,96.0,97.6074944499999,0.0,97.6074944499999,,,,,,
4,2023-09-24,15392.0,11156.0,43117.0,2837.0,5110.0,1265.0,6180.0,5736.0,102.0,115.8065716374999,0.0,115.8065716374999,,,,,,
5,2023-09-25,17828.0,12878.0,43160.0,3495.0,6482.0,1464.0,6387.0,6370.0,108.0,150.13408431249985,0.0,150.13408431249985,,,,,,
6,2023-09-26,9469.0,5593.0,43138.0,2202.0,4702.0,1548.0,1017.0,1315.0,93.0,102.92705106249991,0.0,102.92705106249991,15348.57142857143,,128.2792788642856,,5157.0,
7,2023-09-27,7987.0,4974.0,43156.0,2091.0,4198.0,966.0,732.0,1233.0,91.0,68.10701186249992,0.0,68.10701186249992,14036.142857142857,,116.40194605357134,,4510.571428571428,
8,2023-09-28,8721.0,5267.0,43126.0,2001.0,4652.0,1175.0,893.0,1334.0,102.0,201.2522040374999,0.0,201.2522040374999,12922.857142857143,,122.26971868392846,,3896.0,
9,2023-09-29,9256.0,5861.0,43123.0,2885.0,4171.0,1160.0,1040.0,1434.0,97.0,82.47455587499991,0.0,82.47455587499991,11962.57142857143,,116.90128189107132,,3287.1428571428573,
10,2023-09-30,9986.0,6765.0,43160.0,2996.0,4724.0,1232.0,1034.0,1589.0,92.0,88.1437961874999,0.0,88.1437961874999,11234.142857142857,,115.54932499642847,,2715.8571428571427,
11,2023-10-01,15591.0,6670.0,43163.0,5455.0,7185.0,1574.0,1377.0,1849.0,102.0,138.3933744499999,0.0,138.3933744499999,11262.57142857143,,118.7760111124999,,2160.5714285714284,
12,2023-10-02,13640.0,8090.0,43148.0,3787.0,7007.0,1676.0,1170.0,2894.0,104.0,129.56098646249987,0.0,129.56098646249987,10664.285714285714,,115.83699713392846,,1664.0,
13,2023-10-03,11932.0,6794.0,43154.0,3132.0,5281.0,2080.0,1439.0,1792.0,99.0,153.3753967499999,0.0,153.3753967499999,11016.142857142857,,123.04390366071418,,1732.142857142857,
14,2023-10-04,10445.0,6091.0,43166.0,2716.0,5412.0,1196.0,1121.0,1830.0,92.0,103.0971913999999,0.0,103.0971913999999,11367.285714285714,,128.0425007374999,,1817.4285714285713,
15,2023-10-05,10027.0,5635.0,42981.0,2817.0,4863.0,1329.0,1018.0,1684.0,91.0,93.1001764999999,0.0,93.1001764999999,11553.857142857143,,112.59221108928561,,1867.4285714285713,
16,2023-10-06,10241.0,5742.0,43006.0,2841.0,5278.0,1194.0,928.0,1882.0,101.0,97.46986572499988,0.0,97.46986572499988,11694.57142857143,,114.73439821071419,,1931.4285714285713,
17,2023-10-07,9539.0,5514.0,43128.0,2538.0,5029.0,1022.0,950.0,1677.0,83.0,104.5882066249999,0.0,104.5882066249999,11630.714285714286,,117.08359970178562,,1944.0,
18,2023-10-08,10498.0,5658.0,43158.0,2701.0,5276.0,1597.0,924.0,1790.0,90.0,177.1503006874999,0.0,177.1503006874999,10903.142857142857,,122.6203034499999,,1935.5714285714287,
19,2023-10-09,11778.0,6480.0,43151.0,2974.0,5586.0,1985.0,1233.0,1974.0,93.0,149.14927712499986,0.0,149.14927712499986,10637.142857142857,,125.4186306874999,,1804.142857142857,
20,2023-10-10,10765.0,5967.0,43154.0,2766.0,5365.0,1601.0,1033.0,1929.0,97.0,104.92783408749987,0.0,104.92783408749987,10470.42857142857,,118.49755030714275,,1823.7142857142858,
21,2023-10-11,9853.0,5497.0,43092.0,2915.0,5094.0,1002.0,842.0,1768.0,94.0,93.2128081124999,0.0,93.2128081124999,10385.857142857143,,117.0854955517856,,1814.857142857143,
22,2023-10-12,10656.0,6292.0,43166.0,3306.0,5137.0,1169.0,1044.0,1886.0,89.0,91.31036521249987,0.0,91.31036521249987,10475.714285714286,,116.82980822499988,,1843.7142857142858,
23,2023-10-13,10588.0,5621.0,43145.0,2963.0,5242.0,1301.0,1082.0,1683.0,93.0,128.69103642499988,0.0,128.69103642499988,10525.285714285714,,121.28997546785703,,1815.2857142857142,
24,2023-10-14,9343.0,5684.0,43128.0,2681.0,4671.0,891.0,1100.0,1714.0,90.0,77.52125822499988,0.0,77.52125822499988,10497.285714285714,,117.42326855357132,,1820.5714285714287,
25,2023-10-15,11306.0,6654.0,43037.0,3707.0,5269.0,1376.0,954.0,1838.0,99.0,119.14717644999988,0.0,119.14717644999988,10612.714285714286,,109.13710794821417,,1827.4285714285713,
26,2023-10-16,11289.0,6995.0,43114.0,2996.0,5481.0,1474.0,1338.0,1876.0,93.0,115.43630674999989,0.0,115.43630674999989,10542.857142857143,,104.32096932321416,,1813.4285714285713,
27,2023-10-17,16472.0,11862.0,43137.0,3335.0,6533.0,1253.0,5351.0,5728.0,86.0,171.58121381249984,0.0,171.58121381249984,11358.142857142857,,113.84288071249988,,2356.1428571428573,
28,2023-10-18,15818.0,10880.0,43124.0,3211.0,5662.0,1424.0,5521.0,5138.0,98.0,132.7379705749999,0.0,132.7379705749999,12210.285714285714,,119.48933249285703,,2837.5714285714284,
