,date,Regular Tx,Fees burned,Internal Tx,Internal Event (excluding Tx),Regular & Interal Tx,Regular & Interal Tx (MA7),Regular & Interal Tx (MA30),Fees burned (MA7),Fees burned (MA30)
0,2023-04-15,50641,265.7271890124999,19981,51251,70622,,,,
1,2023-04-16,50932,402.0174597124999,21345,50265,72277,,,,
2,2023-04-17,54171,217.23394299999975,20955,51412,75126,,,,
3,2023-04-18,51166,295.53149383749985,18678,50972,69844,,,,
4,2023-04-19,51505,343.33949543749986,19266,50007,70771,,,,
5,2023-04-20,50514,277.1279436249999,19043,50810,69557,,,,
6,2023-04-21,51638,261.90381214999985,16616,51006,68254,70921.57142857143,,294.6973338249999,
7,2023-04-22,50377,234.6344604249999,15928,49922,66305,70304.85714285714,,290.255515455357,
8,2023-04-23,49048,272.0649965999999,15423,50485,64471,69189.71428571429,,271.690877867857,
9,2023-04-24,52597,224.29990104999985,17526,51141,70123,68475.0,,272.70030044642846,
10,2023-04-25,51665,248.44803153749987,17097,50917,68762,68320.42857142857,,265.97409154642844,
11,2023-04-26,50374,251.83257758749988,17035,51058,67409,67840.14285714286,,252.90167471071416,
12,2023-04-27,51271,241.64472974999987,17252,50590,68523,67692.42857142857,,247.83264415714274,
13,2023-04-28,49662,185.7131042499999,14152,49841,63814,67058.14285714286,,236.9482573142856,
14,2023-04-29,48695,118.74177661249988,11625,49456,60320,66203.14285714286,,220.3921596267856,
15,2023-04-30,48688,139.0035119749999,12043,49655,60731,65668.85714285714,,201.38337610892842,
16,2023-05-01,50149,181.80381258749983,16165,50316,66314,65124.71428571428,,195.3125063285713,
17,2023-05-02,50613,241.39148858749988,15180,50089,65793,64700.57142857143,,194.30442876428557,
18,2023-05-03,49709,164.9547227124999,13155,49787,62864,64051.28571428572,,181.89330663928558,
19,2023-05-04,48723,222.9305357124999,12880,49636,61603,63062.71428571428,,179.21985034821415,
20,2023-05-05,48856,146.3229604749999,12771,49718,61627,62750.28571428572,,173.59268695178562,
21,2023-05-07,49292,198.17574563749992,11910,52248,61202,62876.28571428572,,184.94039681249987,
22,2023-05-08,51427,279.2591251624998,17251,49826,68678,64011.57142857143,,204.97691298214275,
23,2023-05-09,49559,310.7954923624999,14697,49682,64256,63717.57142857143,,223.40429580714274,
24,2023-05-10,50538,266.8526326624999,17308,50025,67846,64010.857142857145,,227.0416021035713,
25,2023-05-11,53933,223.47538631249984,14617,49908,68550,64823.142857142855,,235.40169690357132,
26,2023-05-12,48461,281.2946625124999,13393,49407,61854,64859.0,,243.7394293035713,
27,2023-05-13,47839,124.30727108749991,11755,49898,59594,64568.57142857143,,240.59433081964272,
28,2023-05-14,47879,157.6946609249999,13338,49949,61217,64570.71428571428,,234.811318717857,
29,2023-05-15,50625,172.98566774999986,15142,50101,65767,64154.857142857145,66135.8,219.62939623035706,231.71695303499988
30,2023-05-16,48719,209.34902677499988,14445,50094,63164,63998.857142857145,65887.2,205.13704400357133,229.83768096041652
31,2023-05-17,49051,187.4096312374999,14288,49985,63339,63355.0,65589.26666666666,193.78804379999988,222.68408667791655
32,2023-05-18,49016,194.84910124999988,15061,50390,64077,62716.0,65220.96666666667,189.69857450535704,221.9379252862499
33,2023-05-19,48948,170.99537811249988,13886,50272,62834,62856.0,64987.3,173.9415338767856,217.78672142874987
34,2023-05-20,47953,163.5669655374999,11632,49320,59585,62854.71428571428,64614.433333333334,179.550061655357,211.79430376541652
35,2023-05-21,48186,184.3774761249999,12182,50301,60368,62733.42857142857,64308.13333333333,183.36189239821417,208.70262151541655
36,2023-05-22,50023,181.29427428749983,15887,50236,65910,62753.857142857145,64230.0,184.5488361892856,206.01563691999988
37,2023-05-23,50178,343.42904236249984,18618,51136,68796,63558.42857142857,64313.03333333333,203.70312413035703,209.6421229845832
38,2023-05-24,49344,241.95706356249983,14918,49779,64262,63690.28571428572,64306.066666666666,211.49561446249987,208.63852521666652
39,2023-05-25,49537,155.58476587499987,13931,49567,63468,63603.28571428572,64084.23333333333,205.88642369464273,206.3480207108332
40,2023-05-26,49232,180.6872657624999,14397,50103,63629,63716.857142857145,63913.13333333333,207.27097907321416,204.08932851833322
41,2023-05-27,49533,183.11908384999987,14987,50079,64520,64421.857142857145,63816.833333333336,210.06413883214273,201.79887872708323
42,2023-05-28,49272,196.95455014999987,15064,50019,64336,64988.71428571428,63677.26666666667,211.860863692857,200.3092060737499
43,2023-05-29,49287,148.16491587499988,13996,49798,63283,64613.42857142857,63659.566666666666,207.128098205357,199.05759979458318
44,2023-05-30,51407,183.05719493749984,17255,50113,68662,64594.28571428572,63937.63333333333,184.21783428749987,201.20144707208323
45,2023-05-31,42204,124.66497557499991,8953,39948,51157,62722.142857142855,63618.5,167.46182171785702,200.72349585874989
46,2023-06-01,50073,155.64592892499988,14576,49699,64649,62890.857142857145,63563.0,167.47055929642846,199.85156640333324
47,2023-06-02,49871,146.89318869999988,13291,49538,63162,62824.142857142855,63475.3,162.6428340017856,196.7016230737499
48,2023-06-03,49497,142.68896938749987,13620,49669,63117,62623.71428571428,63483.73333333333,156.86710336428558,195.95943129624987
49,2023-06-04,49564,119.72110871249988,12431,49354,61995,62289.28571428572,63496.8,145.83375458749987,192.51911706291654
50,2023-06-05,58851,216.20608099999984,17258,49613,76109,64121.57142857143,63979.53333333333,155.55392103392845,194.84855441374987
51,2023-06-06,53658,168.37828422499987,13958,49287,67616,63972.142857142855,64193.333333333336,153.45693378928559,193.8553056999999
52,2023-06-07,49199,160.99889961249988,14172,49621,63371,65717.0,64016.433333333334,158.64749436607127,189.91329818166653
53,2023-06-08,71769,179.63980599999988,14226,49271,85995,68766.42857142857,64741.066666666666,162.0751910910713,185.5414419695832
54,2023-06-09,93413,579.3963902499999,13464,49801,106877,75011.42857142857,66042.1,223.8613627410713,195.95956722249989
55,2023-06-10,67704,356.8422331374999,20485,49908,88189,78593.14285714286,66696.73333333334,254.45468613392845,200.4051287833332
56,2023-06-11,48798,122.78731703749988,11879,49039,60677,78404.85714285714,66657.5,254.89271589464275,195.12155060083325
57,2023-06-12,73475,484.3890779124997,21000,49548,94475,81028.57142857143,67820.2,293.2045725964284,207.12427749499986
58,2023-06-13,82618,265.34146157499987,19052,49943,101670,85893.42857142857,69168.63333333333,307.05645507499986,210.7125041833332
59,2023-06-14,74965,268.99664078749987,14948,49600,89913,89685.14285714286,69973.5,322.4847038142856,213.91286995124986
60,2023-06-15,97590,313.3250455999999,16567,50266,114157,93708.28571428571,71673.26666666666,341.5825951857141,217.37873724541654
61,2023-06-16,93870,250.29476502499983,14429,50084,108299,93911.42857142857,73171.93333333333,294.5680772964284,219.47490837166652
