IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,4198593.765814257,4167.0,0.9734076626755568,4086943.3441054197
sICX,4499912.768010088,3786.0,0.9046289670377837,4070751.4390851003
GBET,632083.3582807293,1644.0,0.1279380554741413,80867.51575600148
BALN,912474.9163147071,1546.0,0.6006879691477331,548112.7043793292
OMM,3476824.30853805,1339.0,0.06969494361041605,242317.07412688315
TAP,598555.3749155565,1017.0,0.0016534095588246673,989.6571783712636
UP,1.4031518250701602,1006.0,2.4620404631598247,3.4546165692792905
METX,1116607.4852364783,919.0,0.000615699789547725,687.4949936675141
FIN,60290.06686605263,758.0,2.090567210583996,126040.43691408625
IUSDC,516912.825211,576.0,0.9827361406469383,507988.9148987635
USDS,244339.5161021388,483.0,0.9804266634171275,239556.97651297544
CFT,3663622.41660622,442.0,0.0414736664244011,151943.8540112846
finOMM,118973.5331508164,211.0,2.090567210583996,248722.1673324248
oICX,479164.3854727293,177.0,0.9046289670377837,433465.9830714895
obnUSD,245510.25274517987,89.0,0.9734076626755568,238981.56128757074
oIUSDC,147174.186315,84.0,0.9827361406469383,144633.39186205654
dbnUSD,78959.931764608,45.0,0.9734076626755568,76860.20262400853
oUSDS,51597.59577666207,34.0,0.9804266634171275,50587.65866765846
oOMM,168453.66,31.0,0.06969494361041605,11740.368334668197
finOICX,102308.8731819924,25.0,2.090567210583996,213883.57562606965
dIUSDC,8510.22808,18.0,0.9827361406469383,8363.308699364405
finICX,28550.683950195853,16.0,2.090567210583996,59687.123706026214
IAM,10179.801352285353,15.0,,
dUSDS,26692.184538897993,11.0,0.9804266634171275,26169.729426785998
IUSDT,2001.7725090000001,9.0,0.9770557868822931,1955.8434139403373
oBALN,428.9388638231998,5.0,0.6006879691477331,257.658414998494
LDX,250.0,3.0,,
ETH,1e-16,2.0,1735.6410908647758,1.735641090864776e-13
ICX,,,0.8286,
