IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
bnUSD,9925.0,765233.5606523264,179481.20038497535,1347.0,0.9618295935486335,172630.33001590168
sICX,12123.0,806394.4608246483,751476.7834773898,936.0,0.2887323256592727,216975.6393723765
BST,341.0,509.4963528202648,228.01679303472062,677.0,1.0706106945865976,244.11721716831073
FRMD,936.0,14515.676660571862,18649.205158418314,570.0,0.01029125775608307,191.92377723135687
BALN,16424.0,259006.9448110407,612660.0453795495,334.0,0.0878826776833622,53842.205297565015
$unknown,,,5299.615666270551,281.0,,
CFT,19386.0,50704.76466828445,3554890.620657963,227.0,0.0032023739286947206,11384.089042956455
USDS,5444.0,4823.037085857662,4614.500431235638,173.0,0.7619053908397082,3515.8127545905904
GBET,2898.0,8393.446555911385,235152.75452692283,162.0,0.0036862261275171907,866.8262276947793
CROWN,1244.0,12702.876392427075,238156.49610087197,127.0,0.004002522508514313,953.2267361926413
CODE,252.0,16.919219338902163,564938.194766192,123.0,8.254550567848381e-06,4.663310896406509
IUSDC,5595.0,40175.37386102513,3033.352939,113.0,1.0052096938254156,3049.155779076614
OMM,13900.0,18907.25253334304,2742977.2326138644,106.0,0.002557253461091857,7014.488021797969
FIN,2264.0,13355.036080828373,6775.174828481465,94.0,0.08065225887367362,546.4331541810844
BTCB,156.0,17470.132476040377,0.04802993259591011,57.0,39141.788871479344,1879.9774811804973
ETH,138.0,4684.796699180648,0.7065753615892815,22.0,2202.02283698691,1555.8950822718814
METX,11418.0,973.6952524081682,2314572.0578174656,19.0,4.5458068374920354e-05,105.21597486294645
VOID,157.0,470.442801085879,1587.554700769022,9.0,0.013428700560127948,21.318796699450722
finMICX,12123.0,806394.4608246483,195.62580016600918,6.0,0.2887323256592727,56.48349224088797
XCROWN,1244.0,12702.876392427075,73436.3146518088,4.0,0.004002522508514313,293.93050233620414
dUSDS,5444.0,4823.037085857662,152.58092372262422,2.0,0.7619053908397082,116.25222832356971
IDOGE,1764.0,43.828471241222026,95564148.88389072,2.0,9.572519873190966e-08,9.147897143556243
oICX,12123.0,806394.4608246483,4432.615142937437,2.0,0.2887323256592727,1279.8392789728357
oIUSDC,5595.0,40175.37386102513,2.382628,2.0,1.0052096938254156,2.395040762379862
oUSDS,5444.0,4823.037085857662,1.191379615967592,2.0,0.7619053908397082,0.9077185519422497
FinICX,12123.0,806394.4608246483,104.82157433668323,2.0,0.2887323256592727,30.265376937496885
finICX,12123.0,806394.4608246483,11.736840027958745,1.0,0.2887323256592727,3.388805117163372
ICX,,,,,0.2361,
