delegator,biweek,how_many_prep_voted,raffle_tickets
hxcf094241cb2b58001ca4a14351ef5e073986d4a0,2020-45 & 2020-46,11,1
hx26bd88215e9e5c09ccdde038d316bcad5095b30d,2020-45 & 2020-46,11,1
hxcde089e8e6016abf80d51b2161eb658c677829d7,2020-45 & 2020-46,11,1
hxa3bbbb9a6feaa0a6cc52d22ae6ced2c4ce2c0fef,2020-45 & 2020-46,11,1
hx7b940c6efec34d3991c9b917362bb1515fe46d4b,2020-45 & 2020-46,11,1
hx9b16229a08c1e7fc03ce5d66266948eccbb8a2f1,2020-45 & 2020-46,11,1
hx9b469d8212f7be0bdae3588f4d5b28e447a46530,2020-45 & 2020-46,11,1
hx9b783c5ac6e4d62bf5b948e47ba424266085ad3d,2020-45 & 2020-46,11,1
hx78f86dde0721069b1edb057b255d348328493885,2020-45 & 2020-46,11,1
hx9e42d3a0d46a37e52dbcc20fc9080307336750ba,2020-45 & 2020-46,11,1
hx573ad8113e5687a448151261b3e256a48d9590cb,2020-45 & 2020-46,11,1
hx979089bf1f73d349fe67c30ed0ce72a8801ba221,2020-45 & 2020-46,11,1
hx446fe84cf9e0775cf4f6156f2679c70de2d7ae06,2020-45 & 2020-46,11,1
hx436a2854834409a3e2ff8285c54ac2a1433c8d77,2020-45 & 2020-46,11,1
hxa816475001458977137ca1ca9bb26cd4fc5e0aaf,2020-45 & 2020-46,11,1
hx42d097e451e4fe6bd1f1796027d583fdad537538,2020-45 & 2020-46,11,1
hx3f785809d76dbdfc7f23a55caea744417b620757,2020-45 & 2020-46,11,1
hx3f58bdb18ffe94f86dd6619b301519219dd01fb9,2020-45 & 2020-46,11,1
hx99d66cd80b8c2d45f2ec033cf6d17c5b737a7b2e,2020-45 & 2020-46,11,1
hx974d7288f3e758ef0d8f22ddee1477d69c1a902c,2020-45 & 2020-46,11,1
hxb086af9c9eac9b18e7d5a806add8fec04215af56,2020-45 & 2020-46,11,1
hx4b1f64fbf1522016e402a392628aa3b1c6bae0e5,2020-45 & 2020-46,11,1
hx85c203bb27226345baffa75c0d3ef6d0a3132e6b,2020-45 & 2020-46,11,1
hx4d8a23c7c6914c0f9a9efaa8571effdb7f8dfc78,2020-45 & 2020-46,11,1
hx816975ca7954845513f88dbb8104bcdb5e3adaed,2020-45 & 2020-46,11,1
hx88d7523fabfc3d2a9933c192455972d64fe14cf0,2020-45 & 2020-46,11,1
hx8c66e93216fa30a0e89e3678996fc7ea42576d34,2020-45 & 2020-46,11,1
hx4b3aec7d9d401557939d392e03721025eee2a6a7,2020-45 & 2020-46,11,1
hx8f3aa15cf5d36b99548ea292dfce34a1d955aa19,2020-45 & 2020-46,11,1
hx7e6a0d2acd3677cb45f30ccf31f31fe2a5eb344f,2020-45 & 2020-46,11,1
hx9213dfd0eba46fefff91b5ddc0ccb105a10c0f70,2020-45 & 2020-46,11,1
hx9303ad305fa3f55f6555ece02867e1e7a9a86ae2,2020-45 & 2020-46,11,1
hx930a0c5a56ee3cfb3139a440b6fd29a029aefba8,2020-45 & 2020-46,11,1
hx93aea0ed766e05ea3d0e14b99df441b6cd3e2c92,2020-45 & 2020-46,11,1
hx93db169bccfe9a8afd6897eb54d4fc5a8d87d25a,2020-45 & 2020-46,11,1
hx9617803890b0c6909ca34e07c7a4b5acd4514e51,2020-45 & 2020-46,11,1
hxaeb409bb3195c29fc5ebcf21942db679a9081598,2020-45 & 2020-46,11,1
hxb09866aadc6d5b5e9c2c222f4419fa02e34939a9,2020-45 & 2020-46,11,1
hxcdaf4c545aa2d05e0a28f5ceb94ac8da1ac2f968,2020-45 & 2020-46,11,1
hx2484cb6672d2b17b235788f15ec3192e9c9eef4c,2020-45 & 2020-46,11,1
hxbc6d22592d5e18ae00f2e64c7e541317889bf69b,2020-45 & 2020-46,11,1
hxbcb195d6a4321d9480128204c6cf93516eb123cf,2020-45 & 2020-46,11,1
hxbed4d4c23ce16a4ecd3f5a44fddba1bf7712bdff,2020-45 & 2020-46,11,1
hx2c3587cf4b4e35346708d3f2ea2abea567f6d77f,2020-45 & 2020-46,11,1
hx0175d6c7f6cbeb7a3f22198b2d45e76219f3920e,2020-45 & 2020-46,11,1
hx7218420a922b7c23dd029b0f4655586cab81c3cf,2020-45 & 2020-46,11,1
hx2471ee5bbaeb409021d77b67a5bf2a47ebc53ab5,2020-45 & 2020-46,11,1
hx2c96c461d907b088adddaf7a32d51b953b9543e3,2020-45 & 2020-46,11,1
hx23e23494609de5cc1b6b65ff8d94b365eccda8af,2020-45 & 2020-46,11,1
hx20a35d46020b4bd909cbec3cf63604a3bf57dd56,2020-45 & 2020-46,11,1
hxc80f843578020a39efd76c89d4c49efc43526cd3,2020-45 & 2020-46,11,1
hx1d86a35e84216a1eb0724a9209b7dfae1a98fc0a,2020-45 & 2020-46,11,1
hx1d5f9d9ba461557f371e349854de83b66a4101c0,2020-45 & 2020-46,11,1
hx1d25ab4bf703b9f738f475f6cb9bad12b896e2ab,2020-45 & 2020-46,11,1
hxbb49971914b61e62bb341f6f32dce55671438dbd,2020-45 & 2020-46,11,1
hx2d6ceeb021b38d12152a74877e18d8ec353393b1,2020-45 & 2020-46,11,1
hx3de2860d953d0ce3827bf02b7d0837e5917774cb,2020-45 & 2020-46,11,1
hx7614bf5f9584cda17cf739d63b0e2395fc9edb6b,2020-45 & 2020-46,11,1
hx3b77925ce37c0d1d983b3966c2ce6eef49820d44,2020-45 & 2020-46,11,1
hx38c59ac4e581ff1f421f91295dc18987dcc6f7da,2020-45 & 2020-46,11,1
hx3473e85103295a49c87b278f15cb0c3e3a4284e4,2020-45 & 2020-46,11,1
hx337d62d8d2a433f24f6f1688648aed101ba9f686,2020-45 & 2020-46,11,1
hx331d28957167dcc3ccd8d7eaa5895667ad3eeca6,2020-45 & 2020-46,11,1
hx31353603fb6a7943652efa55ea833aa3b549e35f,2020-45 & 2020-46,11,1
hx311d3b806221a6764f93dbc3030bf48ea26bb7e9,2020-45 & 2020-46,11,1
hxb79fbcc271c215638ed8f4bf8cf9e9cfa74433c5,2020-45 & 2020-46,11,1
hxb2fa9acc7862ddc717f7e1b6c8ef9f168e81e060,2020-45 & 2020-46,11,1
hxb35a4afe1769f793c05d951b3ed58cc1aa7753e5,2020-45 & 2020-46,11,1
hx75b0ddef1b30693a4805e129c447cb23b6593102,2020-45 & 2020-46,11,1
hx2f2fb02002ff7dd66b11f973b313810ec651db98,2020-45 & 2020-46,11,1
hxb514c5637dbd9165de40a721ade00de662fd9a22,2020-45 & 2020-46,11,1
hxb74fd8df615edb4894923e72ac0e1468497e0c30,2020-45 & 2020-46,11,1
hxfe43e4d0782cc62ff4e9714771ae94d743e27234,2020-45 & 2020-46,11,1
