IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,946.0,15498.869956576764,33404.295830977484,846.0,0.009627582907674917,321.6026275852353
BST,364.0,664.4722871401806,601.5367269634012,703.0,1.0909216497199516,656.2294385460538
bnUSD,9947.0,748395.8992923698,69777.18928054265,459.0,0.9662597392004886,67422.88871636026
sICX,12137.0,784686.7517077829,2152197.7415138893,393.0,0.3054513984158088,657391.8098127629
$unknown,,,374.9278089673274,178.0,,
CODE,252.0,0.17616052417747993,560025.0239338398,116.0,8.29115874599211e-06,4.643256375163496
BALN,16432.0,232663.07094271673,42613.1713848789,111.0,0.08104220348590234,3453.4653065529865
GBET,2905.0,7511.891468661482,63693.0,99.0,0.0029882351961311444,190.329664347181
CROWN,1250.0,11856.610967910927,24291.42528259182,74.0,0.0035495538888628826,86.22372307784593
CFT,19420.0,56836.45969002584,252636.4776441513,60.0,0.003547271450903464,896.1701646039093
FIN,2268.0,9382.092262983679,1900.9384565827474,44.0,0.05909071362957289,112.3278099653734
USDS,5449.0,5011.065845290835,304.5387125824736,27.0,0.8120888079619146,247.3124800793571
OMM,13902.0,19181.1433255327,59370.77493786895,23.0,0.002756941701607964,163.68176528299188
IUSDC,5603.0,37075.5528034542,100.568853,21.0,0.9793753824539838,98.49465886983349
VOID,158.0,601.5520522861466,2930.487292531128,14.0,0.01529839296253395,44.83174617285337
BTCB,159.0,15881.163020097323,0.001919246941862202,11.0,41398.676400041884,79.45428307792331
oIUSDC,5603.0,37075.5528034542,4.342879,4.0,0.9793753824539838,4.253308781576375
oUSDS,5449.0,5011.065845290835,1.8157477121380556,4.0,0.8120888079619146,1.4745483951097673
ETH,147.0,3266.6085357707007,0.8381,3.0,2217.2155390349635,1858.2483432652027
finMICX,12137.0,784686.7517077829,979.9313988279629,3.0,0.3054513984158088,299.32141612356094
oICX,12137.0,784686.7517077829,889930.9968513898,2.0,0.3054513984158088,271830.66748183174
sARCH,7.0,17.51161920611324,2.0,2.0,2.4993023388531417,4.998604677706283
FinICX,12137.0,784686.7517077829,5.2306523932613445,1.0,0.3054513984158088,1.5977100881486748
XCROWN,1250.0,11856.610967910927,539.5069900030958,1.0,0.0035495538888628826,1.9150091344341968
IDOGE,1768.0,43.91341384551362,55680.0,1.0,9.659797051754354e-08,0.005378574998416824
ICX,,,,,0.248212387,
