IRC Token,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,40575.42129584938,1683.0,0.02013974306140783,817.178559506782
bnUSD,184526.3661649352,1472.0,1.0184113661096863,187923.74864928785
sICX,2502685.180296934,1326.0,0.27504842217270914,688359.6100356939
$unknown,10186.675906414943,472.0,,
BALN,541473.5854299555,421.0,0.14973151596648854,81075.66080223718
CFT,4595363.088201613,235.0,0.005036827391819839,23146.050678011692
GBET,247252.5535296861,221.0,0.004359730294763004,1077.9544480808838
CODE,734956.2304924774,148.0,,
FIN,16471.926835646893,137.0,0.07800850663910014,1284.9504139173323
BTCB,0.443297762152524,84.0,,
OMM,1291444.580289747,82.0,0.007155423080769766,9240.83235734028
IUSDC,3725.238767,77.0,1.0211739680491485,3804.1168536279074
USDS,3265.2469142058458,72.0,1.0165313276636716,3319.225780847375
NPT,5606.25,68.0,,
ETH,3.2726650914161746,59.0,494.7603495803283,1619.1849246884035
CROWN,160602.04602069882,54.0,,
CLAW,5054004.996492699,28.0,,
METX,5489301.413638867,17.0,6.7274185755511e-05,369.28828296913025
XCROWN,27699.14957631914,14.0,,
BUSD,80.66798936663682,10.0,1.0184113661096863,82.15319725219825
IUSDT,299.625926,7.0,1.0015035101188468,300.07641661160983
VOID,1842.7931274807681,5.0,,
UP,0.15843842584460063,3.0,0.701711601768927,0.11117808158116207
TAP,429.3469239093191,2.0,0.000827714640542417,0.35537673479159454
IAM,15.941368928617374,2.0,0.02045528645936097,0.32608526798922466
FinICX,685.8295340659707,1.0,0.07800850663910014,53.50053776147623
ICX,,,0.2362,
