IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD
FRMD,936.0,14454.186120115684,19652.180401086454,713.0,0.010287987999742105,202.18139613514444
bnUSD,9924.0,764937.2066037875,64670.94018406839,693.0,0.9655165690590407,62440.86428434416
BST,340.0,510.8884965517086,469.8606122054136,688.0,1.0797798892692985,507.34603981916626
sICX,12122.0,808082.0338138965,641075.2719393336,610.0,0.2895390787315089,185616.3436348662
$unknown,,,7990.54950004544,255.0,,
CFT,19386.0,53288.19495823496,912802.2607106374,159.0,0.0034552724559595866,3153.980509171107
BALN,16423.0,258357.7598353126,42235.659979614305,153.0,0.08778859656634372,3707.8093146636293
GBET,2898.0,8482.369972413768,79302.86180181826,134.0,0.0037770260241158375,299.52897281232936
CROWN,1243.0,12949.568650916304,88846.74569518917,131.0,0.004172382095683629,370.7025709983638
CODE,252.0,16.90811851477074,552088.1758528767,124.0,8.27761478144253e-06,4.569973245099415
USDS,5442.0,4899.039580062043,1350.4501223408959,88.0,0.7728600751053226,1043.708982978377
OMM,13900.0,19244.47232313365,250239.04204922105,70.0,0.002626260222250591,657.1928421879622
FIN,2264.0,13383.869515710341,2646.6403691413143,64.0,0.0811110501190258,214.67177962845807
IUSDC,5594.0,41022.891672735364,155.958749,41.0,1.0380475186761229,161.89259241528228
BTCB,156.0,16994.857403607482,0.20993783361440918,36.0,37279.0569161619,7826.284448167286
ETH,137.0,4290.6878567396425,0.17970475510326142,14.0,1792.513940651882,322.1232787240285
VOID,157.0,461.2265595697043,1611.079226818183,7.0,0.013081868838336525,21.075927133404093
XCROWN,1243.0,12949.568650916304,2149.0938056559453,5.0,0.004172382095683629,8.966840516663458
oIUSDC,5594.0,41022.891672735364,4.764937,4.0,1.0380475186761229,4.9462310294980485
oUSDS,5442.0,4899.039580062043,2.400010417922495,4.0,0.7728600751053226,1.854872231849136
CLAW,539.0,1188.3846843821254,20589.844820147995,2.0,3.2049872928287506e-05,0.659901910098902
finMICX,12122.0,808082.0338138965,15.694666296076965,2.0,0.2895390787315089,4.544219220364588
dUSDS,5442.0,4899.039580062043,251.0408715871219,2.0,0.7728600751053226,194.01946686932868
IDOGE,1764.0,49.26257589509488,23290.0,1.0,1.2056916444311969e-07,0.0028080558398802576
ICX,,,,,0.2368,
